# r[Å]   g(r)
3.130000000000000426e+01 1.431210320187264351e+00
3.150000000000000000e+01 1.426996915196606430e+00
3.170000000000000284e+01 1.422630442724685418e+00
3.189999999999999858e+01 1.420313430950183475e+00
3.210000000000000142e+01 1.417401575815726567e+00
3.229999999999999716e+01 1.413834253423863263e+00
3.250000000000000000e+01 1.409081961135042915e+00
3.270000000000000284e+01 1.404957187136926855e+00
3.290000000000000568e+01 1.399937724184244336e+00
3.310000000000000142e+01 1.397813047263229969e+00
3.329999999999999716e+01 1.391684515481006024e+00
3.350000000000000000e+01 1.387563519600776951e+00
3.370000000000000284e+01 1.383890524439673086e+00
3.390000000000000568e+01 1.379038646442872107e+00
3.410000000000000142e+01 1.374491365428600398e+00
3.429999999999999716e+01 1.371782763531907312e+00
3.450000000000000000e+01 1.365781083546667496e+00
3.470000000000000284e+01 1.360964126678059882e+00
3.490000000000000568e+01 1.355337037322259075e+00
3.510000000000000142e+01 1.351844338102853760e+00
3.529999999999999716e+01 1.346647998462570994e+00
3.550000000000000000e+01 1.339432423143059214e+00
3.570000000000000284e+01 1.336436320366592101e+00
3.590000000000000568e+01 1.332647031232313983e+00
3.610000000000000142e+01 1.325232667630445116e+00
3.629999999999999716e+01 1.321279417253078625e+00
3.650000000000000000e+01 1.316700238799678013e+00
3.670000000000000284e+01 1.310389133409459061e+00
3.690000000000000568e+01 1.303934407489694136e+00
3.710000000000000142e+01 1.298980699879467293e+00
3.729999999999999716e+01 1.293398892104993703e+00
3.750000000000000000e+01 1.289581415871718706e+00
3.770000000000000284e+01 1.285248885715739586e+00
3.790000000000000568e+01 1.279066163478300489e+00
3.810000000000000142e+01 1.272527492857340459e+00
3.830000000000000426e+01 1.269236154808610406e+00
3.850000000000000000e+01 1.263785113743930211e+00
3.870000000000000284e+01 1.256860127250104542e+00
3.890000000000000568e+01 1.252585680673228286e+00
3.910000000000000142e+01 1.246544471485554029e+00
3.930000000000000426e+01 1.241150608653598830e+00
3.950000000000000000e+01 1.236570974229696862e+00
3.970000000000000284e+01 1.229973919616507594e+00
3.990000000000000568e+01 1.224881942134075308e+00
