# r[Å]   g(r)
3.130000000000000426e+01 1.429217329723851737e+00
3.150000000000000000e+01 1.427567360628799964e+00
3.170000000000000284e+01 1.424315714827245172e+00
3.189999999999999858e+01 1.419992710579852435e+00
3.210000000000000142e+01 1.414838591761377939e+00
3.229999999999999716e+01 1.410622179200806903e+00
3.250000000000000000e+01 1.407572169101708015e+00
3.270000000000000284e+01 1.405433902766463294e+00
3.290000000000000568e+01 1.399616194058565188e+00
3.310000000000000142e+01 1.396644823988293593e+00
3.329999999999999716e+01 1.392363556412994141e+00
3.350000000000000000e+01 1.388352215660273004e+00
3.370000000000000284e+01 1.383189345260228631e+00
3.390000000000000568e+01 1.380005306829933609e+00
3.410000000000000142e+01 1.375568225380708887e+00
3.429999999999999716e+01 1.371196132121019762e+00
3.450000000000000000e+01 1.366170319109843767e+00
3.470000000000000284e+01 1.360749976493689672e+00
3.490000000000000568e+01 1.357689944938890836e+00
3.510000000000000142e+01 1.352320623125468080e+00
3.529999999999999716e+01 1.350357245092977720e+00
3.550000000000000000e+01 1.345304504129450462e+00
3.570000000000000284e+01 1.339324137582217800e+00
3.590000000000000568e+01 1.335526379849644840e+00
3.610000000000000142e+01 1.329686201453046168e+00
3.629999999999999716e+01 1.325890124439772721e+00
3.650000000000000000e+01 1.320101873549070159e+00
3.670000000000000284e+01 1.316579431080944662e+00
3.690000000000000568e+01 1.312220017127654570e+00
3.710000000000000142e+01 1.305462689982094915e+00
3.729999999999999716e+01 1.302296535254581222e+00
3.750000000000000000e+01 1.298055881648372711e+00
3.770000000000000284e+01 1.292825936778180251e+00
3.790000000000000568e+01 1.286887808939877420e+00
3.810000000000000142e+01 1.283449176329801267e+00
3.830000000000000426e+01 1.278099430886307841e+00
3.850000000000000000e+01 1.273030343492972838e+00
3.870000000000000284e+01 1.266784151052088081e+00
3.890000000000000568e+01 1.262417069701707861e+00
3.910000000000000142e+01 1.257958798181650240e+00
3.930000000000000426e+01 1.253839845840179379e+00
3.950000000000000000e+01 1.247985256474962501e+00
3.970000000000000284e+01 1.243478098398849818e+00
3.990000000000000568e+01 1.237589192733063781e+00
