# r[Å]   g(r)
3.130000000000000426e+01 1.464601762594054168e+00
3.150000000000000000e+01 1.463322981700475145e+00
3.170000000000000284e+01 1.463664015158663956e+00
3.189999999999999858e+01 1.463105387592296802e+00
3.210000000000000142e+01 1.458482841889709114e+00
3.229999999999999716e+01 1.459643345048546426e+00
3.250000000000000000e+01 1.457884253089178683e+00
3.270000000000000284e+01 1.457614549760878342e+00
3.290000000000000568e+01 1.456431834226133315e+00
3.310000000000000142e+01 1.453139835865324025e+00
3.329999999999999716e+01 1.451649620599684054e+00
3.350000000000000000e+01 1.449747674952211351e+00
3.370000000000000284e+01 1.450325146001058219e+00
3.390000000000000568e+01 1.447139637864345962e+00
3.410000000000000142e+01 1.446366586562518597e+00
3.429999999999999716e+01 1.445425418685729602e+00
3.450000000000000000e+01 1.442397294359581084e+00
3.470000000000000284e+01 1.438940343432699054e+00
3.490000000000000568e+01 1.439162991452920259e+00
3.510000000000000142e+01 1.436841964397038707e+00
3.529999999999999716e+01 1.434426750620233060e+00
3.550000000000000000e+01 1.430884982340803635e+00
3.570000000000000284e+01 1.427587445275468214e+00
3.590000000000000568e+01 1.427057293946948135e+00
3.610000000000000142e+01 1.423497042620475828e+00
3.629999999999999716e+01 1.421029914295183216e+00
3.650000000000000000e+01 1.415714077745097832e+00
3.670000000000000284e+01 1.414237045114720370e+00
3.690000000000000568e+01 1.409492522753431842e+00
3.710000000000000142e+01 1.405395895709357523e+00
3.729999999999999716e+01 1.403153519464239718e+00
3.750000000000000000e+01 1.398145735123087485e+00
3.770000000000000284e+01 1.394249256567563933e+00
3.790000000000000568e+01 1.388176491868629236e+00
3.810000000000000142e+01 1.383529411185275393e+00
3.830000000000000426e+01 1.377528836613437280e+00
3.850000000000000000e+01 1.374275624350524527e+00
3.870000000000000284e+01 1.367339385829091425e+00
3.890000000000000568e+01 1.362362473466791180e+00
3.910000000000000142e+01 1.353864159179318571e+00
3.930000000000000426e+01 1.347596122882668279e+00
3.950000000000000000e+01 1.339449507443491338e+00
3.970000000000000284e+01 1.333329018103193153e+00
3.990000000000000568e+01 1.325099649443583383e+00
