# r[Å]   g(r)
1.000000000000000056e-01 0.000000000000000000e+00
3.000000000000000444e-01 0.000000000000000000e+00
5.000000000000000000e-01 0.000000000000000000e+00
7.000000000000000666e-01 0.000000000000000000e+00
9.000000000000000222e-01 0.000000000000000000e+00
1.100000000000000089e+00 0.000000000000000000e+00
1.300000000000000266e+00 0.000000000000000000e+00
1.500000000000000000e+00 2.526036540409532394e-03
1.700000000000000178e+00 8.754404517119768192e-02
1.899999999999999911e+00 1.679639527471481486e-01
2.100000000000000089e+00 1.389682594916085701e-01
2.300000000000000266e+00 1.384468452736420108e-01
2.500000000000000000e+00 2.725015778020955515e-01
2.700000000000000178e+00 5.965481197756223875e-01
2.900000000000000355e+00 7.304153752611727279e-01
3.100000000000000089e+00 7.594352806957401780e-01
3.300000000000000266e+00 8.594827734328470692e-01
3.500000000000000000e+00 9.565769162640680445e-01
3.700000000000000178e+00 1.012744804934474718e+00
3.900000000000000355e+00 1.001354037464258662e+00
4.099999999999999645e+00 9.897668716073466655e-01
4.300000000000000711e+00 1.021467164292586105e+00
4.500000000000000000e+00 1.099007989219802361e+00
4.700000000000001066e+00 1.142769517317216765e+00
4.900000000000000355e+00 1.176760644320864468e+00
5.099999999999999645e+00 1.205894530374781226e+00
5.300000000000000711e+00 1.240457029393059241e+00
5.500000000000000000e+00 1.277078741776487503e+00
5.700000000000001066e+00 1.274810284545101258e+00
5.900000000000000355e+00 1.268989792529976457e+00
6.099999999999999645e+00 1.300298012538708248e+00
6.300000000000000711e+00 1.310402137951038881e+00
6.500000000000000000e+00 1.333524202620943955e+00
6.700000000000001066e+00 1.352051305217368160e+00
6.900000000000000355e+00 1.383884007878150912e+00
7.099999999999999645e+00 1.407508846383457746e+00
7.300000000000000711e+00 1.430040823749472167e+00
7.500000000000000000e+00 1.442533535685937451e+00
7.700000000000001066e+00 1.453783731770984744e+00
7.900000000000000355e+00 1.459050591225448557e+00
8.100000000000001421e+00 1.460697376482688492e+00
8.300000000000000711e+00 1.471791438125153562e+00
8.500000000000000000e+00 1.469364958058415604e+00
8.699999999999999289e+00 1.483773262199802323e+00
8.900000000000000355e+00 1.486776328095409605e+00
9.100000000000001421e+00 1.496762464668575987e+00
9.300000000000000711e+00 1.504893862245197722e+00
9.500000000000000000e+00 1.506220050947785660e+00
9.700000000000001066e+00 1.508812641425436585e+00
9.900000000000000355e+00 1.509242530815036343e+00
1.010000000000000142e+01 1.515227798494815481e+00
1.030000000000000071e+01 1.512519338991989093e+00
1.050000000000000000e+01 1.516356495610563071e+00
1.070000000000000107e+01 1.516429016012721398e+00
1.090000000000000036e+01 1.524092551659286254e+00
1.110000000000000142e+01 1.523912591571920938e+00
1.130000000000000071e+01 1.527164390654770276e+00
1.150000000000000000e+01 1.528457781941299887e+00
1.170000000000000107e+01 1.524581856061814733e+00
1.190000000000000036e+01 1.541036881849357831e+00
1.210000000000000142e+01 1.533080325251384046e+00
1.230000000000000071e+01 1.536141797065418313e+00
1.250000000000000000e+01 1.540582701371235208e+00
1.270000000000000107e+01 1.539480304915395559e+00
1.290000000000000036e+01 1.541044303290604933e+00
1.310000000000000142e+01 1.548135028062157525e+00
1.330000000000000071e+01 1.547054604815518708e+00
1.350000000000000000e+01 1.549410434979553219e+00
1.370000000000000107e+01 1.550413066609511281e+00
1.390000000000000036e+01 1.551619078011052366e+00
1.410000000000000142e+01 1.549839313507187954e+00
1.430000000000000071e+01 1.548142894743381515e+00
1.450000000000000000e+01 1.551103574768906368e+00
1.470000000000000107e+01 1.550489609919738276e+00
1.490000000000000036e+01 1.550384603926863836e+00
1.510000000000000142e+01 1.552736740134641469e+00
1.530000000000000071e+01 1.550057102695118649e+00
1.550000000000000000e+01 1.555192197632233597e+00
1.570000000000000107e+01 1.554426276694009568e+00
1.590000000000000036e+01 1.553153054028388880e+00
1.610000000000000142e+01 1.553741187737922580e+00
1.630000000000000071e+01 1.550951559723554141e+00
1.650000000000000000e+01 1.555128512857370859e+00
1.670000000000000284e+01 1.549324456052235899e+00
1.689999999999999858e+01 1.551630975479108665e+00
1.710000000000000142e+01 1.552880776047490530e+00
1.730000000000000071e+01 1.553858062328922873e+00
1.750000000000000000e+01 1.551790222200273739e+00
1.770000000000000284e+01 1.551566933994596775e+00
1.789999999999999858e+01 1.548845477674410498e+00
1.810000000000000142e+01 1.550922811992162087e+00
1.830000000000000071e+01 1.548668895090702602e+00
1.850000000000000000e+01 1.550554522827861215e+00
1.870000000000000284e+01 1.551277220882955277e+00
1.889999999999999858e+01 1.548632531534086754e+00
1.910000000000000142e+01 1.550534170853921978e+00
1.930000000000000426e+01 1.548903689885429369e+00
1.950000000000000000e+01 1.545696276324362906e+00
1.970000000000000284e+01 1.547953133000626647e+00
1.989999999999999858e+01 1.546920238621075860e+00
2.010000000000000142e+01 1.547569490167272299e+00
2.030000000000000426e+01 1.544291390789038765e+00
2.050000000000000000e+01 1.541099948823303700e+00
2.070000000000000284e+01 1.542921936231248736e+00
2.089999999999999858e+01 1.542613576155559940e+00
2.110000000000000142e+01 1.540765911240553399e+00
2.130000000000000426e+01 1.537098449935073274e+00
2.150000000000000000e+01 1.534329888280853149e+00
2.170000000000000284e+01 1.535895375537433605e+00
2.189999999999999858e+01 1.536829059984176071e+00
2.210000000000000142e+01 1.535289474696471590e+00
2.230000000000000426e+01 1.532244217588690560e+00
2.250000000000000000e+01 1.533596632842127772e+00
2.270000000000000284e+01 1.533374076277338460e+00
2.289999999999999858e+01 1.531351472730805741e+00
2.310000000000000142e+01 1.527742028525246099e+00
2.330000000000000426e+01 1.526757621665453257e+00
2.350000000000000000e+01 1.525373982604606882e+00
2.370000000000000284e+01 1.524322282879129853e+00
2.389999999999999858e+01 1.521749255096097153e+00
2.410000000000000142e+01 1.520280009039640223e+00
2.430000000000000426e+01 1.517182758670585718e+00
2.450000000000000000e+01 1.519090027257956832e+00
2.470000000000000284e+01 1.516157099841412670e+00
2.489999999999999858e+01 1.515293193463072008e+00
2.510000000000000142e+01 1.512588245296057954e+00
2.530000000000000426e+01 1.509350045499289417e+00
2.550000000000000000e+01 1.508904663264035717e+00
2.570000000000000284e+01 1.506963134306921415e+00
2.589999999999999858e+01 1.503126921477105249e+00
2.610000000000000142e+01 1.503756515162517404e+00
2.630000000000000426e+01 1.502836411502154412e+00
2.650000000000000000e+01 1.499189095899669200e+00
2.670000000000000284e+01 1.496947138357363816e+00
2.689999999999999858e+01 1.498159366058727793e+00
2.710000000000000142e+01 1.494529414800880751e+00
2.730000000000000426e+01 1.491936761597147498e+00
2.750000000000000000e+01 1.489827533410965410e+00
2.770000000000000284e+01 1.489973190654834800e+00
2.789999999999999858e+01 1.488404963307696782e+00
2.810000000000000142e+01 1.486794242957302670e+00
2.830000000000000426e+01 1.485909969816296528e+00
2.850000000000000000e+01 1.482508247907768917e+00
2.870000000000000284e+01 1.482684629290501377e+00
2.889999999999999858e+01 1.479540045280352212e+00
2.910000000000000142e+01 1.477312822730965758e+00
2.930000000000000426e+01 1.478136138509968278e+00
2.950000000000000000e+01 1.476895622384714279e+00
2.970000000000000284e+01 1.474500925842953114e+00
2.989999999999999858e+01 1.473361426354605763e+00
3.010000000000000142e+01 1.473134178110136361e+00
3.030000000000000426e+01 1.471051679219533836e+00
3.050000000000000000e+01 1.468082376548828005e+00
3.070000000000000284e+01 1.468824798647468288e+00
3.089999999999999858e+01 1.466982382702513465e+00
3.110000000000000142e+01 1.465174589910096081e+00
