frame,Rg
184,35.60493977604796
185,35.6346814479678
186,35.60160529771748
187,35.559647534720746
188,35.60090782035267
189,35.59258187972044
190,35.562915279388754
191,35.61045346780606
192,35.58544285859184
193,35.55960561236037
194,35.621279576263134
195,35.562163071775025
196,35.572488659964364
197,35.61121035708435
198,35.609133784734574
199,35.56189237047264
200,35.534515262310045
201,35.618876531079316
202,35.61988860443663
203,35.57686382672111
204,35.56117319559904
205,35.57324258733239
206,35.551893469906155
207,35.51148400425057
208,35.59754129383426
209,35.5680876225697
210,35.53377119199366
211,35.543854520864315
212,35.575542536468475
213,35.57753932280247
214,35.568866026333694
215,35.53200495750332
216,35.53759329620972
217,35.606272714889855
218,35.503719893235555
219,35.53882071371075
220,35.59117412474466
221,35.58607734056699
222,35.589195258434785
223,35.58204126534425
224,35.55320256946936
225,35.5772191362621
226,35.560805757277016
227,35.51903261070199
228,35.582789351879185
229,35.584927949965305
230,35.58325097215072
231,35.582926853761926
232,35.62408470949839
233,35.60284035136664
234,35.60464640049577
235,35.589905988137744
236,35.541973015413994
237,35.559836760641346
238,35.5648866680151
239,35.61344432461473
240,35.57936761851463
241,35.59911399683238
242,35.56040261653447
243,35.5460973389348
244,35.516726192368864
245,35.572144579517165
246,35.56258795822612
247,35.59610227057918
248,35.57365955725328
249,35.517189773309646
250,35.52602857241243
251,35.566237732731224
252,35.58236750059908
253,35.53035511741651
254,35.55838110609554
255,35.53927524173391
256,35.57958678273215
257,35.55602223116769
258,35.56957373964204
259,35.600616964273485
260,35.56440550859266
261,35.59155958762116
262,35.59457337389294
263,35.56541343275109
264,35.49586359132166
265,35.56561048149383
266,35.565854262514485
267,35.61995605161631
268,35.57803280344192
269,35.60218641702971
270,35.644035954252594
271,35.602819896977856
272,35.59319348593035
273,35.583149024978894
274,35.549043212120736
275,35.583223477455846
276,35.53326824497366
277,35.578558019330316
278,35.554328701866105
279,35.52372224978318
280,35.57318652643823
281,35.623608297154846
282,35.57582638628737
283,35.569417898356726
284,35.578416884169535
285,35.58823276183492
286,35.60029208108104
287,35.600059419601195
288,35.597217022632634
289,35.561326426803134
290,35.558103367612716
291,35.52938850995266
292,35.59009807448531
293,35.61651400797248
294,35.555932706394834
295,35.538908723765154
296,35.601583162401006
297,35.57305840980287
298,35.56145834890383
299,35.58435830135619
300,35.62131974853986
301,35.60247439770151
302,35.53266373702863
303,35.57609940378157
304,35.478663744925605
305,35.57838296980226
306,35.51824882586378
307,35.55307943962987
308,35.603596389946965
309,35.565639484937215
310,35.550149638045355
311,35.55647520316926
312,35.58560210570417
313,35.51514426038316
314,35.534677858535616
315,35.61562492188706
316,35.57692660869796
317,35.53712978445642
318,35.52940774303174
319,35.57630684665227
320,35.5545902222923
321,35.58007361751238
322,35.53895767058462
323,35.574850727812574
324,35.565889883681855
325,35.55177763286769
326,35.54516119752421
327,35.560676654041444
328,35.572435695215816
329,35.5712159192012
330,35.61793346033636
331,35.54982915463214
332,35.536107312237625
333,35.60686593498643
334,35.582963529787236
335,35.528271424588766
336,35.567963486716415
337,35.47418957920499
338,35.498288959192294
339,35.642781051449255
340,35.53836358316148
341,35.55059984016073
342,35.58246326560999
343,35.552382962421234
344,35.603832470705264
345,35.52912270881232
346,35.51948501228732
347,35.53904531753726
348,35.564471202733316
349,35.584515724203996
350,35.5633173294712
351,35.61208718466196
352,35.492062464115456
353,35.56953863902976
354,35.53037691653407
355,35.55413102068961
356,35.54077667653222
357,35.58711815551981
358,35.56875399429186
359,35.54747960544406
360,35.578935332433126
361,35.61549920762927
362,35.564050240006274
363,35.54827710492593
364,35.52063908823776
365,35.568226107018546
366,35.54354064445947
367,35.559298180441324
368,35.576268878817025
369,35.51982798759984
370,35.64040139986044
371,35.552876270932174
372,35.49174196321159
373,35.554270362976986
374,35.551553094568376
375,35.55780000880806
376,35.55375329569184
377,35.5941925454444
378,35.56968389866268
379,35.628097638600536
380,35.511214752470885
381,35.50713385050153
382,35.53548304873148
383,35.53657856608716
384,35.541682882687496
385,35.5882465995055
386,35.51267469100952
387,35.515023882252784
388,35.54619010418574
389,35.56268219599836
390,35.626986770969545
391,35.529483311048374
392,35.564146145350506
393,35.59168307946634
394,35.51320703483713
395,35.52813647923639
396,35.592604259878044
397,35.548032895791756
398,35.59517932750991
399,35.52799395489814
400,35.51735721460236
401,35.610180197902615
402,35.5593142424351
403,35.52945482122719
404,35.67987662835173
405,35.56959758467296
406,35.59363451116463
407,35.55972486916263
408,35.5954247198166
409,35.57428020735587
410,35.60342593380888
411,35.549293357855255
412,35.60944485326548
413,35.57735987039877
414,35.5802455128155
415,35.576235349664096
416,35.54487791017141
417,35.52305305775552
418,35.56946681953652
419,35.57651060040838
420,35.514874051137554
421,35.54862304158528
422,35.547339348850585
423,35.57770312245511
424,35.60260005705314
425,35.54896814937139
426,35.54764469166625
427,35.56134213164662
428,35.572625314115356
429,35.630262626465395
430,35.58468830407356
431,35.60393127235477
432,35.57014003193286
433,35.58029109758443
434,35.571267349351
435,35.563553206182974
436,35.59707264255936
437,35.58650383575719
438,35.56583909916317
439,35.56824068606907
440,35.5528802812974
441,35.57620502464224
442,35.63672725505955
443,35.60161656926443
444,35.52092889154872
445,35.53443170914999
446,35.57074073149226
447,35.557003499041855
448,35.59057142888409
449,35.58852629204408
450,35.56532240847939
451,35.591447874773955
452,35.58870637482656
453,35.64319535842414
454,35.5590734639264
455,35.56907622552881
456,35.54527832946515
457,35.566272596637866
458,35.57566833489017
459,35.57591717564671
460,35.64706361617709
461,35.51746314082766
462,35.567817604354914
463,35.59921205766227
464,35.560250399735644
465,35.60757884377849
466,35.55834121614558
467,35.53752385291641
468,35.57198061667891
469,35.563710768873364
470,35.535404431381295
471,35.62436803979146
472,35.66301224460359
473,35.566764615920334
474,35.61707297110031
475,35.53088659135381
476,35.55938775158595
477,35.55371207525959
478,35.556830259872
479,35.55908757832427
480,35.58797877644612
481,35.54823502590104
482,35.544175775485115
483,35.56097025847099
484,35.60191761387563
485,35.52540946933846
486,35.533648297381696
487,35.55229327785412
488,35.58981889246256
489,35.60680236359009
490,35.52335390764516
491,35.634322211227065
492,35.51840526289222
493,35.57388684590791
494,35.594596230119066
495,35.590497185104994
496,35.58720006929885
497,35.52116339016919
498,35.547814103860944
499,35.55925017875113
500,35.58991576999323
501,35.56909226911941
502,35.575113060324085
503,35.579848274967034
504,35.579707492890115
505,35.566634496203505
506,35.574676601920224
507,35.58912776057198
508,35.54264852320382
509,35.521853928474826
510,35.56993135174212
511,35.621331314464214
512,35.58891122897208
513,35.558043736867084
514,35.55071853525513
515,35.5483454775519
516,35.5741733352877
517,35.591496337322525
518,35.56988036227899
519,35.54484872313979
520,35.63061677826734
521,35.55800202306248
522,35.57106418696941
523,35.58907171951331
524,35.5800369802594
525,35.57670146970876
526,35.566304178191224
527,35.57173304717586
528,35.56461479591806
529,35.56535167127187
530,35.562412037508146
531,35.57581333919005
532,35.63593594357001
533,35.582294504255536
534,35.55129159488796
535,35.547988539426484
536,35.559873976430055
537,35.54098996461354
538,35.59230940242962
539,35.59411521458947
540,35.6259051330252
541,35.528221537010715
542,35.59269932455186
543,35.58245800438289
544,35.577848688315925
545,35.57441628727553
546,35.61896638918935
547,35.59240989661442
548,35.59326222767694
549,35.55973781759581
550,35.54680351275608
551,35.562228612669465
552,35.54190581109881
553,35.58463530400565
554,35.59254467985166
555,35.55403720118817
556,35.540794587084726
557,35.59287183898495
558,35.5678246566184
559,35.58614330733457
560,35.55532849007748
561,35.50628188892044
562,35.58038524364739
563,35.59291485142596
564,35.61595325263956
565,35.55742946552021
566,35.54625398147971
567,35.578962567826984
568,35.54188901040999
569,35.583128354338506
570,35.557858001346865
571,35.53981213325151
572,35.58360878346995
573,35.5523462376004
574,35.52009618771874
575,35.51841097083399
576,35.607193903295
577,35.55338374411611
578,35.53317176088669
579,35.604605038639264
580,35.574165569492486
581,35.58955059137153
582,35.5912115181697
583,35.54296799338712
584,35.56507393479834
585,35.605145491589596
586,35.589596548694026
587,35.57364110197993
588,35.57097763902746
589,35.5365007855191
590,35.564574957755504
591,35.55272736733134
592,35.61069900433999
593,35.48997560023148
594,35.57189803811965
595,35.569676688444304
596,35.524035866970806
597,35.54792850479658
598,35.569869958420675
599,35.516549364020946
600,35.58154253808457
601,35.5481210747722
602,35.53504655798807
603,35.56855396069875
604,35.531958782064066
605,35.61758018019293
606,35.55015823810583
607,35.58768360760253
608,35.5597985659917
609,35.55838057202571
610,35.55811196462975
611,35.60167482793736
612,35.577901260529586
613,35.5443578661261
614,35.5505205290268
615,35.53084670979415
616,35.53911991973336
617,35.586357715474506
618,35.558455624369415
619,35.53563592495464
620,35.59545619749963
621,35.55586196059134
622,35.55775960852026
623,35.499555536759026
624,35.55600505857084
625,35.49791307333516
626,35.53011751976647
627,35.50843701558974
628,35.53839518386831
629,35.55719216006348
630,35.48092570254192
631,35.54497562155934
632,35.55334345995702
633,35.60782145792974
634,35.57718729770326
635,35.515556949208744
636,35.56003508913306
637,35.54113555654442
638,35.603907803766816
639,35.57233386162693
640,35.5537538668056
641,35.565091120545176
642,35.52440554181896
643,35.501919804903515
644,35.6123675285271
645,35.57998671414841
646,35.604718624547814
647,35.49572383326892
648,35.56837936188657
649,35.59719498514733
650,35.57549929239003
651,35.57231709677128
652,35.54292377177016
653,35.60988285046584
654,35.551465341065416
655,35.565174823162124
656,35.54554003173075
657,35.52076399202041
658,35.564569282305776
659,35.550105237013824
660,35.5754191431199
661,35.558810822669926
662,35.576876255374685
663,35.55417390376652
664,35.570248595943326
665,35.58793359269436
666,35.52216085293746
667,35.48674845317596
668,35.60478219832608
669,35.55164844826817
670,35.56470338472528
671,35.52213386763676
672,35.553177012926376
673,35.51941017409212
674,35.61679589836171
675,35.62316582967895
676,35.49717608356474
677,35.55896733166182
678,35.59897968209966
679,35.52640042260933
680,35.5911025962018
681,35.556414735583395
682,35.5504922634229
683,35.52165606380203
684,35.551562883475945
685,35.628054013306745
686,35.548622273340996
687,35.56721162810839
688,35.59204342755907
689,35.56038424505211
690,35.560755219997056
691,35.59463830136141
692,35.56476609329182
693,35.52804667455793
694,35.52333882518449
695,35.56382886555853
696,35.57469495181858
697,35.58482423909137
698,35.58143405519145
699,35.58402539051795
700,35.58437221700446
701,35.56344079652952
702,35.561205709193054
703,35.54492810214513
704,35.51678230595784
705,35.56395087243581
706,35.507930482896946
707,35.501750875419205
708,35.63567204894215
709,35.535021988168076
710,35.55412414109973
711,35.545282137207664
712,35.592681035674175
713,35.61169118471222
714,35.57078634675998
715,35.580333657098954
716,35.52337872624896
717,35.53494353912851
718,35.593148260615656
719,35.586533118583176
720,35.625101464186464
721,35.56520229129097
722,35.56152923822344
723,35.55435303979717
724,35.56191361687102
725,35.61216797843561
726,35.5666345535216
727,35.60632630134889
728,35.5670831221947
729,35.54572809495958
730,35.62325581749173
731,35.60696740204236
732,35.55898719159245
733,35.510553847609025
734,35.530557613189856
735,35.57056295240392
736,35.548336963970364
737,35.55657844042331
738,35.565618487144995
739,35.54711593034807
740,35.60617902464849
741,35.5647554234151
742,35.57475452573646
743,35.55332522185365
744,35.609454829918285
745,35.61309458441185
746,35.51483917981006
747,35.56146727235306
748,35.56975589975929
749,35.57876073814264
750,35.49498410985032
751,35.566319692084825
752,35.541461155207585
753,35.587714205963145
754,35.49326716661558
755,35.6049416009699
756,35.52950978298236
757,35.59401940638413
758,35.52583303170219
759,35.537322532375974
760,35.61842844206871
761,35.52754597498255
762,35.53885606949406
763,35.554856599706255
764,35.58754252960542
765,35.53520166064111
766,35.55760770063001
767,35.53341580070636
768,35.5675019493464
769,35.560150487306906
770,35.57740623289222
771,35.56534911479913
772,35.538657913254994
773,35.594790457270456
774,35.56742235132572
775,35.59599327576723
776,35.56436802540011
777,35.55332420647623
778,35.57153175883214
779,35.56150084484816
780,35.591016597368466
781,35.49994735824874
782,35.54690076591421
783,35.542334933319836
784,35.59291229131478
785,35.530820300765306
786,35.541371020174886
787,35.57708649504492
788,35.621684061437485
789,35.602150708679424
790,35.53737475163228
791,35.63965580956875
792,35.57528238133909
793,35.58598407364085
794,35.555331143906265
795,35.55717562937069
796,35.60226349287486
797,35.49740882244576
798,35.57976020367097
799,35.524418531077515
800,35.59372059343252
801,35.580205504499745
802,35.56344191356297
803,35.60256055079109
804,35.61058949566335
805,35.59453598799847
806,35.560720064079554
807,35.515474920246234
808,35.59739339816633
809,35.60349161142463
810,35.57074467195342
811,35.557667879986205
812,35.579584754214736
813,35.54889481612205
814,35.551441387365564
815,35.5307152015305
816,35.600028458730385
817,35.5666733885906
818,35.546184904099015
819,35.551264032729044
820,35.59176232261904
821,35.54992870388636
822,35.57983699022602
823,35.529978575705634
824,35.5351872655571
825,35.58434614607805
826,35.60950351597196
827,35.543690834124845
828,35.55310406578003
829,35.57988137397871
830,35.61157968652098
831,35.62563070355656
832,35.550148184365106
833,35.539742922312385
834,35.544932949277964
835,35.560703842068726
836,35.60479273959736
837,35.54009926759129
838,35.56479028239699
839,35.60376700591032
840,35.520048310163276
841,35.55352687745982
842,35.54667994797316
843,35.59267243106272
844,35.596208713142246
845,35.57297482439124
846,35.57828031383395
847,35.561357437613545
848,35.58647515013279
849,35.61045750449771
850,35.54763528525264
851,35.49815442066046
852,35.48010779992733
853,35.63604213915664
854,35.57560995592842
855,35.60954034358576
856,35.58824777721969
857,35.55716134623578
858,35.556512060973624
859,35.530635298491944
860,35.585981967347436
861,35.569461815299036
862,35.63794322419195
863,35.58685234608501
864,35.61510141351733
865,35.55165422508579
866,35.59463536266697
867,35.596683000046056
868,35.578220179897905
869,35.53894858767575
870,35.57397368861223
871,35.58083985120317
872,35.59140178870677
873,35.59359236507502
874,35.54270640069215
875,35.535047302838215
876,35.529146848685976
877,35.57935399479187
878,35.56041778334527
879,35.61797072866503
880,35.63238117137146
881,35.542411203580215
882,35.57779841754878
883,35.55220232787462
884,35.55689897408123
885,35.576786401161236
886,35.55939574245266
887,35.574795999204646
888,35.58846010666211
889,35.617343012006415
890,35.54785427504845
891,35.5720374557549
892,35.58320113436455
893,35.524628427917165
894,35.52876790095489
895,35.573094531172934
896,35.5493620939223
897,35.59462709261194
898,35.50194760239504
899,35.55751808300584
900,35.54379732923366
901,35.581524923719556
902,35.597435996954026
903,35.550569780207226
904,35.54815522830803
905,35.53834767061305
906,35.58954889284232
907,35.56472156149177
908,35.57807493272201
909,35.55655643599083
910,35.55195280204163
911,35.6383369506436
912,35.605537568233565
913,35.626676668638595
914,35.55489060993295
915,35.59402207745602
916,35.5461876521517
917,35.534565913475745
918,35.62605467956107
919,35.57236739941763
920,35.55183272881693
921,35.650280961077684
922,35.60008136608631
923,35.570355866125524
924,35.66145151695582
925,35.6203664235599
926,35.5874999110681
927,35.562328304187076
928,35.542927157223296
929,35.57238296611566
930,35.58643223620761
931,35.63230078642128
932,35.531524733596584
933,35.52945033678587
934,35.5349186359537
935,35.53606140863524
936,35.57148562907121
937,35.602701655295434
938,35.50971733732999
939,35.54245167824839
940,35.55805997270071
941,35.48552635470237
942,35.58562647129034
943,35.54869093667392
944,35.562213469478735
945,35.59625657490192
946,35.54345395239517
947,35.57047253391344
948,35.566174052831435
949,35.55719610894671
950,35.54670889609949
951,35.571936681504724
952,35.523597631843465
953,35.58444854143553
954,35.5702500378508
955,35.55810157363945
956,35.55070356322833
957,35.60151610992378
958,35.54575489118279
959,35.560541748577236
960,35.599022807806065
961,35.60350710294223
962,35.579544856807246
963,35.590568903776834
964,35.56490500892884
965,35.598509523280974
966,35.57524103470862
967,35.54881080154073
968,35.60507780137326
969,35.565755679196464
970,35.57648901431834
971,35.620451052340485
972,35.596577493941844
973,35.572706700694056
974,35.59851798099479
975,35.57600604471271
976,35.59373214598087
977,35.62783049520619
978,35.55084255557582
979,35.610544988503946
980,35.603892545631766
981,35.629073667968456
982,35.53542728012637
983,35.548825687111076
984,35.55392027060324
985,35.53963537778114
986,35.54348886159342
987,35.51154700299572
988,35.530407408307404
989,35.602601267786156
990,35.61421080078298
991,35.559715105997505
992,35.55034164270801
993,35.57381926355999
994,35.56581685069323
995,35.59836356474221
996,35.57553758767106
997,35.5876131337523
998,35.54119982264532
999,35.55497021632292
