frame,time_ps,n_coordination_water
92,0.09299999180856172,527
93,0.09399999172048175,539
94,0.09499999163240176,465
95,0.09599999154432179,494
96,0.0969999914562418,583
97,0.09799999136816182,544
98,0.09899999128008184,571
99,0.09999999119200186,492
100,0.10099999110392187,535
101,0.1019999910158419,514
102,0.10299999092776191,503
103,0.10399999083968194,480
104,0.10499999075160195,584
105,0.10599999066352196,536
106,0.10699999057544199,514
107,0.107999990487362,531
108,0.10899999039928203,516
109,0.10999999031120204,473
110,0.11099999022312206,477
111,0.11199999013504208,520
112,0.1129999900469621,506
113,0.11399998995888212,498
114,0.11499998987080214,547
115,0.11599998978272215,544
116,0.11699998969464218,500
117,0.11799998960656219,540
118,0.1189999895184822,537
119,0.11999998943040223,556
120,0.12099998934232224,525
121,0.12199998925424227,523
122,0.12299998916616228,507
123,0.1239999890780823,531
124,0.12499998899000232,492
125,0.12599998890192235,517
126,0.12699998881384236,540
127,0.12799998872576238,514
128,0.1289999886376824,510
129,0.1299999885496024,529
130,0.13099998846152244,526
131,0.13199998837344246,519
132,0.13299998828536247,523
133,0.13399998819728248,474
134,0.1349999881092025,524
135,0.13599998802112254,537
136,0.13699998793304255,525
137,0.13799998784496256,534
138,0.13899998775688258,487
139,0.1399999876688026,508
140,0.14099998758072263,503
141,0.14199998749264264,518
142,0.14299998740456266,561
143,0.14399998731648267,559
144,0.14499998722840268,531
145,0.14599998714032272,559
146,0.14699998705224274,550
147,0.14799998696416275,504
148,0.14899998687608276,518
149,0.14999998678800278,483
150,0.1509999866999228,536
151,0.15199998661184283,513
152,0.15299998652376284,543
153,0.15399998643568286,523
154,0.15499998634760287,514
155,0.15599998625952288,549
156,0.15699998617144292,519
157,0.15799998608336294,489
158,0.15899998599528295,480
159,0.15999998590720296,485
160,0.16099998581912298,510
161,0.16199998573104302,503
162,0.16299998564296303,505
163,0.16399998555488304,542
164,0.16499998546680306,563
165,0.16599998537872307,518
166,0.1669999852906431,517
167,0.16799998520256312,522
168,0.16899998511448314,501
169,0.16999998502640315,484
170,0.17099998493832316,542
171,0.1719999848502432,533
172,0.17299998476216322,530
173,0.17399998467408323,573
174,0.17499998458600324,523
175,0.17599998449792326,517
176,0.1769999844098433,563
177,0.1779999843217633,517
178,0.17899998423368332,528
179,0.17999998414560334,503
180,0.18099998405752335,493
181,0.1819999839694434,511
182,0.1829999838813634,445
183,0.18399998379328342,540
184,0.18499998370520343,518
185,0.18599998361712344,508
186,0.18699998352904348,521
187,0.1879999834409635,514
188,0.1889999833528835,510
189,0.18999998326480352,480
190,0.19099998317672354,500
191,0.19199998308864358,488
192,0.1929999830005636,481
193,0.1939999829124836,556
194,0.19499998282440362,514
195,0.19599998273632363,510
196,0.19699998264824364,518
197,0.19799998256016368,491
198,0.1989999824720837,486
199,0.1999999823840037,518
200,0.20099998229592372,536
201,0.20199998220784374,476
202,0.20299998211976378,469
203,0.2039999820316838,539
204,0.2049999819436038,551
205,0.20599998185552382,547
206,0.20699998176744383,522
207,0.20799998167936387,500
208,0.20899998159128388,495
209,0.2099999815032039,539
210,0.2109999814151239,486
211,0.21199998132704392,513
212,0.21299998123896396,515
213,0.21399998115088398,570
214,0.214999981062804,467
215,0.215999980974724,535
216,0.21699998088664402,532
217,0.21799998079856406,527
218,0.21899998071048407,544
219,0.21999998062240408,522
220,0.2209999805343241,538
221,0.2219999804462441,515
222,0.22299998035816415,521
223,0.22399998027008416,538
224,0.22499998018200418,509
225,0.2259999800939242,496
226,0.2269999800058442,559
227,0.22799997991776424,522
228,0.22899997982968426,529
229,0.22999997974160427,517
230,0.23099997965352428,503
231,0.2319999795654443,518
232,0.23299997947736434,510
233,0.23399997938928435,492
234,0.23499997930120436,522
235,0.23599997921312438,520
236,0.2369999791250444,532
237,0.2379999790369644,515
238,0.23899997894888445,508
239,0.23999997886080446,468
240,0.24099997877272447,467
241,0.24199997868464448,537
242,0.2429999785965645,554
243,0.24399997850848454,506
244,0.24499997842040455,552
245,0.24599997833232456,515
246,0.24699997824424458,490
247,0.2479999781561646,486
248,0.24899997806808463,540
249,0.24999997798000465,546
250,0.2509999778919247,533
251,0.2519999778038447,501
252,0.2529999777157647,508
253,0.2539999776276847,507
254,0.25499997753960474,502
255,0.25599997745152475,494
256,0.25699997736344476,516
257,0.2579999772753648,498
258,0.2589999771872848,539
259,0.2599999770992048,537
260,0.2609999770111248,499
261,0.2619999769230449,544
262,0.2629999768349649,494
263,0.2639999767468849,474
264,0.2649999766588049,504
265,0.26599997657072494,550
266,0.26699997648264495,549
267,0.26799997639456496,469
268,0.268999976306485,522
269,0.269999976218405,490
270,0.270999976130325,525
271,0.2719999760422451,493
272,0.2729999759541651,520
273,0.2739999758660851,534
274,0.2749999757780051,500
275,0.2759999756899251,502
276,0.27699997560184514,516
277,0.27799997551376515,541
278,0.27899997542568516,484
279,0.2799999753376052,516
280,0.2809999752495252,491
281,0.28199997516144526,512
282,0.2829999750733653,494
283,0.2839999749852853,504
284,0.2849999748972053,543
285,0.2859999748091253,563
286,0.2869999747210453,517
287,0.28799997463296534,498
288,0.28899997454488535,502
289,0.28999997445680537,519
290,0.2909999743687254,503
291,0.29199997428064545,530
292,0.29299997419256546,504
293,0.2939999741044855,515
294,0.2949999740164055,498
295,0.2959999739283255,476
296,0.2969999738402455,516
297,0.2979999737521655,535
298,0.29899997366408554,519
299,0.29999997357600555,524
300,0.30099997348792557,536
301,0.3019999733998456,496
302,0.30299997331176565,500
303,0.30399997322368566,496
304,0.3049999731356057,516
305,0.3059999730475257,549
306,0.3069999729594457,510
307,0.3079999728713657,550
308,0.3089999727832857,475
309,0.30999997269520574,478
310,0.31099997260712575,544
311,0.31199997251904577,525
312,0.31299997243096583,545
313,0.31399997234288585,523
314,0.31499997225480586,548
315,0.3159999721667259,515
316,0.3169999720786459,530
317,0.3179999719905659,507
318,0.3189999719024859,509
319,0.3199999718144059,527
320,0.32099997172632594,489
321,0.32199997163824595,505
322,0.322999971550166,511
323,0.32399997146208603,520
324,0.32499997137400605,550
325,0.32599997128592606,519
326,0.3269999711978461,547
327,0.3279999711097661,489
328,0.3289999710216861,560
329,0.3299999709336061,529
330,0.3309999708455261,480
331,0.33199997075744614,481
332,0.3329999706693662,546
333,0.3339999705812862,500
334,0.33499997049320623,547
335,0.33599997040512625,500
336,0.33699997031704626,507
337,0.3379999702289663,526
338,0.3389999701408863,513
339,0.3399999700528063,536
340,0.3409999699647263,534
341,0.3419999698766463,509
342,0.34299996978856634,530
343,0.3439999697004864,512
344,0.3449999696124064,492
345,0.34599996952432643,493
346,0.34699996943624645,500
347,0.34799996934816646,516
348,0.3489999692600865,523
349,0.3499999691720065,457
350,0.3509999690839265,542
351,0.3519999689958465,463
352,0.3529999689077665,489
353,0.3539999688196866,510
354,0.3549999687316066,530
355,0.3559999686435266,500
356,0.35699996855544663,526
357,0.35799996846736665,523
358,0.35899996837928666,518
359,0.3599999682912067,513
360,0.3609999682031267,513
361,0.3619999681150467,496
362,0.3629999680269667,494
363,0.3639999679388868,498
364,0.3649999678508068,528
365,0.3659999677627268,527
366,0.3669999676746468,553
367,0.36799996758656683,521
368,0.36899996749848685,515
369,0.36999996741040686,529
370,0.3709999673223269,509
371,0.3719999672342469,477
372,0.3729999671461669,525
373,0.37399996705808697,508
374,0.374999966970007,504
375,0.375999966881927,516
376,0.376999966793847,485
377,0.377999966705767,476
378,0.37899996661768703,488
379,0.37999996652960705,509
380,0.38099996644152706,562
381,0.3819999663534471,528
382,0.3829999662653671,529
383,0.38399996617728716,552
384,0.38499996608920717,482
385,0.3859999660011272,527
386,0.3869999659130472,518
387,0.3879999658249672,500
388,0.3889999657368872,546
389,0.38999996564880723,505
390,0.39099996556072725,471
391,0.39199996547264726,554
392,0.3929999653845673,509
393,0.3939999652964873,548
394,0.39499996520840736,537
395,0.39599996512032737,552
396,0.3969999650322474,497
397,0.3979999649441674,532
398,0.3989999648560874,519
399,0.3999999647680074,501
400,0.40099996467992743,517
401,0.40199996459184745,486
402,0.40299996450376746,471
403,0.4039999644156875,560
404,0.40499996432760754,529
405,0.40599996423952756,545
406,0.40699996415144757,518
407,0.4079999640633676,522
408,0.4089999639752876,479
409,0.4099999638872076,535
410,0.4109999637991276,481
411,0.41199996371104763,501
412,0.41299996362296765,509
413,0.41399996353488766,545
414,0.41499996344680773,516
415,0.41599996335872774,492
416,0.41699996327064776,510
417,0.41799996318256777,546
418,0.4189999630944878,510
419,0.4199999630064078,507
420,0.4209999629183278,534
421,0.4219999628302478,529
422,0.42299996274216783,549
423,0.42399996265408785,499
424,0.4249999625660079,557
425,0.42599996247792793,519
426,0.42699996238984794,510
427,0.42799996230176796,511
428,0.42899996221368797,520
429,0.429999962125608,503
430,0.430999962037528,529
431,0.431999961949448,528
432,0.432999961861368,515
433,0.43399996177328803,471
434,0.43499996168520805,556
435,0.4359999615971281,534
436,0.43699996150904813,522
437,0.43799996142096814,514
438,0.43899996133288816,503
439,0.43999996124480817,531
440,0.4409999611567282,515
441,0.4419999610686482,490
442,0.4429999609805682,524
443,0.4439999608924882,523
444,0.44499996080440823,521
445,0.4459999607163283,522
446,0.4469999606282483,525
447,0.44799996054016833,506
448,0.44899996045208834,531
449,0.44999996036400836,515
450,0.45099996027592837,488
451,0.4519999601878484,479
452,0.4529999600997684,524
453,0.4539999600116884,496
454,0.4549999599236084,492
455,0.4559999598355285,514
456,0.4569999597474485,506
457,0.4579999596593685,509
458,0.45899995957128853,525
459,0.45999995948320854,536
460,0.46099995939512856,498
461,0.46199995930704857,508
462,0.4629999592189686,511
463,0.4639999591308886,505
464,0.4649999590428086,472
465,0.4659999589547287,549
466,0.4669999588666487,482
467,0.4679999587785687,551
468,0.4689999586904887,559
469,0.46999995860240873,471
470,0.47099995851432874,538
471,0.47199995842624876,519
472,0.47299995833816877,472
473,0.4739999582500888,530
474,0.4749999581620088,525
475,0.4759999580739288,515
476,0.4769999579858489,535
477,0.4779999578977689,507
478,0.4789999578096889,487
479,0.4799999577216089,530
480,0.48099995763352893,515
481,0.48199995754544894,475
482,0.48299995745736896,543
483,0.48399995736928897,505
484,0.484999957281209,466
485,0.485999957193129,520
486,0.48699995710504906,486
487,0.4879999570169691,494
488,0.4889999569288891,494
489,0.4899999568408091,515
490,0.4909999567527291,543
491,0.49199995666464913,536
492,0.49299995657656914,567
493,0.49399995648848916,526
494,0.49499995640040917,521
495,0.4959999563123292,515
496,0.49699995622424925,543
497,0.49799995613616926,503
498,0.4989999560480893,512
499,0.4999999559600093,494
500,0.5009999558719292,507
501,0.5019999557838494,485
502,0.5029999556957694,479
503,0.5039999556076894,503
504,0.5049999555196094,491
505,0.5059999554315294,522
506,0.5069999553434494,512
507,0.5079999552553695,529
508,0.5089999551672895,530
509,0.5099999550792095,503
510,0.5109999549911295,517
511,0.5119999549030495,529
512,0.5129999548149695,507
513,0.5139999547268895,533
514,0.5149999546388095,509
515,0.5159999545507296,480
516,0.5169999544626496,514
517,0.5179999543745696,483
518,0.5189999542864896,524
519,0.5199999541984096,526
520,0.5209999541103296,517
521,0.5219999540222496,477
522,0.5229999539341698,527
523,0.5239999538460898,481
524,0.5249999537580098,507
525,0.5259999536699298,484
526,0.5269999535818498,519
527,0.5279999534937698,524
528,0.5289999534056898,559
529,0.5299999533176099,486
530,0.5309999532295299,523
531,0.5319999531414499,497
532,0.5329999530533699,548
533,0.5339999529652899,497
534,0.5349999528772099,477
535,0.5359999527891299,490
536,0.5369999527010499,494
537,0.53799995261297,539
538,0.53899995252489,479
539,0.53999995243681,509
540,0.54099995234873,522
541,0.54199995226065,546
542,0.5429999521725701,500
543,0.5439999520844901,556
544,0.5449999519964102,536
545,0.5459999519083302,488
546,0.5469999518202502,488
547,0.5479999517321702,490
548,0.5489999516440902,503
549,0.5499999515560102,503
550,0.5509999514679302,552
551,0.5519999513798503,490
552,0.5529999512917703,496
553,0.5539999512036903,514
554,0.5549999511156103,508
555,0.5559999510275303,542
556,0.5569999509394503,530
557,0.5579999508513703,505
558,0.5589999507632903,514
559,0.5599999506752104,530
560,0.5609999505871304,500
561,0.5619999504990504,544
562,0.5629999504109704,525
563,0.5639999503228905,525
564,0.5649999502348105,488
565,0.5659999501467305,492
566,0.5669999500586506,501
567,0.5679999499705706,490
568,0.5689999498824906,532
569,0.5699999497944106,535
570,0.5709999497063306,500
571,0.5719999496182506,533
572,0.5729999495301706,504
573,0.5739999494420907,509
574,0.5749999493540107,490
575,0.5759999492659307,519
576,0.5769999491778507,518
577,0.5779999490897707,517
578,0.5789999490016907,540
579,0.5799999489136107,485
580,0.5809999488255307,517
581,0.5819999487374508,498
582,0.5829999486493708,507
583,0.5839999485612909,515
584,0.5849999484732109,513
585,0.5859999483851309,506
586,0.5869999482970509,564
587,0.587999948208971,535
588,0.588999948120891,532
589,0.589999948032811,508
590,0.590999947944731,535
591,0.591999947856651,508
592,0.592999947768571,518
593,0.593999947680491,578
594,0.594999947592411,521
595,0.595999947504331,500
596,0.5969999474162511,514
597,0.5979999473281711,522
598,0.5989999472400911,502
599,0.5999999471520111,531
600,0.6009999470639311,504
601,0.6019999469758511,504
602,0.6029999468877711,500
603,0.6039999467996912,501
604,0.6049999467116113,498
605,0.6059999466235313,494
606,0.6069999465354513,495
607,0.6079999464473713,540
608,0.6089999463592913,496
609,0.6099999462712113,531
610,0.6109999461831314,498
611,0.6119999460950514,492
612,0.6129999460069714,527
613,0.6139999459188914,516
614,0.6149999458308114,521
615,0.6159999457427314,481
616,0.6169999456546514,519
617,0.6179999455665715,535
618,0.6189999454784915,517
619,0.6199999453904115,506
620,0.6209999453023315,508
621,0.6219999452142515,526
622,0.6229999451261715,523
623,0.6239999450380915,480
624,0.6249999449500117,532
625,0.6259999448619317,518
626,0.6269999447738517,511
627,0.6279999446857717,518
628,0.6289999445976917,498
629,0.6299999445096117,499
630,0.6309999444215317,508
631,0.6319999443334517,504
632,0.6329999442453718,521
633,0.6339999441572918,479
634,0.6349999440692118,526
635,0.6359999439811318,520
636,0.6369999438930518,494
637,0.6379999438049718,466
638,0.6389999437168918,455
639,0.6399999436288119,561
640,0.6409999435407319,512
641,0.6419999434526519,522
642,0.6429999433645719,554
643,0.6439999432764919,523
644,0.6449999431884119,516
645,0.645999943100332,515
646,0.646999943012252,541
647,0.6479999429241721,520
648,0.6489999428360921,516
649,0.6499999427480121,516
650,0.6509999426599321,553
651,0.6519999425718521,544
652,0.6529999424837721,504
653,0.6539999423956921,484
654,0.6549999423076122,522
655,0.6559999422195322,516
656,0.6569999421314522,519
657,0.6579999420433722,515
658,0.6589999419552922,544
659,0.6599999418672122,513
660,0.6609999417791322,521
661,0.6619999416910523,536
662,0.6629999416029723,505
663,0.6639999415148923,480
664,0.6649999414268123,516
665,0.6659999413387324,522
666,0.6669999412506524,518
667,0.6679999411625724,509
668,0.6689999410744925,557
669,0.6699999409864125,541
670,0.6709999408983325,557
671,0.6719999408102525,543
672,0.6729999407221725,498
673,0.6739999406340925,550
674,0.6749999405460125,509
675,0.6759999404579325,521
676,0.6769999403698526,516
677,0.6779999402817726,490
678,0.6789999401936926,533
679,0.6799999401056126,523
680,0.6809999400175326,523
681,0.6819999399294526,528
682,0.6829999398413726,487
683,0.6839999397532927,492
684,0.6849999396652127,538
685,0.6859999395771327,529
686,0.6869999394890528,529
687,0.6879999394009728,508
688,0.6889999393128928,476
689,0.6899999392248128,530
690,0.6909999391367329,523
691,0.6919999390486529,516
692,0.6929999389605729,520
693,0.6939999388724929,503
694,0.6949999387844129,513
695,0.6959999386963329,525
696,0.6969999386082529,497
697,0.697999938520173,490
698,0.698999938432093,490
699,0.699999938344013,517
700,0.700999938255933,524
701,0.701999938167853,502
702,0.702999938079773,496
703,0.703999937991693,538
704,0.704999937903613,518
705,0.705999937815533,519
706,0.7069999377274532,497
707,0.7079999376393732,508
708,0.7089999375512932,458
709,0.7099999374632132,482
710,0.7109999373751332,539
711,0.7119999372870532,529
712,0.7129999371989733,489
713,0.7139999371108933,519
714,0.7149999370228133,513
715,0.7159999369347333,518
716,0.7169999368466533,524
717,0.7179999367585733,502
718,0.7189999366704933,474
719,0.7199999365824133,499
720,0.7209999364943334,496
721,0.7219999364062534,547
722,0.7229999363181734,522
723,0.7239999362300934,475
724,0.7249999361420134,500
725,0.7259999360539334,479
726,0.7269999359658534,460
727,0.7279999358777736,483
728,0.7289999357896936,556
729,0.7299999357016136,539
730,0.7309999356135336,513
731,0.7319999355254536,491
732,0.7329999354373736,470
733,0.7339999353492936,573
734,0.7349999352612137,496
735,0.7359999351731337,499
736,0.7369999350850537,513
737,0.7379999349969737,494
738,0.7389999349088937,541
739,0.7399999348208137,488
740,0.7409999347327337,532
741,0.7419999346446537,490
742,0.7429999345565738,513
743,0.7439999344684938,509
744,0.7449999343804138,534
745,0.7459999342923338,512
746,0.7469999342042538,487
747,0.7479999341161739,514
748,0.748999934028094,502
749,0.749999933940014,518
750,0.750999933851934,532
751,0.751999933763854,496
752,0.752999933675774,480
753,0.753999933587694,482
754,0.754999933499614,547
755,0.755999933411534,524
756,0.756999933323454,512
757,0.7579999332353741,482
758,0.7589999331472941,486
759,0.7599999330592141,475
760,0.7609999329711341,527
761,0.7619999328830541,537
762,0.7629999327949741,536
763,0.7639999327068941,504
764,0.7649999326188142,525
765,0.7659999325307342,540
766,0.7669999324426542,528
767,0.7679999323545743,515
768,0.7689999322664943,512
769,0.7699999321784143,539
770,0.7709999320903344,479
771,0.7719999320022544,555
772,0.7729999319141744,475
773,0.7739999318260944,497
774,0.7749999317380144,486
775,0.7759999316499344,526
776,0.7769999315618544,515
777,0.7779999314737744,504
778,0.7789999313856945,478
779,0.7799999312976145,503
780,0.7809999312095345,478
781,0.7819999311214545,495
782,0.7829999310333745,479
783,0.7839999309452945,564
784,0.7849999308572145,498
785,0.7859999307691345,509
786,0.7869999306810546,514
787,0.7879999305929746,511
788,0.7889999305048947,495
789,0.7899999304168147,519
790,0.7909999303287347,532
791,0.7919999302406547,457
792,0.7929999301525748,535
793,0.7939999300644948,507
794,0.7949999299764148,542
795,0.7959999298883348,526
796,0.7969999298002548,534
797,0.7979999297121748,506
798,0.7989999296240948,536
799,0.7999999295360148,567
800,0.8009999294479349,488
801,0.8019999293598549,530
802,0.8029999292717749,475
803,0.8039999291836949,497
804,0.8049999290956149,504
805,0.8059999290075349,500
806,0.8069999289194549,479
807,0.807999928831375,490
808,0.8089999287432951,482
809,0.8099999286552151,506
810,0.8109999285671351,521
811,0.8119999284790551,506
812,0.8129999283909751,522
813,0.8139999283028951,524
814,0.8149999282148152,543
815,0.8159999281267352,536
816,0.8169999280386552,491
817,0.8179999279505752,507
818,0.8189999278624952,500
819,0.8199999277744152,496
820,0.8209999276863352,547
821,0.8219999275982552,511
822,0.8229999275101753,517
823,0.8239999274220953,509
824,0.8249999273340153,501
825,0.8259999272459353,495
826,0.8269999271578553,508
827,0.8279999270697753,549
828,0.8289999269816953,510
829,0.8299999268936155,483
830,0.8309999268055355,474
831,0.8319999267174555,492
832,0.8329999266293755,504
833,0.8339999265412955,551
834,0.8349999264532155,526
835,0.8359999263651355,531
836,0.8369999262770556,503
837,0.8379999261889756,522
838,0.8389999261008956,443
839,0.8399999260128156,531
840,0.8409999259247356,487
841,0.8419999258366556,535
842,0.8429999257485756,477
843,0.8439999256604956,504
844,0.8449999255724157,517
845,0.8459999254843357,528
846,0.8469999253962557,486
847,0.8479999253081757,507
848,0.8489999252200957,532
849,0.8499999251320158,525
850,0.8509999250439358,539
851,0.8519999249558559,492
852,0.8529999248677759,525
853,0.8539999247796959,508
854,0.8549999246916159,502
855,0.8559999246035359,524
856,0.8569999245154559,518
857,0.8579999244273759,525
858,0.858999924339296,513
859,0.859999924251216,522
860,0.860999924163136,452
861,0.861999924075056,529
862,0.862999923986976,473
863,0.863999923898896,526
864,0.864999923810816,520
865,0.865999923722736,486
866,0.8669999236346561,474
867,0.8679999235465761,491
868,0.8689999234584961,510
869,0.8699999233704161,550
870,0.8709999232823362,489
871,0.8719999231942562,539
872,0.8729999231061762,527
873,0.8739999230180963,523
874,0.8749999229300163,542
875,0.8759999228419363,489
876,0.8769999227538563,511
877,0.8779999226657763,478
878,0.8789999225776963,513
879,0.8799999224896163,506
880,0.8809999224015364,506
881,0.8819999223134564,523
882,0.8829999222253764,501
883,0.8839999221372964,481
884,0.8849999220492164,523
885,0.8859999219611364,466
886,0.8869999218730564,535
887,0.8879999217849764,508
888,0.8889999216968965,527
889,0.8899999216088165,533
890,0.8909999215207366,490
891,0.8919999214326566,531
892,0.8929999213445766,516
893,0.8939999212564966,488
894,0.8949999211684166,516
895,0.8959999210803367,504
896,0.8969999209922567,503
897,0.8979999209041767,500
898,0.8989999208160967,531
899,0.8999999207280167,538
900,0.9009999206399367,525
901,0.9019999205518567,504
902,0.9029999204637768,488
903,0.9039999203756968,536
904,0.9049999202876168,511
905,0.9059999201995368,534
906,0.9069999201114568,505
907,0.9079999200233768,511
908,0.9089999199352968,521
909,0.9099999198472168,504
910,0.9109999197591369,536
911,0.911999919671057,525
912,0.912999919582977,533
913,0.913999919494897,486
914,0.914999919406817,512
915,0.915999919318737,520
916,0.916999919230657,515
917,0.9179999191425771,512
918,0.9189999190544971,498
919,0.9199999189664171,511
920,0.9209999188783371,512
921,0.9219999187902571,507
922,0.9229999187021771,535
923,0.9239999186140971,504
924,0.9249999185260172,489
925,0.9259999184379372,516
926,0.9269999183498572,523
927,0.9279999182617772,504
928,0.9289999181736972,520
929,0.9299999180856172,499
930,0.9309999179975372,535
931,0.9319999179094574,523
932,0.9329999178213774,508
933,0.9339999177332974,502
934,0.9349999176452174,490
935,0.9359999175571374,512
936,0.9369999174690574,528
937,0.9379999173809774,493
938,0.9389999172928974,524
939,0.9399999172048175,469
940,0.9409999171167375,496
941,0.9419999170286575,516
942,0.9429999169405775,503
943,0.9439999168524975,507
944,0.9449999167644175,487
945,0.9459999166763375,478
946,0.9469999165882576,518
947,0.9479999165001776,466
948,0.9489999164120976,540
949,0.9499999163240176,520
950,0.9509999162359376,520
951,0.9519999161478576,505
952,0.9529999160597777,499
953,0.9539999159716978,562
954,0.9549999158836178,510
955,0.9559999157955378,504
956,0.9569999157074578,523
957,0.9579999156193778,489
958,0.9589999155312978,561
959,0.9599999154432178,528
960,0.9609999153551378,460
961,0.9619999152670579,499
962,0.9629999151789779,519
963,0.9639999150908979,473
964,0.9649999150028179,522
965,0.9659999149147379,532
966,0.9669999148266579,508
967,0.9679999147385779,481
968,0.968999914650498,496
969,0.969999914562418,535
970,0.970999914474338,521
971,0.971999914386258,530
972,0.9729999142981781,512
973,0.9739999142100981,528
974,0.9749999141220181,482
975,0.9759999140339382,537
976,0.9769999139458582,516
977,0.9779999138577782,470
978,0.9789999137696982,508
979,0.9799999136816182,526
980,0.9809999135935382,550
981,0.9819999135054582,516
982,0.9829999134173782,521
983,0.9839999133292983,531
984,0.9849999132412183,502
985,0.9859999131531383,501
986,0.9869999130650583,514
987,0.9879999129769783,545
988,0.9889999128888983,543
989,0.9899999128008183,495
990,0.9909999127127384,488
991,0.9919999126246584,525
992,0.9929999125365784,498
993,0.9939999124484985,518
994,0.9949999123604185,511
995,0.9959999122723385,504
996,0.9969999121842585,529
997,0.9979999120961786,511
998,0.9989999120080986,494
999,0.9999999119200186,502
