# r[Å] g(r)
3.130000000000000426e+01 1.458085924588259141e+00
3.150000000000000000e+01 1.457583888501865266e+00
3.170000000000000284e+01 1.454700197496866521e+00
3.189999999999999858e+01 1.449361388775132431e+00
3.210000000000000142e+01 1.447803704202417663e+00
3.229999999999999716e+01 1.444577698030792723e+00
3.250000000000000000e+01 1.443531735625616763e+00
3.270000000000000284e+01 1.440079247300697141e+00
3.290000000000000568e+01 1.438200236540939425e+00
3.310000000000000142e+01 1.432660132152610677e+00
3.329999999999999716e+01 1.431392241781238583e+00
3.350000000000000000e+01 1.428067601114331397e+00
3.370000000000000284e+01 1.426862550587696843e+00
3.390000000000000568e+01 1.424239387734479001e+00
3.410000000000000142e+01 1.418919266819573144e+00
3.429999999999999716e+01 1.417077024282018094e+00
3.450000000000000000e+01 1.414434875012798187e+00
3.470000000000000284e+01 1.412110860720057648e+00
3.490000000000000568e+01 1.407099415261978459e+00
3.510000000000000142e+01 1.402840639864489480e+00
3.529999999999999716e+01 1.399498389824685995e+00
3.550000000000000000e+01 1.396950003308833121e+00
3.570000000000000284e+01 1.393575282790068703e+00
3.590000000000000568e+01 1.389064424742409321e+00
3.610000000000000142e+01 1.386841370489871217e+00
3.629999999999999716e+01 1.382158154615658940e+00
3.650000000000000000e+01 1.378727561723289918e+00
3.670000000000000284e+01 1.374922884808696510e+00
3.690000000000000568e+01 1.370822171400304823e+00
3.710000000000000142e+01 1.365819013197753451e+00
3.729999999999999716e+01 1.362355054608400451e+00
3.750000000000000000e+01 1.357507511907061648e+00
3.770000000000000284e+01 1.352164811817558210e+00
3.790000000000000568e+01 1.348719240496702332e+00
3.810000000000000142e+01 1.342643934847348675e+00
3.830000000000000426e+01 1.336836005160404905e+00
3.850000000000000000e+01 1.333672080932617909e+00
3.870000000000000284e+01 1.327329858286838915e+00
3.890000000000000568e+01 1.322707285728039972e+00
3.910000000000000142e+01 1.316346877713975738e+00
3.930000000000000426e+01 1.311264975531664323e+00
3.950000000000000000e+01 1.304534819451322658e+00
3.970000000000000284e+01 1.298359974589525345e+00
3.990000000000000568e+01 1.291351568102498737e+00
