# r[Å] g(r)
1.000000000000000056e-01 0.000000000000000000e+00
3.000000000000000444e-01 0.000000000000000000e+00
5.000000000000000000e-01 0.000000000000000000e+00
7.000000000000000666e-01 0.000000000000000000e+00
9.000000000000000222e-01 0.000000000000000000e+00
1.100000000000000089e+00 0.000000000000000000e+00
1.300000000000000266e+00 0.000000000000000000e+00
1.500000000000000000e+00 2.841684220412377723e-03
1.700000000000000178e+00 8.581944547063108386e-02
1.899999999999999911e+00 1.734708986851081214e-01
2.100000000000000089e+00 1.497641034873995747e-01
2.300000000000000266e+00 1.278232986903040935e-01
2.500000000000000000e+00 2.632755463965385512e-01
2.700000000000000178e+00 5.892093408141654276e-01
2.900000000000000355e+00 7.298805123398653949e-01
3.100000000000000089e+00 7.485273879931233498e-01
3.300000000000000266e+00 8.525926074311813707e-01
3.500000000000000000e+00 9.771535404375611966e-01
3.700000000000000178e+00 1.011044067770826116e+00
3.900000000000000355e+00 1.001316373795809733e+00
4.099999999999999645e+00 1.002043608719067613e+00
4.300000000000000711e+00 1.016542813775261456e+00
4.500000000000000000e+00 1.092046296089033142e+00
4.700000000000001066e+00 1.149617995197526721e+00
4.900000000000000355e+00 1.176153445993774804e+00
5.099999999999999645e+00 1.218949986597885227e+00
5.300000000000000711e+00 1.250236608639851976e+00
5.500000000000000000e+00 1.267600312266373930e+00
5.700000000000001066e+00 1.275156463163372722e+00
5.900000000000000355e+00 1.297737529739799944e+00
6.099999999999999645e+00 1.295966498062435690e+00
6.300000000000000711e+00 1.305961407030661325e+00
6.500000000000000000e+00 1.336067140509212825e+00
6.700000000000001066e+00 1.356105105849022330e+00
6.900000000000000355e+00 1.375837591768015233e+00
7.099999999999999645e+00 1.407371229291455972e+00
7.300000000000000711e+00 1.428785523278987890e+00
7.500000000000000000e+00 1.448512216081236037e+00
7.700000000000001066e+00 1.453417071359022428e+00
7.900000000000000355e+00 1.462472524345135305e+00
8.100000000000001421e+00 1.456868922311681969e+00
8.300000000000000711e+00 1.464486402952621003e+00
8.500000000000000000e+00 1.468620406102510323e+00
8.699999999999999289e+00 1.471394812078749892e+00
8.900000000000000355e+00 1.487061712468637609e+00
9.100000000000001421e+00 1.494085823262559565e+00
9.300000000000000711e+00 1.499877124884227308e+00
9.500000000000000000e+00 1.502954987555237487e+00
9.700000000000001066e+00 1.508786136287226798e+00
9.900000000000000355e+00 1.510390749167362712e+00
1.010000000000000142e+01 1.513448149829105471e+00
1.030000000000000071e+01 1.514427339135518968e+00
1.050000000000000000e+01 1.515718684129298666e+00
1.070000000000000107e+01 1.511761113470651230e+00
1.090000000000000036e+01 1.514508060045794968e+00
1.110000000000000142e+01 1.528076302838379030e+00
1.130000000000000071e+01 1.530416560948795635e+00
1.150000000000000000e+01 1.533414104312985415e+00
1.170000000000000107e+01 1.533463840838017012e+00
1.190000000000000036e+01 1.530820274947068294e+00
1.210000000000000142e+01 1.536453362515588950e+00
1.230000000000000071e+01 1.541125216402667197e+00
1.250000000000000000e+01 1.543033642571464137e+00
1.270000000000000107e+01 1.541491184959272731e+00
1.290000000000000036e+01 1.542923069277292170e+00
1.310000000000000142e+01 1.546795748111247093e+00
1.330000000000000071e+01 1.544390128554984587e+00
1.350000000000000000e+01 1.549836223824329950e+00
1.370000000000000107e+01 1.547288142214317430e+00
1.390000000000000036e+01 1.552915811525372725e+00
1.410000000000000142e+01 1.555259857452852224e+00
1.430000000000000071e+01 1.555182236094361015e+00
1.450000000000000000e+01 1.556506827204285459e+00
1.470000000000000107e+01 1.557645019649696039e+00
1.490000000000000036e+01 1.554828813485250594e+00
1.510000000000000142e+01 1.557708285985506924e+00
1.530000000000000071e+01 1.560514685133854274e+00
1.550000000000000000e+01 1.558767275581157685e+00
1.570000000000000107e+01 1.557101212720328087e+00
1.590000000000000036e+01 1.557833790106009086e+00
1.610000000000000142e+01 1.560986503764282274e+00
1.630000000000000071e+01 1.562426507534318221e+00
1.650000000000000000e+01 1.561530042379491112e+00
1.670000000000000284e+01 1.562539345100672827e+00
1.689999999999999858e+01 1.562700079008122245e+00
1.710000000000000142e+01 1.561674018709604761e+00
1.730000000000000071e+01 1.564649057911274399e+00
1.750000000000000000e+01 1.562662292759353866e+00
1.770000000000000284e+01 1.567184943942006026e+00
1.789999999999999858e+01 1.566264671814350473e+00
1.810000000000000142e+01 1.566489763606609742e+00
1.830000000000000071e+01 1.563229178770100702e+00
1.850000000000000000e+01 1.564945886217560700e+00
1.870000000000000284e+01 1.565363163291502824e+00
1.889999999999999858e+01 1.566854407326819132e+00
1.910000000000000142e+01 1.564570235011686794e+00
1.930000000000000426e+01 1.565319442191711152e+00
1.950000000000000000e+01 1.564881902076510567e+00
1.970000000000000284e+01 1.561779973600011528e+00
1.989999999999999858e+01 1.564285382971049465e+00
2.010000000000000142e+01 1.565889234134997032e+00
2.030000000000000426e+01 1.563782311134989333e+00
2.050000000000000000e+01 1.562542619577028891e+00
2.070000000000000284e+01 1.558674302622754970e+00
2.089999999999999858e+01 1.558993218389219004e+00
2.110000000000000142e+01 1.559505830565461659e+00
2.130000000000000426e+01 1.559464063940921186e+00
2.150000000000000000e+01 1.556825225997928275e+00
2.170000000000000284e+01 1.557275790311951180e+00
2.189999999999999858e+01 1.552305750394129547e+00
2.210000000000000142e+01 1.553171034847165677e+00
2.230000000000000426e+01 1.554076171350634361e+00
2.250000000000000000e+01 1.552612639316570675e+00
2.270000000000000284e+01 1.552437931868288157e+00
2.289999999999999858e+01 1.549536112897578199e+00
2.310000000000000142e+01 1.545502959302491819e+00
2.330000000000000426e+01 1.549557006275123605e+00
2.350000000000000000e+01 1.546850711937109990e+00
2.370000000000000284e+01 1.543680287583585109e+00
2.389999999999999858e+01 1.541243382306245246e+00
2.410000000000000142e+01 1.540728669935448547e+00
2.430000000000000426e+01 1.539438863584589923e+00
2.450000000000000000e+01 1.538080480536357930e+00
2.470000000000000284e+01 1.536696996167805196e+00
2.489999999999999858e+01 1.532865445580478880e+00
2.510000000000000142e+01 1.529846896792581346e+00
2.530000000000000426e+01 1.529118261525286515e+00
2.550000000000000000e+01 1.528437539054095851e+00
2.570000000000000284e+01 1.526422891659460213e+00
2.589999999999999858e+01 1.525368718386182154e+00
2.610000000000000142e+01 1.520717751011239738e+00
2.630000000000000426e+01 1.518244838193568480e+00
2.650000000000000000e+01 1.517533164294038395e+00
2.670000000000000284e+01 1.515157381711355278e+00
2.689999999999999858e+01 1.511801283990079181e+00
2.710000000000000142e+01 1.509654709189868882e+00
2.730000000000000426e+01 1.505600475433554131e+00
2.750000000000000000e+01 1.506980378187438685e+00
2.770000000000000284e+01 1.503046095961676043e+00
2.789999999999999858e+01 1.502885312816013119e+00
2.810000000000000142e+01 1.497471514054601105e+00
2.830000000000000426e+01 1.495838245452826065e+00
2.850000000000000000e+01 1.491688246788045458e+00
2.870000000000000284e+01 1.490184172061037149e+00
2.889999999999999858e+01 1.488508857242625050e+00
2.910000000000000142e+01 1.483586314246399196e+00
2.930000000000000426e+01 1.481006017668219821e+00
2.950000000000000000e+01 1.479671239659950732e+00
2.970000000000000284e+01 1.473423536591033756e+00
2.989999999999999858e+01 1.474142415826925401e+00
3.010000000000000142e+01 1.471542763155996081e+00
3.030000000000000426e+01 1.466248249625733635e+00
3.050000000000000000e+01 1.466274197466054696e+00
3.070000000000000284e+01 1.460973860745672814e+00
3.089999999999999858e+01 1.457303669305855420e+00
3.110000000000000142e+01 1.453188928445750872e+00
