# r[Å] g(r)
3.130000000000000426e+01 1.451558218558723912e+00
3.150000000000000000e+01 1.445915144861017021e+00
3.170000000000000284e+01 1.441577846485028847e+00
3.189999999999999858e+01 1.440826887897413089e+00
3.210000000000000142e+01 1.437078530830691259e+00
3.229999999999999716e+01 1.433820294127183814e+00
3.250000000000000000e+01 1.431526703535061174e+00
3.270000000000000284e+01 1.425763785871862366e+00
3.290000000000000568e+01 1.422719196440751954e+00
3.310000000000000142e+01 1.419298390467004012e+00
3.329999999999999716e+01 1.414252861265467898e+00
3.350000000000000000e+01 1.412311179266748429e+00
3.370000000000000284e+01 1.406367214831746093e+00
3.390000000000000568e+01 1.401527160737856548e+00
3.410000000000000142e+01 1.398751446579378666e+00
3.429999999999999716e+01 1.394008601105126255e+00
3.450000000000000000e+01 1.390736922306010648e+00
3.470000000000000284e+01 1.387096853545864317e+00
3.490000000000000568e+01 1.381387259386921418e+00
3.510000000000000142e+01 1.376328917398204510e+00
3.529999999999999716e+01 1.370096036237606230e+00
3.550000000000000000e+01 1.369244054206334882e+00
3.570000000000000284e+01 1.364277309336509036e+00
3.590000000000000568e+01 1.357413747664734105e+00
3.610000000000000142e+01 1.353247899635792395e+00
3.629999999999999716e+01 1.348107428087649273e+00
3.650000000000000000e+01 1.343458929304736094e+00
3.670000000000000284e+01 1.336899135349793433e+00
3.690000000000000568e+01 1.334972221350665622e+00
3.710000000000000142e+01 1.329244430918389508e+00
3.729999999999999716e+01 1.323752117748697277e+00
3.750000000000000000e+01 1.317264886165411264e+00
3.770000000000000284e+01 1.313707271269648258e+00
3.790000000000000568e+01 1.307344252579891286e+00
3.810000000000000142e+01 1.300708313905864166e+00
3.830000000000000426e+01 1.293768768267636426e+00
3.850000000000000000e+01 1.290119767956784846e+00
3.870000000000000284e+01 1.284778606648741661e+00
3.890000000000000568e+01 1.277975184708417311e+00
3.910000000000000142e+01 1.273048571557646724e+00
3.930000000000000426e+01 1.267353800450027768e+00
3.950000000000000000e+01 1.260896210570156439e+00
3.970000000000000284e+01 1.255003808882447114e+00
3.990000000000000568e+01 1.248524589154964781e+00
