# r[Å] g(r)
1.000000000000000056e-01 0.000000000000000000e+00
3.000000000000000444e-01 0.000000000000000000e+00
5.000000000000000000e-01 0.000000000000000000e+00
7.000000000000000666e-01 0.000000000000000000e+00
9.000000000000000222e-01 0.000000000000000000e+00
1.100000000000000089e+00 0.000000000000000000e+00
1.300000000000000266e+00 0.000000000000000000e+00
1.500000000000000000e+00 0.000000000000000000e+00
1.700000000000000178e+00 8.434163821570728192e-02
1.899999999999999911e+00 1.827201030340739052e-01
2.100000000000000089e+00 1.465357311351138947e-01
2.300000000000000266e+00 1.340023139018589327e-01
2.500000000000000000e+00 2.673638372574859701e-01
2.700000000000000178e+00 5.888999204251371689e-01
2.900000000000000355e+00 7.399226807468100020e-01
3.100000000000000089e+00 7.470259384819775139e-01
3.300000000000000266e+00 8.586422463037743924e-01
3.500000000000000000e+00 9.777644026143731404e-01
3.700000000000000178e+00 1.010391808711853079e+00
3.900000000000000355e+00 9.962372334719928890e-01
4.099999999999999645e+00 1.001168783532548012e+00
4.300000000000000711e+00 1.029209235359374919e+00
4.500000000000000000e+00 1.082319956294942376e+00
4.700000000000001066e+00 1.141888946399297611e+00
4.900000000000000355e+00 1.165068930152512117e+00
5.099999999999999645e+00 1.207018223000115631e+00
5.300000000000000711e+00 1.238070515984369457e+00
5.500000000000000000e+00 1.278358308124419862e+00
5.700000000000001066e+00 1.286527642104578817e+00
5.900000000000000355e+00 1.291487968712242251e+00
6.099999999999999645e+00 1.288913208798125654e+00
6.300000000000000711e+00 1.314294615650174691e+00
6.500000000000000000e+00 1.335406103345031070e+00
6.700000000000001066e+00 1.350662452478724740e+00
6.900000000000000355e+00 1.375813363318165283e+00
7.099999999999999645e+00 1.400317296478873486e+00
7.300000000000000711e+00 1.434551991195806453e+00
7.500000000000000000e+00 1.443892650471225503e+00
7.700000000000001066e+00 1.450135995714253001e+00
7.900000000000000355e+00 1.458452615422179299e+00
8.100000000000001421e+00 1.463279101201012899e+00
8.300000000000000711e+00 1.467625387752545141e+00
8.500000000000000000e+00 1.468460433970860235e+00
8.699999999999999289e+00 1.475516745849848155e+00
8.900000000000000355e+00 1.484082429880560161e+00
9.100000000000001421e+00 1.492995178129701950e+00
9.300000000000000711e+00 1.497268058138910174e+00
9.500000000000000000e+00 1.504622775635456655e+00
9.700000000000001066e+00 1.507813159662369840e+00
9.900000000000000355e+00 1.507088573482548099e+00
1.010000000000000142e+01 1.507749049538763320e+00
1.030000000000000071e+01 1.511453736156774585e+00
1.050000000000000000e+01 1.509719508035540558e+00
1.070000000000000107e+01 1.515334578716620140e+00
1.090000000000000036e+01 1.520973888437862298e+00
1.110000000000000142e+01 1.522466509295561377e+00
1.130000000000000071e+01 1.523336087145060302e+00
1.150000000000000000e+01 1.530164281188375774e+00
1.170000000000000107e+01 1.527583798620627098e+00
1.190000000000000036e+01 1.529385067444708257e+00
1.210000000000000142e+01 1.528702910354839517e+00
1.230000000000000071e+01 1.538358606196212675e+00
1.250000000000000000e+01 1.535176413896460978e+00
1.270000000000000107e+01 1.537962664866439289e+00
1.290000000000000036e+01 1.539942066759113937e+00
1.310000000000000142e+01 1.539886470656614881e+00
1.330000000000000071e+01 1.546216358233878152e+00
1.350000000000000000e+01 1.546349079695070516e+00
1.370000000000000107e+01 1.542934281406176389e+00
1.390000000000000036e+01 1.545175767309123760e+00
1.410000000000000142e+01 1.549103502502177099e+00
1.430000000000000071e+01 1.548200628845652016e+00
1.450000000000000000e+01 1.546622449335856242e+00
1.470000000000000107e+01 1.542686361019599550e+00
1.490000000000000036e+01 1.547930009996286937e+00
1.510000000000000142e+01 1.543207927298702264e+00
1.530000000000000071e+01 1.547085679625136878e+00
1.550000000000000000e+01 1.550153001984921231e+00
1.570000000000000107e+01 1.547128015342072782e+00
1.590000000000000036e+01 1.543423229683180908e+00
1.610000000000000142e+01 1.542923348377875925e+00
1.630000000000000071e+01 1.542510638617933250e+00
1.650000000000000000e+01 1.542782889749011677e+00
1.670000000000000284e+01 1.543416026888374759e+00
1.689999999999999858e+01 1.545291059990545612e+00
1.710000000000000142e+01 1.545848861025476362e+00
1.730000000000000071e+01 1.541460965410638595e+00
1.750000000000000000e+01 1.545399078839368556e+00
1.770000000000000284e+01 1.542762370037364272e+00
1.789999999999999858e+01 1.541504546228358308e+00
1.810000000000000142e+01 1.544670281936364908e+00
1.830000000000000071e+01 1.537254032262767467e+00
1.850000000000000000e+01 1.534169343799340002e+00
1.870000000000000284e+01 1.539895406455967786e+00
1.889999999999999858e+01 1.535293514902464684e+00
1.910000000000000142e+01 1.532844945221367494e+00
1.930000000000000426e+01 1.532833936804922859e+00
1.950000000000000000e+01 1.533632842356924986e+00
1.970000000000000284e+01 1.532580272561184564e+00
1.989999999999999858e+01 1.529366437976193982e+00
2.010000000000000142e+01 1.525861945827149624e+00
2.030000000000000426e+01 1.523556689301103662e+00
2.050000000000000000e+01 1.523532303039669022e+00
2.070000000000000284e+01 1.524746955899946466e+00
2.089999999999999858e+01 1.519709343395967638e+00
2.110000000000000142e+01 1.517149445844381050e+00
2.130000000000000426e+01 1.515380107464310511e+00
2.150000000000000000e+01 1.512145515440482368e+00
2.170000000000000284e+01 1.510931190011741920e+00
2.189999999999999858e+01 1.511589988360592551e+00
2.210000000000000142e+01 1.507461909819918011e+00
2.230000000000000426e+01 1.505311101443630672e+00
2.250000000000000000e+01 1.501566179408182267e+00
2.270000000000000284e+01 1.501968674666342318e+00
2.289999999999999858e+01 1.500474329614494229e+00
2.310000000000000142e+01 1.494645184303694974e+00
2.330000000000000426e+01 1.496271837632879853e+00
2.350000000000000000e+01 1.491086271616544501e+00
2.370000000000000284e+01 1.489015786890406590e+00
2.389999999999999858e+01 1.487511691489150634e+00
2.410000000000000142e+01 1.484047907424370871e+00
2.430000000000000426e+01 1.482873319797501033e+00
2.450000000000000000e+01 1.478743123165666695e+00
2.470000000000000284e+01 1.476753379666996713e+00
2.489999999999999858e+01 1.471222750330591689e+00
2.510000000000000142e+01 1.470522469492272721e+00
2.530000000000000426e+01 1.464493080764607047e+00
2.550000000000000000e+01 1.466620173672323668e+00
2.570000000000000284e+01 1.459104680859306225e+00
2.589999999999999858e+01 1.457766147865694695e+00
2.610000000000000142e+01 1.455879375165300083e+00
2.630000000000000426e+01 1.452594435768638670e+00
2.650000000000000000e+01 1.447864620519557333e+00
2.670000000000000284e+01 1.445702740859125868e+00
2.689999999999999858e+01 1.439551391540372149e+00
2.710000000000000142e+01 1.439561396692454975e+00
2.730000000000000426e+01 1.436081233008963398e+00
2.750000000000000000e+01 1.435171557900162709e+00
2.770000000000000284e+01 1.429965819649176240e+00
2.789999999999999858e+01 1.425403844197132397e+00
2.810000000000000142e+01 1.422649159603923907e+00
2.830000000000000426e+01 1.420590983284879094e+00
2.850000000000000000e+01 1.416967358713678404e+00
2.870000000000000284e+01 1.413848841918918131e+00
2.889999999999999858e+01 1.409675478906105450e+00
2.910000000000000142e+01 1.405393827644866755e+00
2.930000000000000426e+01 1.402977692111482044e+00
2.950000000000000000e+01 1.398927198300116137e+00
2.970000000000000284e+01 1.395534089938124334e+00
2.989999999999999858e+01 1.392835231543112284e+00
3.010000000000000142e+01 1.388820377175191911e+00
3.030000000000000426e+01 1.385962268890891025e+00
3.050000000000000000e+01 1.381224701775132235e+00
3.070000000000000284e+01 1.377538784432614349e+00
3.089999999999999858e+01 1.375493137834014279e+00
3.110000000000000142e+01 1.372106847690483633e+00
