# r[Å] g(r)
3.130000000000000426e+01 1.367638616214483127e+00
3.150000000000000000e+01 1.364767502587969528e+00
3.170000000000000284e+01 1.359831350912001469e+00
3.189999999999999858e+01 1.356381599311262232e+00
3.210000000000000142e+01 1.353391844823823353e+00
3.229999999999999716e+01 1.349574726350738496e+00
3.250000000000000000e+01 1.348140595805203068e+00
3.270000000000000284e+01 1.342949783119020468e+00
3.290000000000000568e+01 1.338702736014200534e+00
3.310000000000000142e+01 1.336270396462062804e+00
3.329999999999999716e+01 1.331577273705047748e+00
3.350000000000000000e+01 1.326640080665931309e+00
3.370000000000000284e+01 1.323455568566439311e+00
3.390000000000000568e+01 1.319958952745572622e+00
3.410000000000000142e+01 1.316599305458538982e+00
3.429999999999999716e+01 1.312861570647987808e+00
3.450000000000000000e+01 1.308017154513897884e+00
3.470000000000000284e+01 1.305296209980694400e+00
3.490000000000000568e+01 1.301602368176571600e+00
3.510000000000000142e+01 1.298076917149944887e+00
3.529999999999999716e+01 1.291185836713451662e+00
3.550000000000000000e+01 1.288875561535613112e+00
3.570000000000000284e+01 1.283790516696359241e+00
3.590000000000000568e+01 1.279688497631589206e+00
3.610000000000000142e+01 1.275818329001134233e+00
3.629999999999999716e+01 1.271104606465519149e+00
3.650000000000000000e+01 1.266244814658316953e+00
3.670000000000000284e+01 1.263609916699860003e+00
3.690000000000000568e+01 1.259686331297068973e+00
3.710000000000000142e+01 1.253686480778472445e+00
3.729999999999999716e+01 1.247563047798672553e+00
3.750000000000000000e+01 1.243327483612819639e+00
3.770000000000000284e+01 1.237947018826953016e+00
3.790000000000000568e+01 1.234138575378324054e+00
3.810000000000000142e+01 1.227679865686206240e+00
3.830000000000000426e+01 1.221823852507501806e+00
3.850000000000000000e+01 1.218419010799613345e+00
3.870000000000000284e+01 1.211822612198343752e+00
3.890000000000000568e+01 1.206606505467381574e+00
3.910000000000000142e+01 1.201513478958204484e+00
3.930000000000000426e+01 1.195184474510230022e+00
3.950000000000000000e+01 1.188345355595369135e+00
3.970000000000000284e+01 1.182264206716578947e+00
3.990000000000000568e+01 1.175984875041646394e+00
