# r[Å] g(r)
1.000000000000000056e-01 0.000000000000000000e+00
3.000000000000000444e-01 0.000000000000000000e+00
5.000000000000000000e-01 0.000000000000000000e+00
7.000000000000000666e-01 0.000000000000000000e+00
9.000000000000000222e-01 0.000000000000000000e+00
1.100000000000000089e+00 0.000000000000000000e+00
1.300000000000000266e+00 0.000000000000000000e+00
1.500000000000000000e+00 1.579011730530422786e-03
1.700000000000000178e+00 8.608160724504565486e-02
1.899999999999999911e+00 1.841384048706752041e-01
2.100000000000000089e+00 1.431815398333301514e-01
2.300000000000000266e+00 1.348380561244433840e-01
2.500000000000000000e+00 2.602527807612798894e-01
2.700000000000000178e+00 5.799539772358711653e-01
2.900000000000000355e+00 7.210528289915836275e-01
3.100000000000000089e+00 7.567373203009463145e-01
3.300000000000000266e+00 8.513165403706358658e-01
3.500000000000000000e+00 9.703111275159286286e-01
3.700000000000000178e+00 9.896166202490648267e-01
3.900000000000000355e+00 9.880810519680063297e-01
4.099999999999999645e+00 9.915249516387022455e-01
4.300000000000000711e+00 1.007038126020370017e+00
4.500000000000000000e+00 1.078303888306306524e+00
4.700000000000001066e+00 1.137434667782711184e+00
4.900000000000000355e+00 1.167011360604462311e+00
5.099999999999999645e+00 1.205010136068396243e+00
5.300000000000000711e+00 1.233045688956134311e+00
5.500000000000000000e+00 1.261136139934431633e+00
5.700000000000001066e+00 1.282493024687652028e+00
5.900000000000000355e+00 1.278053062297139109e+00
6.099999999999999645e+00 1.281506232355092090e+00
6.300000000000000711e+00 1.302048935846746414e+00
6.500000000000000000e+00 1.333439680607418687e+00
6.700000000000001066e+00 1.347643226357961410e+00
6.900000000000000355e+00 1.381657284596140123e+00
7.099999999999999645e+00 1.395610750000908284e+00
7.300000000000000711e+00 1.417946055209119427e+00
7.500000000000000000e+00 1.427774144170291359e+00
7.700000000000001066e+00 1.451735431403894827e+00
7.900000000000000355e+00 1.450161539800979726e+00
8.100000000000001421e+00 1.450691117000670438e+00
8.300000000000000711e+00 1.459402279532527213e+00
8.500000000000000000e+00 1.467834210992349675e+00
8.699999999999999289e+00 1.473872690685574804e+00
8.900000000000000355e+00 1.479392329623092195e+00
9.100000000000001421e+00 1.484082389328755136e+00
9.300000000000000711e+00 1.494524793455337397e+00
9.500000000000000000e+00 1.501409730592241587e+00
9.700000000000001066e+00 1.498082468003422152e+00
9.900000000000000355e+00 1.505252657908525471e+00
1.010000000000000142e+01 1.501966194517837749e+00
1.030000000000000071e+01 1.499809676910163647e+00
1.050000000000000000e+01 1.507679011529678759e+00
1.070000000000000107e+01 1.512761495581280702e+00
1.090000000000000036e+01 1.519663499932332185e+00
1.110000000000000142e+01 1.521007133591351979e+00
1.130000000000000071e+01 1.519014000206785786e+00
1.150000000000000000e+01 1.525627475483541495e+00
1.170000000000000107e+01 1.522691656394775883e+00
1.190000000000000036e+01 1.528848247949936567e+00
1.210000000000000142e+01 1.528306228603067529e+00
1.230000000000000071e+01 1.527903238461618907e+00
1.250000000000000000e+01 1.527658749658874937e+00
1.270000000000000107e+01 1.532676292428407860e+00
1.290000000000000036e+01 1.541461361494585347e+00
1.310000000000000142e+01 1.538653854236168517e+00
1.330000000000000071e+01 1.541918249172929967e+00
1.350000000000000000e+01 1.544358193155447756e+00
1.370000000000000107e+01 1.543637493151390094e+00
1.390000000000000036e+01 1.545217065722283678e+00
1.410000000000000142e+01 1.546526764874207593e+00
1.430000000000000071e+01 1.543606266132819149e+00
1.450000000000000000e+01 1.546231030447512422e+00
1.470000000000000107e+01 1.549802166669145276e+00
1.490000000000000036e+01 1.554596914787650386e+00
1.510000000000000142e+01 1.550634135395612567e+00
1.530000000000000071e+01 1.550407164526135473e+00
1.550000000000000000e+01 1.556176884681140571e+00
1.570000000000000107e+01 1.547732863637137468e+00
1.590000000000000036e+01 1.554361975854449796e+00
1.610000000000000142e+01 1.557536894844818498e+00
1.630000000000000071e+01 1.556028619305347416e+00
1.650000000000000000e+01 1.554503897116582767e+00
1.670000000000000284e+01 1.556966018212637026e+00
1.689999999999999858e+01 1.557643568713894311e+00
1.710000000000000142e+01 1.560715786191943621e+00
1.730000000000000071e+01 1.560265505176842815e+00
1.750000000000000000e+01 1.559639444761013571e+00
1.770000000000000284e+01 1.559183692415688993e+00
1.789999999999999858e+01 1.561376999513103270e+00
1.810000000000000142e+01 1.564505026967860646e+00
1.830000000000000071e+01 1.561427271997439803e+00
1.850000000000000000e+01 1.562935743759456431e+00
1.870000000000000284e+01 1.562313460224567851e+00
1.889999999999999858e+01 1.562136302724929315e+00
1.910000000000000142e+01 1.561165533464461852e+00
1.930000000000000426e+01 1.562747689276221985e+00
1.950000000000000000e+01 1.563641140125947793e+00
1.970000000000000284e+01 1.561796341806010124e+00
1.989999999999999858e+01 1.561520761183357253e+00
2.010000000000000142e+01 1.562510914641444426e+00
2.030000000000000426e+01 1.563723768280591786e+00
2.050000000000000000e+01 1.560399511121267846e+00
2.070000000000000284e+01 1.560795584560146221e+00
2.089999999999999858e+01 1.560081133803310927e+00
2.110000000000000142e+01 1.560046622634899238e+00
2.130000000000000426e+01 1.557046803558803871e+00
2.150000000000000000e+01 1.557505762922026804e+00
2.170000000000000284e+01 1.556799309280068044e+00
2.189999999999999858e+01 1.556358761445690631e+00
2.210000000000000142e+01 1.554305160590436330e+00
2.230000000000000426e+01 1.554189490008071051e+00
2.250000000000000000e+01 1.550836886379632684e+00
2.270000000000000284e+01 1.550238579764395386e+00
2.289999999999999858e+01 1.549607690521154435e+00
2.310000000000000142e+01 1.549204884582221720e+00
2.330000000000000426e+01 1.549347747668304409e+00
2.350000000000000000e+01 1.547890327701948010e+00
2.370000000000000284e+01 1.546347376383917505e+00
2.389999999999999858e+01 1.541665384863492250e+00
2.410000000000000142e+01 1.543368461419588389e+00
2.430000000000000426e+01 1.542179701549222681e+00
2.450000000000000000e+01 1.538003569338864063e+00
2.470000000000000284e+01 1.536584927296943404e+00
2.489999999999999858e+01 1.532635136290719569e+00
2.510000000000000142e+01 1.532364467138016995e+00
2.530000000000000426e+01 1.530870196481929790e+00
2.550000000000000000e+01 1.528778843940545196e+00
2.570000000000000284e+01 1.527000027001113258e+00
2.589999999999999858e+01 1.522339750084057863e+00
2.610000000000000142e+01 1.524407390309130639e+00
2.630000000000000426e+01 1.517841369445368738e+00
2.650000000000000000e+01 1.518704509034033645e+00
2.670000000000000284e+01 1.515201086609768932e+00
2.689999999999999858e+01 1.511131042995517815e+00
2.710000000000000142e+01 1.510674398493248693e+00
2.730000000000000426e+01 1.505585128562887176e+00
2.750000000000000000e+01 1.505230733589333347e+00
2.770000000000000284e+01 1.501468730053041600e+00
2.789999999999999858e+01 1.501075794476979253e+00
2.810000000000000142e+01 1.498801646114243491e+00
2.830000000000000426e+01 1.493400220752067575e+00
2.850000000000000000e+01 1.491455813894942084e+00
2.870000000000000284e+01 1.487554298606198255e+00
2.889999999999999858e+01 1.486463256902159857e+00
2.910000000000000142e+01 1.481195187129699553e+00
2.930000000000000426e+01 1.478882841373186263e+00
2.950000000000000000e+01 1.477555752465206762e+00
2.970000000000000284e+01 1.470840459915208509e+00
2.989999999999999858e+01 1.468032476749857818e+00
3.010000000000000142e+01 1.465989774452648664e+00
3.030000000000000426e+01 1.461247665724528355e+00
3.050000000000000000e+01 1.459960320476166418e+00
3.070000000000000284e+01 1.455106990311617832e+00
3.089999999999999858e+01 1.452573672110503811e+00
3.110000000000000142e+01 1.446213602862305603e+00
