# r[Å] g(r)
1.000000000000000056e-01 0.000000000000000000e+00
3.000000000000000444e-01 0.000000000000000000e+00
5.000000000000000000e-01 0.000000000000000000e+00
7.000000000000000666e-01 0.000000000000000000e+00
9.000000000000000222e-01 0.000000000000000000e+00
1.100000000000000089e+00 0.000000000000000000e+00
1.300000000000000266e+00 0.000000000000000000e+00
1.500000000000000000e+00 1.579128478856127232e-03
1.700000000000000178e+00 9.002342205637504924e-02
1.899999999999999911e+00 1.774555825438699497e-01
2.100000000000000089e+00 1.464171742220122252e-01
2.300000000000000266e+00 1.309491296678042815e-01
2.500000000000000000e+00 2.647104180245082317e-01
2.700000000000000178e+00 6.068304942197645380e-01
2.900000000000000355e+00 7.312566095883357153e-01
3.100000000000000089e+00 7.540542174400043374e-01
3.300000000000000266e+00 8.583044559194110690e-01
3.500000000000000000e+00 9.673046863534169315e-01
3.700000000000000178e+00 1.019053584238840404e+00
3.900000000000000355e+00 1.002795853989371988e+00
4.099999999999999645e+00 9.913866268309001750e-01
4.300000000000000711e+00 1.026276623077399641e+00
4.500000000000000000e+00 1.088187102913301452e+00
4.700000000000001066e+00 1.150145695565505832e+00
4.900000000000000355e+00 1.169438895290067171e+00
5.099999999999999645e+00 1.204552081000713759e+00
5.300000000000000711e+00 1.250109303295585006e+00
5.500000000000000000e+00 1.269956558199467844e+00
5.700000000000001066e+00 1.287931873914954117e+00
5.900000000000000355e+00 1.275858033848586315e+00
6.099999999999999645e+00 1.287988335049247590e+00
6.300000000000000711e+00 1.314695484950485493e+00
6.500000000000000000e+00 1.330708696933515123e+00
6.700000000000001066e+00 1.358490696743581250e+00
6.900000000000000355e+00 1.376214228099951642e+00
7.099999999999999645e+00 1.409350491428799979e+00
7.300000000000000711e+00 1.428493449718251762e+00
7.500000000000000000e+00 1.442909090915054149e+00
7.700000000000001066e+00 1.453763148541439953e+00
7.900000000000000355e+00 1.454396422953416979e+00
8.100000000000001421e+00 1.467360646767419619e+00
8.300000000000000711e+00 1.462578161608311333e+00
8.500000000000000000e+00 1.466337267549271628e+00
8.699999999999999289e+00 1.479481772279125806e+00
8.900000000000000355e+00 1.484865220480861892e+00
9.100000000000001421e+00 1.492295836994285363e+00
9.300000000000000711e+00 1.506039197598294521e+00
9.500000000000000000e+00 1.504517096092863104e+00
9.700000000000001066e+00 1.513244293935659401e+00
9.900000000000000355e+00 1.511092766990542513e+00
1.010000000000000142e+01 1.515869099724951097e+00
1.030000000000000071e+01 1.516046295049904957e+00
1.050000000000000000e+01 1.523959699517816846e+00
1.070000000000000107e+01 1.518983416021542965e+00
1.090000000000000036e+01 1.528496916640318615e+00
1.110000000000000142e+01 1.531989725124698332e+00
1.130000000000000071e+01 1.531186718642388200e+00
1.150000000000000000e+01 1.537164226086808583e+00
1.170000000000000107e+01 1.543598841732356286e+00
1.190000000000000036e+01 1.543052447972225405e+00
1.210000000000000142e+01 1.546870167113244099e+00
1.230000000000000071e+01 1.548379158054393745e+00
1.250000000000000000e+01 1.557890811071101389e+00
1.270000000000000107e+01 1.556575855963953314e+00
1.290000000000000036e+01 1.552433274596907831e+00
1.310000000000000142e+01 1.557905487763335151e+00
1.330000000000000071e+01 1.559070107300309260e+00
1.350000000000000000e+01 1.565819853443567222e+00
1.370000000000000107e+01 1.566888051284588634e+00
1.390000000000000036e+01 1.569298477632065314e+00
1.410000000000000142e+01 1.567721030948444394e+00
1.430000000000000071e+01 1.574167933540504993e+00
1.450000000000000000e+01 1.574879021988287775e+00
1.470000000000000107e+01 1.575528763558691647e+00
1.490000000000000036e+01 1.576214256094671695e+00
1.510000000000000142e+01 1.579853376486940908e+00
1.530000000000000071e+01 1.580326662939062432e+00
1.550000000000000000e+01 1.582826666473590382e+00
1.570000000000000107e+01 1.582036801810000171e+00
1.590000000000000036e+01 1.580625107220481107e+00
1.610000000000000142e+01 1.582871876790956200e+00
1.630000000000000071e+01 1.587342879035973375e+00
1.650000000000000000e+01 1.585040153075138125e+00
1.670000000000000284e+01 1.588536315880757499e+00
1.689999999999999858e+01 1.587016189117257614e+00
1.710000000000000142e+01 1.589841466179673590e+00
1.730000000000000071e+01 1.588327185400967956e+00
1.750000000000000000e+01 1.588648446257720170e+00
1.770000000000000284e+01 1.588806371741212420e+00
1.789999999999999858e+01 1.592380869908011531e+00
1.810000000000000142e+01 1.592032421919971297e+00
1.830000000000000071e+01 1.593688147796861632e+00
1.850000000000000000e+01 1.593210030554800705e+00
1.870000000000000284e+01 1.592068156374056187e+00
1.889999999999999858e+01 1.597114298962488910e+00
1.910000000000000142e+01 1.594038000372123287e+00
1.930000000000000426e+01 1.597986462013079256e+00
1.950000000000000000e+01 1.591951551385784480e+00
1.970000000000000284e+01 1.591713688504373669e+00
1.989999999999999858e+01 1.593341783584246052e+00
2.010000000000000142e+01 1.589559440399663126e+00
2.030000000000000426e+01 1.591750194717354905e+00
2.050000000000000000e+01 1.590122437559238655e+00
2.070000000000000284e+01 1.591639921115590939e+00
2.089999999999999858e+01 1.593305284205045913e+00
2.110000000000000142e+01 1.588689879286532047e+00
2.130000000000000426e+01 1.586739333293108345e+00
2.150000000000000000e+01 1.585452845370414865e+00
2.170000000000000284e+01 1.588003344556822682e+00
2.189999999999999858e+01 1.585852016418515698e+00
2.210000000000000142e+01 1.583249999443920863e+00
2.230000000000000426e+01 1.582713964648037486e+00
2.250000000000000000e+01 1.579138044542619745e+00
2.270000000000000284e+01 1.580879179785182442e+00
2.289999999999999858e+01 1.578213747877164064e+00
2.310000000000000142e+01 1.578273261287772788e+00
2.330000000000000426e+01 1.575465957234820857e+00
2.350000000000000000e+01 1.574925936026889017e+00
2.370000000000000284e+01 1.573230701817576405e+00
2.389999999999999858e+01 1.574650545102226129e+00
2.410000000000000142e+01 1.569478173538848997e+00
2.430000000000000426e+01 1.570022890371607804e+00
2.450000000000000000e+01 1.564131728708501701e+00
2.470000000000000284e+01 1.563954468097742856e+00
2.489999999999999858e+01 1.565750430834927043e+00
2.510000000000000142e+01 1.558549972725118860e+00
2.530000000000000426e+01 1.557494435142653399e+00
2.550000000000000000e+01 1.556634732849746294e+00
2.570000000000000284e+01 1.553496893698995018e+00
2.589999999999999858e+01 1.551555761276830037e+00
2.610000000000000142e+01 1.551314453912422842e+00
2.630000000000000426e+01 1.548124096105129688e+00
2.650000000000000000e+01 1.544253032585411134e+00
2.670000000000000284e+01 1.543224767306700107e+00
2.689999999999999858e+01 1.541234050898894870e+00
2.710000000000000142e+01 1.538865361391087427e+00
2.730000000000000426e+01 1.535488489132947887e+00
2.750000000000000000e+01 1.531690996072706090e+00
2.770000000000000284e+01 1.528998345969269090e+00
2.789999999999999858e+01 1.527098314741218044e+00
2.810000000000000142e+01 1.524372646157288624e+00
2.830000000000000426e+01 1.521070055125777420e+00
2.850000000000000000e+01 1.518678733539555736e+00
2.870000000000000284e+01 1.516464436990879072e+00
2.889999999999999858e+01 1.513541190909480028e+00
2.910000000000000142e+01 1.510911098259980045e+00
2.930000000000000426e+01 1.506673800719497525e+00
2.950000000000000000e+01 1.504449175532660332e+00
2.970000000000000284e+01 1.501751493694498896e+00
2.989999999999999858e+01 1.497625934860306041e+00
3.010000000000000142e+01 1.492550970001626842e+00
3.030000000000000426e+01 1.492278013273762305e+00
3.050000000000000000e+01 1.487628040777408067e+00
3.070000000000000284e+01 1.484264125459705985e+00
3.089999999999999858e+01 1.480287720090587511e+00
3.110000000000000142e+01 1.476569368523766856e+00
