# r[A]  g(r)
1.000000000000000056e-01 0.000000000000000000e+00
3.000000000000000444e-01 0.000000000000000000e+00
5.000000000000000000e-01 0.000000000000000000e+00
7.000000000000000666e-01 0.000000000000000000e+00
9.000000000000000222e-01 0.000000000000000000e+00
1.100000000000000089e+00 0.000000000000000000e+00
1.300000000000000266e+00 0.000000000000000000e+00
1.500000000000000000e+00 0.000000000000000000e+00
1.700000000000000178e+00 6.040646705923843202e-02
1.899999999999999911e+00 9.673950813176933339e-02
2.100000000000000089e+00 2.970136711145329733e-01
2.300000000000000266e+00 5.282903114097622366e-01
2.500000000000000000e+00 1.103995804687128102e+00
2.700000000000000178e+00 2.216652303558614534e+00
2.900000000000000355e+00 2.627872779729993891e+00
3.100000000000000089e+00 3.054338645092362192e+00
3.300000000000000266e+00 2.912042727492821115e+00
3.500000000000000000e+00 3.551624194354550124e+00
3.700000000000000178e+00 4.231128930029057322e+00
3.900000000000000355e+00 5.215709309151674411e+00
4.099999999999999645e+00 5.176752790819709737e+00
4.300000000000000711e+00 5.646828769093867884e+00
4.500000000000000000e+00 5.902574781217010624e+00
4.700000000000001066e+00 5.687868563659346677e+00
4.900000000000000355e+00 5.633397775866523460e+00
5.099999999999999645e+00 5.600044845602727861e+00
5.300000000000000711e+00 5.661350284854198556e+00
5.500000000000000000e+00 5.343802600469644837e+00
5.700000000000001066e+00 5.166364103182787382e+00
5.900000000000000355e+00 5.060539631815252903e+00
6.099999999999999645e+00 4.583879065356577520e+00
6.300000000000000711e+00 4.665146607756156527e+00
6.500000000000000000e+00 4.446613633084198547e+00
6.700000000000001066e+00 4.043026189753833322e+00
6.900000000000000355e+00 3.990091583160497724e+00
7.099999999999999645e+00 3.641938011405284836e+00
7.300000000000000711e+00 3.558268860836224956e+00
7.500000000000000000e+00 3.315110921173021641e+00
7.700000000000001066e+00 3.195253526739493921e+00
7.900000000000000355e+00 3.104132325471273379e+00
8.100000000000001421e+00 2.884816953883076796e+00
8.300000000000000711e+00 2.771571929920909394e+00
8.500000000000000000e+00 2.697111411204665021e+00
8.699999999999999289e+00 2.644961588788006246e+00
8.900000000000000355e+00 2.430346068350119015e+00
9.100000000000001421e+00 2.443938090717713951e+00
9.300000000000000711e+00 2.371277421520207263e+00
9.500000000000000000e+00 2.234726941651685728e+00
9.700000000000001066e+00 2.181604766438068221e+00
9.900000000000000355e+00 2.229874614541479616e+00
1.010000000000000142e+01 2.189554814229547564e+00
1.030000000000000071e+01 2.077346289642943322e+00
1.050000000000000000e+01 1.985490953948232828e+00
1.070000000000000107e+01 1.856244937213862523e+00
1.090000000000000036e+01 1.829205573788735384e+00
1.110000000000000142e+01 1.826297134023688207e+00
1.130000000000000071e+01 1.805337811537689907e+00
1.150000000000000000e+01 1.809828056292463128e+00
1.170000000000000107e+01 1.751037391357634254e+00
1.190000000000000036e+01 1.667374327121347699e+00
1.210000000000000142e+01 1.671203414315322044e+00
1.230000000000000071e+01 1.600547787432340829e+00
1.250000000000000000e+01 1.639783779658585461e+00
1.270000000000000107e+01 1.570665516947464369e+00
1.290000000000000036e+01 1.497135155682158825e+00
1.310000000000000142e+01 1.458390738859129065e+00
1.330000000000000071e+01 1.487974240438179496e+00
1.350000000000000000e+01 1.511821097680805970e+00
1.370000000000000107e+01 1.510837532029858599e+00
1.390000000000000036e+01 1.480337781057924573e+00
1.410000000000000142e+01 1.393807015918825831e+00
1.430000000000000071e+01 1.386715781338223152e+00
1.450000000000000000e+01 1.398601822531264416e+00
1.470000000000000107e+01 1.402457247616227809e+00
1.490000000000000036e+01 1.363092553224223291e+00
1.510000000000000142e+01 1.346003455111207892e+00
1.530000000000000071e+01 1.346881520006042221e+00
1.550000000000000000e+01 1.317076539682160430e+00
1.570000000000000107e+01 1.311742099904332104e+00
1.590000000000000036e+01 1.328725639062542374e+00
1.610000000000000142e+01 1.270634700713459297e+00
1.630000000000000071e+01 1.233395959488499560e+00
1.650000000000000000e+01 1.221330960228398155e+00
1.670000000000000284e+01 1.210113337114863574e+00
1.689999999999999858e+01 1.221722981745860137e+00
1.710000000000000142e+01 1.189725902688748560e+00
1.730000000000000071e+01 1.199750692136372532e+00
1.750000000000000000e+01 1.183042603003829019e+00
1.770000000000000284e+01 1.153111304774393497e+00
1.789999999999999858e+01 1.107032528924690951e+00
1.810000000000000142e+01 1.138718817082497337e+00
1.830000000000000071e+01 1.105614874423853644e+00
1.850000000000000000e+01 1.091031067094069495e+00
1.870000000000000284e+01 1.058822160403569246e+00
1.889999999999999858e+01 1.067111772998217578e+00
1.910000000000000142e+01 1.091112646973746880e+00
1.930000000000000426e+01 1.084569282593418782e+00
1.950000000000000000e+01 1.052324119852433126e+00
1.970000000000000284e+01 1.039171994173393232e+00
1.989999999999999858e+01 1.001839049483530975e+00
2.010000000000000142e+01 1.014662584131708511e+00
2.030000000000000426e+01 1.013641117252819690e+00
2.050000000000000000e+01 9.764923211445453166e-01
2.070000000000000284e+01 9.834109680842034740e-01
2.089999999999999858e+01 9.600785672835225881e-01
2.110000000000000142e+01 9.612002008629816352e-01
2.130000000000000426e+01 9.199279867231695551e-01
2.150000000000000000e+01 9.444833128424028335e-01
2.170000000000000284e+01 9.316077360238804728e-01
2.189999999999999858e+01 9.042841905320324614e-01
2.210000000000000142e+01 8.774348125562321243e-01
2.230000000000000426e+01 8.751220298179069879e-01
2.250000000000000000e+01 8.741333953197703011e-01
2.270000000000000284e+01 8.613419518212322989e-01
2.289999999999999858e+01 8.718583297768192075e-01
2.310000000000000142e+01 8.501122360695243518e-01
2.330000000000000426e+01 8.540919884193515221e-01
2.350000000000000000e+01 8.369261393075633215e-01
2.370000000000000284e+01 8.225493284740956756e-01
2.389999999999999858e+01 8.310235592922097236e-01
2.410000000000000142e+01 8.333869558311608472e-01
2.430000000000000426e+01 7.961945269828483163e-01
2.450000000000000000e+01 8.170243365091272025e-01
2.470000000000000284e+01 7.978308528731250515e-01
2.489999999999999858e+01 7.884485231530053984e-01
2.510000000000000142e+01 7.816207687424651107e-01
2.530000000000000426e+01 7.902001895612633664e-01
2.550000000000000000e+01 7.696557300341655417e-01
2.570000000000000284e+01 7.733355733249011044e-01
2.589999999999999858e+01 7.834542640581074746e-01
2.610000000000000142e+01 7.525074950772022708e-01
2.630000000000000426e+01 7.556351007907480266e-01
2.650000000000000000e+01 7.579607227795107649e-01
2.670000000000000284e+01 7.587837240539088146e-01
2.689999999999999858e+01 7.430743419502369163e-01
2.710000000000000142e+01 7.414282155861913193e-01
2.730000000000000426e+01 7.361155396796263961e-01
2.750000000000000000e+01 7.373494383556217224e-01
2.770000000000000284e+01 7.478101656756988014e-01
2.789999999999999858e+01 7.412811251288694558e-01
2.810000000000000142e+01 7.498022467436761263e-01
2.830000000000000426e+01 7.393509407176018788e-01
2.850000000000000000e+01 7.275043177435769337e-01
2.870000000000000284e+01 7.471062693539748389e-01
2.889999999999999858e+01 7.488339217862496344e-01
2.910000000000000142e+01 7.600409195762057868e-01
2.930000000000000426e+01 7.519398182874756920e-01
2.950000000000000000e+01 7.390673724865648442e-01
2.970000000000000284e+01 7.718458539104005034e-01
2.989999999999999858e+01 7.606749972717310460e-01
3.010000000000000142e+01 7.585091548246843951e-01
3.030000000000000426e+01 7.652813435737262360e-01
3.050000000000000000e+01 7.567808496792423067e-01
3.070000000000000284e+01 7.624369131686332679e-01
3.089999999999999858e+01 7.709038892954479527e-01
3.110000000000000142e+01 7.730372332781976219e-01
