r,block_22,block_23,block_24,block_25,mean_last4
2.289999999999999858e+01,4.399761676534362564e+00,4.360084842226944701e+00,4.476231376587136879e+00,5.113503857654021267e+00,4.587395438250616131e+00
2.310000000000000142e+01,4.221368870130276285e+00,4.263941297940408326e+00,4.243293140165412147e+00,4.961628684383724064e+00,4.422557998154955428e+00
2.330000000000000426e+01,4.115723148583499302e+00,4.125673131058388954e+00,4.197967254378131230e+00,4.914970813542048234e+00,4.338583586890516486e+00
2.350000000000000000e+01,3.954962630966881054e+00,4.022344710959256275e+00,4.042305546389894921e+00,4.707434380692875564e+00,4.181761817252226621e+00
2.370000000000000284e+01,3.876823630811839116e+00,3.925326117750035593e+00,3.934068505459995979e+00,4.616649720290610937e+00,4.088216993578120295e+00
2.389999999999999858e+01,3.719484426400072596e+00,3.837559446313930867e+00,3.799342594302075327e+00,4.524559695813120008e+00,3.970236540707300144e+00
2.410000000000000142e+01,3.588482356049427668e+00,3.710006231634216167e+00,3.642947023350323832e+00,4.339023733785906778e+00,3.820114836204968611e+00
2.430000000000000426e+01,3.512485924941324722e+00,3.652741224899225259e+00,3.559545973004743846e+00,4.329762352294088679e+00,3.763633868784845404e+00
2.450000000000000000e+01,3.373539637396031132e+00,3.553003134522716877e+00,3.393192309308742161e+00,4.137636118946521613e+00,3.614342800043503168e+00
2.470000000000000284e+01,3.239474387816799528e+00,3.472196431409197093e+00,3.303366595699229968e+00,4.002998237741126175e+00,3.504508913166588524e+00
2.489999999999999858e+01,3.140700456435528309e+00,3.342471870496638520e+00,3.217950932433667255e+00,3.895534790900639255e+00,3.399164512566617891e+00
2.510000000000000142e+01,3.058385426769094195e+00,3.246954086074402390e+00,3.094041442398039798e+00,3.754628204115706858e+00,3.288502289839311032e+00
2.530000000000000426e+01,2.921192926826412073e+00,3.184622024299778253e+00,3.015004860555451582e+00,3.695911057690815404e+00,3.204182717343114106e+00
2.550000000000000000e+01,2.863990492544113309e+00,3.064410915870898755e+00,2.920180999767329144e+00,3.612491647882921875e+00,3.115268514016316104e+00
2.570000000000000284e+01,2.729205983685405901e+00,2.964484418442922653e+00,2.807686342702194082e+00,3.444538642606063572e+00,2.986478846859146774e+00
2.589999999999999858e+01,2.688652286861508145e+00,2.904020215751532685e+00,2.742473026266377456e+00,3.323796636877394128e+00,2.914735541439203104e+00
2.610000000000000142e+01,2.551759996102724415e+00,2.835171845458723805e+00,2.652491219867257222e+00,3.262532071107564047e+00,2.825488783134067816e+00
2.630000000000000426e+01,2.517267674157753099e+00,2.722697687287554569e+00,2.572626664282702258e+00,3.183154403833927226e+00,2.748936607390484177e+00
2.650000000000000000e+01,2.417183561871943276e+00,2.645527477764246349e+00,2.508427631131409985e+00,3.058996976898799680e+00,2.657533911916599934e+00
2.670000000000000284e+01,2.345919306486529354e+00,2.596844933647465936e+00,2.397919923637130690e+00,2.977052092303443587e+00,2.579434064018642392e+00
2.689999999999999858e+01,2.289423671566365837e+00,2.501346594678703905e+00,2.352250061705368989e+00,2.903115284448251288e+00,2.511533903099672393e+00
2.710000000000000142e+01,2.241474829663303137e+00,2.420397522553751735e+00,2.291120245227635355e+00,2.838288110621495441e+00,2.447820177016546417e+00
2.730000000000000426e+01,2.161022320437187449e+00,2.370752562530292540e+00,2.214635899172110456e+00,2.767302324175366479e+00,2.378428276578739009e+00
2.750000000000000000e+01,2.107397700210265068e+00,2.290961332435624609e+00,2.187509804519323087e+00,2.642138418405670208e+00,2.307001813892720854e+00
2.770000000000000284e+01,2.045522264933906875e+00,2.204331517467154278e+00,2.079831476675628732e+00,2.594668487368776422e+00,2.231088436611366799e+00
2.789999999999999858e+01,1.961169103683016335e+00,2.173066236159982179e+00,2.025530792317153050e+00,2.511006661206601986e+00,2.167693198341688277e+00
2.810000000000000142e+01,1.934237110280287997e+00,2.117995073519085114e+00,1.962265881524128286e+00,2.407760770206768264e+00,2.105564708882567082e+00
2.830000000000000426e+01,1.890297397067014717e+00,2.074846859287921674e+00,1.950998058398816903e+00,2.321795422178490220e+00,2.059484434233060934e+00
2.850000000000000000e+01,1.840401788551521145e+00,1.962410963522490670e+00,1.851618357855518537e+00,2.271461491523360632e+00,1.981473150363222580e+00
2.870000000000000284e+01,1.789586305573824587e+00,1.949696961177495247e+00,1.785580914339479630e+00,2.219753639527859423e+00,1.936154455154664777e+00
2.889999999999999858e+01,1.765112048273225209e+00,1.904172578447901998e+00,1.732280094320501229e+00,2.155860282511957937e+00,1.889356250888396538e+00
2.910000000000000142e+01,1.712651814055482280e+00,1.848767499031817252e+00,1.698435951047596593e+00,2.107544230252011097e+00,1.841849873596726805e+00
2.930000000000000426e+01,1.672042911835973644e+00,1.779111347182492420e+00,1.683880086745479066e+00,2.048736143172461777e+00,1.795942622234101727e+00
2.950000000000000000e+01,1.630264951103582938e+00,1.719104304420919105e+00,1.616433596650604043e+00,1.967622246610932546e+00,1.733356274696509658e+00
2.970000000000000284e+01,1.606598962249589535e+00,1.684334040061801430e+00,1.573533121281310176e+00,1.910397153551540272e+00,1.693715819286060187e+00
2.989999999999999858e+01,1.557607949565997796e+00,1.651217264031435539e+00,1.529579001429548502e+00,1.868306239038540539e+00,1.651677613516380649e+00
3.010000000000000142e+01,1.532732955578105294e+00,1.596731266361387291e+00,1.476617720704451742e+00,1.846840667606340913e+00,1.613230652562571477e+00
3.030000000000000426e+01,1.488479661963085343e+00,1.566104017790852287e+00,1.435198189425586746e+00,1.782653075474680548e+00,1.568108736163551287e+00
3.050000000000000000e+01,1.475035958808852188e+00,1.532474845888973647e+00,1.403754022353611131e+00,1.719984741524176464e+00,1.532812392143903191e+00
3.070000000000000284e+01,1.456807289775719605e+00,1.490681087173982178e+00,1.389325761418316318e+00,1.693845574927662190e+00,1.507664928323920073e+00
3.089999999999999858e+01,1.418145745873484520e+00,1.453591619940758140e+00,1.344579045268229134e+00,1.618533000578554981e+00,1.458712352915256805e+00
3.110000000000000142e+01,1.374210062776583641e+00,1.397986194588476172e+00,1.314328827983717751e+00,1.581336959169787670e+00,1.416965511129641309e+00
3.130000000000000426e+01,1.358845619190443665e+00,1.364560787782541862e+00,1.275996751493518655e+00,1.531931599592036397e+00,1.382833689514635145e+00
3.150000000000000000e+01,1.320592602637727930e+00,1.356010976146194036e+00,1.262751835988007443e+00,1.479245408204272527e+00,1.354650205744050595e+00
3.170000000000000284e+01,1.306416993192928366e+00,1.312940985397765381e+00,1.228864626278542760e+00,1.455507337605681073e+00,1.325932485618729340e+00
3.189999999999999858e+01,1.280724845449409344e+00,1.297646321205248032e+00,1.203626961023297248e+00,1.418418662772159111e+00,1.300104197612528489e+00
3.210000000000000142e+01,1.268208398681527793e+00,1.269987529220064637e+00,1.157970225640194029e+00,1.375437666832088013e+00,1.267900955093468562e+00
3.229999999999999716e+01,1.260007868550295562e+00,1.257660845746721767e+00,1.135548459668980881e+00,1.316151987412458757e+00,1.242342290344614408e+00
3.250000000000000000e+01,1.236438423667177711e+00,1.229565631132819581e+00,1.105231912625830981e+00,1.281716492876748381e+00,1.213238115075644163e+00
3.270000000000000284e+01,1.211714766313532810e+00,1.185954495270618025e+00,1.100090759717853972e+00,1.262898306528176695e+00,1.190164581957545487e+00
3.290000000000000568e+01,1.189437062132566503e+00,1.176264168794098008e+00,1.066004843441275884e+00,1.215211901127353222e+00,1.161729493873823404e+00
3.310000000000000142e+01,1.178138173485739237e+00,1.149165272217166800e+00,1.045104506966899827e+00,1.174325932208931222e+00,1.136683471219684272e+00
3.329999999999999716e+01,1.148028235766681115e+00,1.136979818426807398e+00,1.002164869969649930e+00,1.144183687653280712e+00,1.107839152954104733e+00
3.350000000000000000e+01,1.134439278026697862e+00,1.113394970423325692e+00,9.961532994353462511e-01,1.103383008256225928e+00,1.086842639035398905e+00
3.370000000000000284e+01,1.123015105087698640e+00,1.095292040611717477e+00,9.776693303332558704e-01,1.067238304154552786e+00,1.065803695046806165e+00
3.390000000000000568e+01,1.116344097566235316e+00,1.071147183843949691e+00,9.597030324992542605e-01,1.047609912199684690e+00,1.048701056527280961e+00
3.410000000000000142e+01,1.111180028630084138e+00,1.056890011587834799e+00,9.349492718719174533e-01,1.011831582024441678e+00,1.028712723528569573e+00
3.429999999999999716e+01,1.089938766682484017e+00,1.039547530889142868e+00,9.243750469606526465e-01,9.626250358297365750e-01,1.004121595090504027e+00
3.450000000000000000e+01,1.066470346241052525e+00,1.011957803270925771e+00,9.031148385075417062e-01,9.392338584128819834e-01,9.801942116081004963e-01
