# r[A]  g(r)
1.000000000000000056e-01 0.000000000000000000e+00
3.000000000000000444e-01 0.000000000000000000e+00
5.000000000000000000e-01 0.000000000000000000e+00
7.000000000000000666e-01 0.000000000000000000e+00
9.000000000000000222e-01 0.000000000000000000e+00
1.100000000000000089e+00 0.000000000000000000e+00
1.300000000000000266e+00 0.000000000000000000e+00
1.500000000000000000e+00 0.000000000000000000e+00
1.700000000000000178e+00 0.000000000000000000e+00
1.899999999999999911e+00 0.000000000000000000e+00
2.100000000000000089e+00 0.000000000000000000e+00
2.300000000000000266e+00 0.000000000000000000e+00
2.500000000000000000e+00 1.397727437021855160e-02
2.700000000000000178e+00 9.587337008603265265e-02
2.900000000000000355e+00 7.272169850622420273e-02
3.100000000000000089e+00 1.363802013793165013e-01
3.300000000000000266e+00 1.203551103971693126e-01
3.500000000000000000e+00 7.846437266154233925e-02
3.700000000000000178e+00 9.574500992647248798e-02
3.900000000000000355e+00 1.321409803957471485e-01
4.099999999999999645e+00 1.351616841161336902e-01
4.300000000000000711e+00 1.654195809568397846e-01
4.500000000000000000e+00 1.510447391620389213e-01
4.700000000000001066e+00 2.136321368136111509e-01
4.900000000000000355e+00 2.001908897167064549e-01
5.099999999999999645e+00 2.284793614633568171e-01
5.300000000000000711e+00 2.022293351571481934e-01
5.500000000000000000e+00 2.224598101946678175e-01
5.700000000000001066e+00 2.878217315226405670e-01
5.900000000000000355e+00 2.510663224677331939e-01
6.099999999999999645e+00 2.419205277685938515e-01
6.300000000000000711e+00 2.246035778711834296e-01
6.500000000000000000e+00 2.502986251926570538e-01
6.700000000000001066e+00 2.823060717394451080e-01
6.900000000000000355e+00 2.588359498258704372e-01
7.099999999999999645e+00 3.051415328260556059e-01
7.300000000000000711e+00 2.935717189527684567e-01
7.500000000000000000e+00 2.998769718343370361e-01
7.700000000000001066e+00 2.727092895731976219e-01
7.900000000000000355e+00 2.968879376377041024e-01
8.100000000000001421e+00 2.983939313630707968e-01
8.300000000000000711e+00 2.917996102797515978e-01
8.500000000000000000e+00 3.387148312044847009e-01
8.699999999999999289e+00 2.736684830144249236e-01
8.900000000000000355e+00 2.846790360789748786e-01
9.100000000000001421e+00 3.039668980412411625e-01
9.300000000000000711e+00 2.688023565257048886e-01
9.500000000000000000e+00 2.856885500800074862e-01
9.700000000000001066e+00 2.582379179449963424e-01
9.900000000000000355e+00 2.532603777738585693e-01
1.010000000000000142e+01 2.296211698002219581e-01
1.030000000000000071e+01 2.677499115094342796e-01
1.050000000000000000e+01 2.528907964448843249e-01
1.070000000000000107e+01 2.236770830479012928e-01
1.090000000000000036e+01 2.192225138065860279e-01
1.110000000000000142e+01 2.128127371377273036e-01
1.130000000000000071e+01 2.101378193220403978e-01
1.150000000000000000e+01 1.843875721965371750e-01
1.170000000000000107e+01 1.940999192177153276e-01
1.190000000000000036e+01 1.629423033069376803e-01
1.210000000000000142e+01 1.695398449153645848e-01
1.230000000000000071e+01 1.738924689846992888e-01
1.250000000000000000e+01 1.605412630817062980e-01
1.270000000000000107e+01 1.604018465050194298e-01
1.290000000000000036e+01 1.580929288974752822e-01
1.310000000000000142e+01 1.696005577901952555e-01
1.330000000000000071e+01 1.497149716536257946e-01
1.350000000000000000e+01 1.381182532543823172e-01
1.370000000000000107e+01 1.336494325534222372e-01
1.390000000000000036e+01 1.506403132508198073e-01
1.410000000000000142e+01 1.587068839344993321e-01
1.430000000000000071e+01 1.461776654126826225e-01
1.450000000000000000e+01 1.434201838717229782e-01
1.470000000000000107e+01 1.435889613296441603e-01
1.490000000000000036e+01 1.425159863087482881e-01
1.510000000000000142e+01 1.544823517274940550e-01
1.530000000000000071e+01 1.318013107541312345e-01
1.550000000000000000e+01 1.557071002210270727e-01
1.570000000000000107e+01 1.496378097476564473e-01
1.590000000000000036e+01 1.462427894353963143e-01
1.610000000000000142e+01 1.584800467788325395e-01
1.630000000000000071e+01 1.562597128431471583e-01
1.650000000000000000e+01 1.621258410409133766e-01
1.670000000000000284e+01 1.667276269811396594e-01
1.689999999999999858e+01 1.624987830579740500e-01
1.710000000000000142e+01 1.790456279284973196e-01
1.730000000000000071e+01 1.769740748366030181e-01
1.750000000000000000e+01 1.763769061784531134e-01
1.770000000000000284e+01 1.908266463322403905e-01
1.789999999999999858e+01 2.040445914179647990e-01
1.810000000000000142e+01 2.115659090777169127e-01
1.830000000000000071e+01 2.262802578429470024e-01
1.850000000000000000e+01 2.290755965027989893e-01
1.870000000000000284e+01 2.379488801239243168e-01
1.889999999999999858e+01 2.378333064313685186e-01
1.910000000000000142e+01 2.731292538569831674e-01
1.930000000000000426e+01 2.740680488889564170e-01
1.950000000000000000e+01 2.797380982542434502e-01
1.970000000000000284e+01 2.806182613399568204e-01
1.989999999999999858e+01 2.931043988603742045e-01
2.010000000000000142e+01 3.095836422413112410e-01
2.030000000000000426e+01 3.366010044836699189e-01
2.050000000000000000e+01 3.344328633792011951e-01
2.070000000000000284e+01 3.408524736803679178e-01
2.089999999999999858e+01 3.605728062848435611e-01
2.110000000000000142e+01 3.753650172638471338e-01
2.130000000000000426e+01 3.926231035087162091e-01
2.150000000000000000e+01 3.864870170229559032e-01
2.170000000000000284e+01 4.020406625161811465e-01
2.189999999999999858e+01 4.096746850466744805e-01
2.210000000000000142e+01 4.405899706602317556e-01
2.230000000000000426e+01 4.495955175081104982e-01
2.250000000000000000e+01 4.640827631713296264e-01
2.270000000000000284e+01 4.737513729710863264e-01
2.289999999999999858e+01 4.903464244865076149e-01
2.310000000000000142e+01 5.239883569412058240e-01
2.330000000000000426e+01 5.068206303873846741e-01
2.350000000000000000e+01 5.268773377313944462e-01
2.370000000000000284e+01 5.460320923358072953e-01
2.389999999999999858e+01 5.528453931633771079e-01
2.410000000000000142e+01 5.695913376049362986e-01
2.430000000000000426e+01 5.904499731310343114e-01
2.450000000000000000e+01 5.970123922453454135e-01
2.470000000000000284e+01 6.105921769039441838e-01
2.489999999999999858e+01 6.287353796942229955e-01
2.510000000000000142e+01 6.372073466075132142e-01
2.530000000000000426e+01 6.495669458623057890e-01
2.550000000000000000e+01 6.547411126225676226e-01
2.570000000000000284e+01 6.768793566691627683e-01
2.589999999999999858e+01 6.761079679516049934e-01
2.610000000000000142e+01 7.131312570784835714e-01
2.630000000000000426e+01 7.176163887393824936e-01
2.650000000000000000e+01 7.394346754010338030e-01
2.670000000000000284e+01 7.424981617044960069e-01
2.689999999999999858e+01 7.672519457726185710e-01
2.710000000000000142e+01 7.614436206003561969e-01
2.730000000000000426e+01 7.778875675081373675e-01
2.750000000000000000e+01 7.831413674639841060e-01
2.770000000000000284e+01 8.036550219786881000e-01
2.789999999999999858e+01 8.080066927020007617e-01
2.810000000000000142e+01 8.208982269153474176e-01
2.830000000000000426e+01 8.267978851098958248e-01
2.850000000000000000e+01 8.328820991867164070e-01
2.870000000000000284e+01 8.243917559781920312e-01
2.889999999999999858e+01 8.376136205325387385e-01
2.910000000000000142e+01 8.503953661332891434e-01
2.930000000000000426e+01 8.540972766309533615e-01
2.950000000000000000e+01 8.376342460913319687e-01
2.970000000000000284e+01 8.507665653116799342e-01
2.989999999999999858e+01 8.580965820365752394e-01
3.010000000000000142e+01 8.715244328089226666e-01
3.030000000000000426e+01 8.576771162236100920e-01
3.050000000000000000e+01 8.705190078945549415e-01
3.070000000000000284e+01 8.658908322991361040e-01
3.089999999999999858e+01 8.636892201942808489e-01
3.110000000000000142e+01 8.602976632538891222e-01
