# r[A]  g(r)
1.000000000000000056e-01 0.000000000000000000e+00
3.000000000000000444e-01 0.000000000000000000e+00
5.000000000000000000e-01 0.000000000000000000e+00
7.000000000000000666e-01 0.000000000000000000e+00
9.000000000000000222e-01 0.000000000000000000e+00
1.100000000000000089e+00 0.000000000000000000e+00
1.300000000000000266e+00 0.000000000000000000e+00
1.500000000000000000e+00 0.000000000000000000e+00
1.700000000000000178e+00 0.000000000000000000e+00
1.899999999999999911e+00 0.000000000000000000e+00
2.100000000000000089e+00 0.000000000000000000e+00
2.300000000000000266e+00 0.000000000000000000e+00
2.500000000000000000e+00 0.000000000000000000e+00
2.700000000000000178e+00 0.000000000000000000e+00
2.900000000000000355e+00 0.000000000000000000e+00
3.100000000000000089e+00 0.000000000000000000e+00
3.300000000000000266e+00 0.000000000000000000e+00
3.500000000000000000e+00 0.000000000000000000e+00
3.700000000000000178e+00 0.000000000000000000e+00
3.900000000000000355e+00 0.000000000000000000e+00
4.099999999999999645e+00 0.000000000000000000e+00
4.300000000000000711e+00 0.000000000000000000e+00
4.500000000000000000e+00 0.000000000000000000e+00
4.700000000000001066e+00 0.000000000000000000e+00
4.900000000000000355e+00 0.000000000000000000e+00
5.099999999999999645e+00 0.000000000000000000e+00
5.300000000000000711e+00 0.000000000000000000e+00
5.500000000000000000e+00 0.000000000000000000e+00
5.700000000000001066e+00 0.000000000000000000e+00
5.900000000000000355e+00 0.000000000000000000e+00
6.099999999999999645e+00 0.000000000000000000e+00
6.300000000000000711e+00 0.000000000000000000e+00
6.500000000000000000e+00 0.000000000000000000e+00
6.700000000000001066e+00 0.000000000000000000e+00
6.900000000000000355e+00 0.000000000000000000e+00
7.099999999999999645e+00 0.000000000000000000e+00
7.300000000000000711e+00 0.000000000000000000e+00
7.500000000000000000e+00 0.000000000000000000e+00
7.700000000000001066e+00 0.000000000000000000e+00
7.900000000000000355e+00 0.000000000000000000e+00
8.100000000000001421e+00 0.000000000000000000e+00
8.300000000000000711e+00 0.000000000000000000e+00
8.500000000000000000e+00 0.000000000000000000e+00
8.699999999999999289e+00 0.000000000000000000e+00
8.900000000000000355e+00 0.000000000000000000e+00
9.100000000000001421e+00 0.000000000000000000e+00
9.300000000000000711e+00 0.000000000000000000e+00
9.500000000000000000e+00 0.000000000000000000e+00
9.700000000000001066e+00 0.000000000000000000e+00
9.900000000000000355e+00 8.919148258980809894e-04
1.010000000000000142e+01 1.713884690936278831e-03
1.030000000000000071e+01 0.000000000000000000e+00
1.050000000000000000e+01 0.000000000000000000e+00
1.070000000000000107e+01 3.054135733167252093e-03
1.090000000000000036e+01 1.471544357575308749e-03
1.110000000000000142e+01 5.675979556478076560e-03
1.130000000000000071e+01 4.792237777616949537e-03
1.150000000000000000e+01 4.627004858981455075e-03
1.170000000000000107e+01 8.301748953666917424e-03
1.190000000000000036e+01 4.321180792414798695e-03
1.210000000000000142e+01 4.776589298006912038e-03
1.230000000000000071e+01 4.622519351495040819e-03
1.250000000000000000e+01 9.511043608499407387e-03
1.270000000000000107e+01 1.354977656686942762e-02
1.290000000000000036e+01 1.260757801812700980e-02
1.310000000000000142e+01 1.171616155380813921e-02
1.330000000000000071e+01 1.976774217284027121e-02
1.350000000000000000e+01 1.295080685491054560e-02
1.370000000000000107e+01 2.189059434562109357e-02
1.390000000000000036e+01 1.990783927594915251e-02
1.410000000000000142e+01 2.242503924243939920e-02
1.430000000000000071e+01 2.522210909730909431e-02
1.450000000000000000e+01 3.409412154128306505e-02
1.470000000000000107e+01 2.912726252438631661e-02
1.490000000000000036e+01 4.095084091396226228e-02
1.510000000000000142e+01 3.910645694918576942e-02
1.530000000000000071e+01 5.116112241665559529e-02
1.550000000000000000e+01 5.057709961926658976e-02
1.570000000000000107e+01 4.752347209464440753e-02
1.590000000000000036e+01 6.258743342740349935e-02
1.610000000000000142e+01 6.576363600686566113e-02
1.630000000000000071e+01 7.666264622101508219e-02
1.650000000000000000e+01 7.609982931519150562e-02
1.670000000000000284e+01 8.087049760365314088e-02
1.689999999999999858e+01 1.006991866030140098e-01
1.710000000000000142e+01 1.106147634633811577e-01
1.730000000000000071e+01 1.311468428941205411e-01
1.750000000000000000e+01 1.381570590110829388e-01
1.770000000000000284e+01 1.464929390865993830e-01
1.789999999999999858e+01 1.525140206322591896e-01
1.810000000000000142e+01 1.705092060000801268e-01
1.830000000000000071e+01 1.824648506485052057e-01
1.850000000000000000e+01 2.045942254870308230e-01
1.870000000000000284e+01 2.119908136893250417e-01
1.889999999999999858e+01 2.383635464208945509e-01
1.910000000000000142e+01 2.429829468063716136e-01
1.930000000000000426e+01 2.712987995584483225e-01
1.950000000000000000e+01 2.954191473211605357e-01
1.970000000000000284e+01 3.083726181608217876e-01
1.989999999999999858e+01 3.092693412724379920e-01
2.010000000000000142e+01 3.150461809450926243e-01
2.030000000000000426e+01 3.330524295378894939e-01
2.050000000000000000e+01 3.567479613273947803e-01
2.070000000000000284e+01 3.653928618213178603e-01
2.089999999999999858e+01 4.038627684224147529e-01
2.110000000000000142e+01 4.156820184756070957e-01
2.130000000000000426e+01 4.456785961857920308e-01
2.150000000000000000e+01 4.743031653645445878e-01
2.170000000000000284e+01 4.550187695605021343e-01
2.189999999999999858e+01 4.658843735929476537e-01
2.210000000000000142e+01 5.036688870324902423e-01
2.230000000000000426e+01 5.168246696093465875e-01
2.250000000000000000e+01 5.225280035962230896e-01
2.270000000000000284e+01 5.668008518740295099e-01
2.289999999999999858e+01 5.852826453142733198e-01
2.310000000000000142e+01 5.871510889901091490e-01
2.330000000000000426e+01 6.205913874173278888e-01
2.350000000000000000e+01 6.474310212794385233e-01
2.370000000000000284e+01 6.612961650750412979e-01
2.389999999999999858e+01 6.677215904630215970e-01
2.410000000000000142e+01 7.075582775008737446e-01
2.430000000000000426e+01 7.260123445008017651e-01
2.450000000000000000e+01 7.417330627780552854e-01
2.470000000000000284e+01 7.688877317100916153e-01
2.489999999999999858e+01 7.730823519585474646e-01
2.510000000000000142e+01 7.938359257813752956e-01
2.530000000000000426e+01 8.152049673718432254e-01
2.550000000000000000e+01 8.301621284210610741e-01
2.570000000000000284e+01 8.399243496241582951e-01
2.589999999999999858e+01 8.491568783727631020e-01
2.610000000000000142e+01 8.773865701777778803e-01
2.630000000000000426e+01 8.702859472468967850e-01
2.650000000000000000e+01 8.829674480920337576e-01
2.670000000000000284e+01 9.065769968225588782e-01
2.689999999999999858e+01 8.979788639332084710e-01
2.710000000000000142e+01 9.145318239649348202e-01
2.730000000000000426e+01 9.308569916947758704e-01
2.750000000000000000e+01 9.377113711552370612e-01
2.770000000000000284e+01 9.377773072599854265e-01
2.789999999999999858e+01 9.582967643276665282e-01
2.810000000000000142e+01 9.637465684548197631e-01
2.830000000000000426e+01 1.001692900066053715e+00
2.850000000000000000e+01 9.858537978006749469e-01
2.870000000000000284e+01 9.958288586466412795e-01
2.889999999999999858e+01 1.017261728548927824e+00
2.910000000000000142e+01 1.038013328013281056e+00
2.930000000000000426e+01 1.023483600911860858e+00
2.950000000000000000e+01 1.054957249630400939e+00
2.970000000000000284e+01 1.061113415550704486e+00
2.989999999999999858e+01 1.070726781743533529e+00
3.010000000000000142e+01 1.053071605580760739e+00
3.030000000000000426e+01 1.081873526110322281e+00
3.050000000000000000e+01 1.106260895244322695e+00
3.070000000000000284e+01 1.091801320390119123e+00
3.089999999999999858e+01 1.097490002452333302e+00
3.110000000000000142e+01 1.092548484581348234e+00
