# r[A]  g(r)
1.000000000000000056e-01 0.000000000000000000e+00
3.000000000000000444e-01 0.000000000000000000e+00
5.000000000000000000e-01 0.000000000000000000e+00
7.000000000000000666e-01 0.000000000000000000e+00
9.000000000000000222e-01 0.000000000000000000e+00
1.100000000000000089e+00 0.000000000000000000e+00
1.300000000000000266e+00 0.000000000000000000e+00
1.500000000000000000e+00 0.000000000000000000e+00
1.700000000000000178e+00 2.862269174678256506e-02
1.899999999999999911e+00 8.021747004310467166e-02
2.100000000000000089e+00 2.533237929673698430e-01
2.300000000000000266e+00 6.023382322380219644e-01
2.500000000000000000e+00 7.482484267834290659e-01
2.700000000000000178e+00 1.124133979517603521e+00
2.900000000000000355e+00 1.186117995468692010e+00
3.100000000000000089e+00 1.447252219584887367e+00
3.300000000000000266e+00 1.900588772659674186e+00
3.500000000000000000e+00 2.112052539802713458e+00
3.700000000000000178e+00 2.304224231303544368e+00
3.900000000000000355e+00 2.686406439804624124e+00
4.099999999999999645e+00 2.923316541413362391e+00
4.300000000000000711e+00 3.168255448561033916e+00
4.500000000000000000e+00 3.385655538047994018e+00
4.700000000000001066e+00 3.819635164226788060e+00
4.900000000000000355e+00 3.762541034411748253e+00
5.099999999999999645e+00 4.162503727619296434e+00
5.300000000000000711e+00 4.166788765137509287e+00
5.500000000000000000e+00 4.336016125490555595e+00
5.700000000000001066e+00 4.633493488000074656e+00
5.900000000000000355e+00 4.732681507069565363e+00
6.099999999999999645e+00 5.063924367662984594e+00
6.300000000000000711e+00 5.200277743302530453e+00
6.500000000000000000e+00 5.344820273078031647e+00
6.700000000000001066e+00 5.553486525185777012e+00
6.900000000000000355e+00 5.646713643247486480e+00
7.099999999999999645e+00 5.824263562190737709e+00
7.300000000000000711e+00 6.058060380069679063e+00
7.500000000000000000e+00 6.217012825912721752e+00
7.700000000000001066e+00 6.389203336374526643e+00
7.900000000000000355e+00 6.573362280761122278e+00
8.100000000000001421e+00 6.738078857178010139e+00
8.300000000000000711e+00 6.857239690359236306e+00
8.500000000000000000e+00 7.033504907768332259e+00
8.699999999999999289e+00 7.247223198583579773e+00
8.900000000000000355e+00 7.145249574703724349e+00
9.100000000000001421e+00 7.207144011260062655e+00
9.300000000000000711e+00 7.313653693077300844e+00
9.500000000000000000e+00 7.434263189767685631e+00
9.700000000000001066e+00 7.434514007249665823e+00
9.900000000000000355e+00 7.530914050330439480e+00
1.010000000000000142e+01 7.522595942560235116e+00
1.030000000000000071e+01 7.674332873965464152e+00
1.050000000000000000e+01 7.609734955714534621e+00
1.070000000000000107e+01 7.651248494881848217e+00
1.090000000000000036e+01 7.582854806685549676e+00
1.110000000000000142e+01 7.691147406111851659e+00
1.130000000000000071e+01 7.626899814393818922e+00
1.150000000000000000e+01 7.628492737022204651e+00
1.170000000000000107e+01 7.629755260870922484e+00
1.190000000000000036e+01 7.678378641545120509e+00
1.210000000000000142e+01 7.640457559882666949e+00
1.230000000000000071e+01 7.649913191685363323e+00
1.250000000000000000e+01 7.613781328490783373e+00
1.270000000000000107e+01 7.586638822464230714e+00
1.290000000000000036e+01 7.496793457320051424e+00
1.310000000000000142e+01 7.593196943200189786e+00
1.330000000000000071e+01 7.481485552476295986e+00
1.350000000000000000e+01 7.469570829369228449e+00
1.370000000000000107e+01 7.284403884236057891e+00
1.390000000000000036e+01 7.301103310578232808e+00
1.410000000000000142e+01 7.233537369441279452e+00
1.430000000000000071e+01 7.155326747133213594e+00
1.450000000000000000e+01 7.043593562059652591e+00
1.470000000000000107e+01 6.958628124274005344e+00
1.490000000000000036e+01 6.833691290482828862e+00
1.510000000000000142e+01 6.767550173905720889e+00
1.530000000000000071e+01 6.668193787749522095e+00
1.550000000000000000e+01 6.617179062182525939e+00
1.570000000000000107e+01 6.482253938445738051e+00
1.590000000000000036e+01 6.357221960042660491e+00
1.610000000000000142e+01 6.279973306392550469e+00
1.630000000000000071e+01 6.185876904112049601e+00
1.650000000000000000e+01 6.069678753710762820e+00
1.670000000000000284e+01 5.882112993077780239e+00
1.689999999999999858e+01 5.842591419513303741e+00
1.710000000000000142e+01 5.775119113115249725e+00
1.730000000000000071e+01 5.647897703564361827e+00
1.750000000000000000e+01 5.542391908186093730e+00
1.770000000000000284e+01 5.413091011838274902e+00
1.789999999999999858e+01 5.333125332536117646e+00
1.810000000000000142e+01 5.214275469434162424e+00
1.830000000000000071e+01 5.117618084835999781e+00
1.850000000000000000e+01 4.919731013488707561e+00
1.870000000000000284e+01 4.895105629088409849e+00
1.889999999999999858e+01 4.731429449426460820e+00
1.910000000000000142e+01 4.676787357723894090e+00
1.930000000000000426e+01 4.501658766513285670e+00
1.950000000000000000e+01 4.431134721510877839e+00
1.970000000000000284e+01 4.301075945375649745e+00
1.989999999999999858e+01 4.191008325292341574e+00
2.010000000000000142e+01 4.087932679014514292e+00
2.030000000000000426e+01 3.977133066301817621e+00
2.050000000000000000e+01 3.854388845172721290e+00
2.070000000000000284e+01 3.759878284142735616e+00
2.089999999999999858e+01 3.659730601601962174e+00
2.110000000000000142e+01 3.530320279886573154e+00
2.130000000000000426e+01 3.439418873976827218e+00
2.150000000000000000e+01 3.322429161567002076e+00
2.170000000000000284e+01 3.242035489659815362e+00
2.189999999999999858e+01 3.168414051292625544e+00
2.210000000000000142e+01 3.053507371293657791e+00
2.230000000000000426e+01 2.962511524733300039e+00
2.250000000000000000e+01 2.874744911122827151e+00
2.270000000000000284e+01 2.774169244919349797e+00
2.289999999999999858e+01 2.702157194833233245e+00
2.310000000000000142e+01 2.627944442631936717e+00
2.330000000000000426e+01 2.542904410882287802e+00
2.350000000000000000e+01 2.445670419240599802e+00
2.370000000000000284e+01 2.395573967381360525e+00
2.389999999999999858e+01 2.327957326370655888e+00
2.410000000000000142e+01 2.253405693612487326e+00
2.430000000000000426e+01 2.205596299162368989e+00
2.450000000000000000e+01 2.113167383022549028e+00
2.470000000000000284e+01 2.065239149357894988e+00
2.489999999999999858e+01 1.998536471940137060e+00
2.510000000000000142e+01 1.941050224467468999e+00
2.530000000000000426e+01 1.898580222431744957e+00
2.550000000000000000e+01 1.849175018995227848e+00
2.570000000000000284e+01 1.780822329185524078e+00
2.589999999999999858e+01 1.730771689031275207e+00
2.610000000000000142e+01 1.666783133960062946e+00
2.630000000000000426e+01 1.645899399100476446e+00
2.650000000000000000e+01 1.578459742916316966e+00
2.670000000000000284e+01 1.540380153852412892e+00
2.689999999999999858e+01 1.495185843686459792e+00
2.710000000000000142e+01 1.472296108092340239e+00
2.730000000000000426e+01 1.436468986166832940e+00
2.750000000000000000e+01 1.395611192154495361e+00
2.770000000000000284e+01 1.370134238142021177e+00
2.789999999999999858e+01 1.325293726151636209e+00
2.810000000000000142e+01 1.312631056328613433e+00
2.830000000000000426e+01 1.277857588021091839e+00
2.850000000000000000e+01 1.246221539830603353e+00
2.870000000000000284e+01 1.214937982319991283e+00
2.889999999999999858e+01 1.193321924178079252e+00
2.910000000000000142e+01 1.160838959777739987e+00
2.930000000000000426e+01 1.160431724879853910e+00
2.950000000000000000e+01 1.130951975271975440e+00
2.970000000000000284e+01 1.105303507351714343e+00
2.989999999999999858e+01 1.083433618879213078e+00
3.010000000000000142e+01 1.076533298911815706e+00
3.030000000000000426e+01 1.058760463424135878e+00
3.050000000000000000e+01 1.036240803642927144e+00
3.070000000000000284e+01 1.020366951721883630e+00
3.089999999999999858e+01 9.881195823598740713e-01
3.110000000000000142e+01 9.884233290813898565e-01
