# r[A]  g(r)
1.000000000000000056e-01 0.000000000000000000e+00
3.000000000000000444e-01 0.000000000000000000e+00
5.000000000000000000e-01 0.000000000000000000e+00
7.000000000000000666e-01 0.000000000000000000e+00
9.000000000000000222e-01 0.000000000000000000e+00
1.100000000000000089e+00 0.000000000000000000e+00
1.300000000000000266e+00 0.000000000000000000e+00
1.500000000000000000e+00 1.837154216729312145e-02
1.700000000000000178e+00 1.430779090448174549e-02
1.899999999999999911e+00 1.603950877041164513e-01
2.100000000000000089e+00 7.035024077656801822e-01
2.300000000000000266e+00 1.329507321073881698e+00
2.500000000000000000e+00 1.866846389357905034e+00
2.700000000000000178e+00 2.100132599124018729e+00
2.900000000000000355e+00 2.780042319879534318e+00
3.100000000000000089e+00 3.767949789165697450e+00
3.300000000000000266e+00 4.085250824042813811e+00
3.500000000000000000e+00 4.557521822460997463e+00
3.700000000000000178e+00 4.988222525170091792e+00
3.900000000000000355e+00 5.850394256341777677e+00
4.099999999999999645e+00 6.748795485022221818e+00
4.300000000000000711e+00 7.062447314989073632e+00
4.500000000000000000e+00 7.450271120976564632e+00
4.700000000000001066e+00 7.845358088233610694e+00
4.900000000000000355e+00 8.388623646553156732e+00
5.099999999999999645e+00 8.660312961647949948e+00
5.300000000000000711e+00 8.727895054301008315e+00
5.500000000000000000e+00 8.704086898950905038e+00
5.700000000000001066e+00 9.111802445261039551e+00
5.900000000000000355e+00 8.987364057207175350e+00
6.099999999999999645e+00 9.163081472091317181e+00
6.300000000000000711e+00 9.239281208649105182e+00
6.500000000000000000e+00 9.230114386277547212e+00
6.700000000000001066e+00 9.303306393960104614e+00
6.900000000000000355e+00 9.270899593375572678e+00
7.099999999999999645e+00 9.442472206164470805e+00
7.300000000000000711e+00 9.452638761849016191e+00
7.500000000000000000e+00 9.487309967742472594e+00
7.700000000000001066e+00 9.539882868762749268e+00
7.900000000000000355e+00 9.635397015138076782e+00
8.100000000000001421e+00 9.800185490325368676e+00
8.300000000000000711e+00 1.001200337041865041e+01
8.500000000000000000e+00 9.945184663376803513e+00
8.699999999999999289e+00 9.976676167775815784e+00
8.900000000000000355e+00 9.999505780693318968e+00
9.100000000000001421e+00 1.006120124536904292e+01
9.300000000000000711e+00 1.007633066978818626e+01
9.500000000000000000e+00 1.015650448183665588e+01
9.700000000000001066e+00 1.011597716733523455e+01
9.900000000000000355e+00 1.004505991900967032e+01
1.010000000000000142e+01 9.996119134357739355e+00
1.030000000000000071e+01 1.000423864107100336e+01
1.050000000000000000e+01 9.937282466432264982e+00
1.070000000000000107e+01 9.878057518314447449e+00
1.090000000000000036e+01 9.848851602833143204e+00
1.110000000000000142e+01 9.709820268290874523e+00
1.130000000000000071e+01 9.729662344752190606e+00
1.150000000000000000e+01 9.603597258258606217e+00
1.170000000000000107e+01 9.565065501996757646e+00
1.190000000000000036e+01 9.604066588415257399e+00
1.210000000000000142e+01 9.422662090079059638e+00
1.230000000000000071e+01 9.447625869739878723e+00
1.250000000000000000e+01 9.356761715851760641e+00
1.270000000000000107e+01 9.347737405924803511e+00
1.290000000000000036e+01 9.202926786231323319e+00
1.310000000000000142e+01 9.211851793651996800e+00
1.330000000000000071e+01 9.190573413354616861e+00
1.350000000000000000e+01 8.954580500368859219e+00
1.370000000000000107e+01 8.869948130011822585e+00
1.390000000000000036e+01 8.853291937630819675e+00
1.410000000000000142e+01 8.769872684417295616e+00
1.430000000000000071e+01 8.645719375813241570e+00
1.450000000000000000e+01 8.476399343754108529e+00
1.470000000000000107e+01 8.326248842455969523e+00
1.490000000000000036e+01 8.289759273486570379e+00
1.510000000000000142e+01 8.117372603978965984e+00
1.530000000000000071e+01 7.984176794758766071e+00
1.550000000000000000e+01 7.840462171445607531e+00
1.570000000000000107e+01 7.713356622677875585e+00
1.590000000000000036e+01 7.560814428432495404e+00
1.610000000000000142e+01 7.480659314090459588e+00
1.630000000000000071e+01 7.240720127672786610e+00
1.650000000000000000e+01 7.152316052627837095e+00
1.670000000000000284e+01 6.909892108535631294e+00
1.689999999999999858e+01 6.841380997651396179e+00
1.710000000000000142e+01 6.719661076833093105e+00
1.730000000000000071e+01 6.473904096880828796e+00
1.750000000000000000e+01 6.391659400204510177e+00
1.770000000000000284e+01 6.223851899335664406e+00
1.789999999999999858e+01 6.136066797618159541e+00
1.810000000000000142e+01 5.981375161175264132e+00
1.830000000000000071e+01 5.798196803596685989e+00
1.850000000000000000e+01 5.636738975634148829e+00
1.870000000000000284e+01 5.562863320973562509e+00
1.889999999999999858e+01 5.391518581093563078e+00
1.910000000000000142e+01 5.224731362357522890e+00
1.930000000000000426e+01 5.121676486801391981e+00
1.950000000000000000e+01 5.001805832373718452e+00
1.970000000000000284e+01 4.836228474407233691e+00
1.989999999999999858e+01 4.740238905725564500e+00
2.010000000000000142e+01 4.587356072018078379e+00
2.030000000000000426e+01 4.488470248567756116e+00
2.050000000000000000e+01 4.381124651610058152e+00
2.070000000000000284e+01 4.203935006740655567e+00
2.089999999999999858e+01 4.078372449284594303e+00
2.110000000000000142e+01 3.963022409702008364e+00
2.130000000000000426e+01 3.868054316541164273e+00
2.150000000000000000e+01 3.722274008203072082e+00
2.170000000000000284e+01 3.636658658351957563e+00
2.189999999999999858e+01 3.539984375060922339e+00
2.210000000000000142e+01 3.422889482989499133e+00
2.230000000000000426e+01 3.310988614884967429e+00
2.250000000000000000e+01 3.226058094437693313e+00
2.270000000000000284e+01 3.139817632587518670e+00
2.289999999999999858e+01 3.037296893963095101e+00
2.310000000000000142e+01 2.931479058368320345e+00
2.330000000000000426e+01 2.837829111853996444e+00
2.350000000000000000e+01 2.777213064361081951e+00
2.370000000000000284e+01 2.687349695107088543e+00
2.389999999999999858e+01 2.599875328001244768e+00
2.410000000000000142e+01 2.547708751775908720e+00
2.430000000000000426e+01 2.468367086513656439e+00
2.450000000000000000e+01 2.389059110258046736e+00
2.470000000000000284e+01 2.339670117894612655e+00
2.489999999999999858e+01 2.274660911719176504e+00
2.510000000000000142e+01 2.219434784102052749e+00
2.530000000000000426e+01 2.189334311258313459e+00
2.550000000000000000e+01 2.132080585492173608e+00
2.570000000000000284e+01 2.053272118147824621e+00
2.589999999999999858e+01 2.029274515786220423e+00
2.610000000000000142e+01 2.006133138018582951e+00
2.630000000000000426e+01 1.976455956243121870e+00
2.650000000000000000e+01 1.920620923020879944e+00
2.670000000000000284e+01 1.880109340468435253e+00
2.689999999999999858e+01 1.875368825336563017e+00
2.710000000000000142e+01 1.835953150602236628e+00
2.730000000000000426e+01 1.814983603844242177e+00
2.750000000000000000e+01 1.801105907654318106e+00
2.770000000000000284e+01 1.763969095278319132e+00
2.789999999999999858e+01 1.740737684848717715e+00
2.810000000000000142e+01 1.721446787687766822e+00
2.830000000000000426e+01 1.719014131851875238e+00
2.850000000000000000e+01 1.702056628555917328e+00
2.870000000000000284e+01 1.665953343148454113e+00
2.889999999999999858e+01 1.636977698534566317e+00
2.910000000000000142e+01 1.644520739207487869e+00
2.930000000000000426e+01 1.642978026905406397e+00
2.950000000000000000e+01 1.632430402209242626e+00
2.970000000000000284e+01 1.613053170724396690e+00
2.989999999999999858e+01 1.616921207421379014e+00
3.010000000000000142e+01 1.593038000691536338e+00
3.030000000000000426e+01 1.582267712310000629e+00
3.050000000000000000e+01 1.588018367735468450e+00
3.070000000000000284e+01 1.574334890679863097e+00
3.089999999999999858e+01 1.571103572415385674e+00
3.110000000000000142e+01 1.554513937583117622e+00
