r,block_1,block_2,block_3,block_4,block_5,block_6,block_7,block_8,block_9,block_10,block_11,block_12,block_13,block_14,block_15,block_16,block_17,block_18,block_19,block_20,block_21,block_22,block_23,block_24,block_25
2.100000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.380980242149457304e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.444470981585808222e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.533237929673698430e-01,4.504122042187313490e-01,7.035024077656801822e-01,5.816285560577817426e-01,3.659602678136693599e-01,4.971765433349953911e-01,3.470823663108890123e-01
2.300000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.605182995788952793e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.821566368380265810e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.820386038950622593e-03,6.023382322380219644e-01,8.136539524572633519e-01,1.329507321073881698e+00,8.681894360168588287e-01,7.510659090645972480e-01,8.055814786331447763e-01,5.709409229471041902e-01
2.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.620691812689721671e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.523045666496397610e-01,6.621583946161779463e-03,0.000000000000000000e+00,1.986244252610004646e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.482484267834290659e-01,1.026492454577206948e+00,1.866846389357905034e+00,1.085807983253343378e+00,8.543074449388177172e-01,1.224790024183068482e+00,8.474146081864686320e-01
2.700000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.135321557642219627e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.179498560119328743e-01,5.677372707038145887e-03,0.000000000000000000e+00,1.135342540492491857e-02,0.000000000000000000e+00,5.677040227419012826e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.675856046550999991e-03,1.124133979517603521e+00,1.254879004829540845e+00,2.100132599124018729e+00,1.623531547082797122e+00,1.254880211448822447e+00,1.538313032102805122e+00,1.033101235797251771e+00
2.900000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.936740995437688906e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.313270559262734782e-01,4.921589335578244531e-03,0.000000000000000000e+00,1.968406876860204213e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.476136161218757382e-02,9.840549152023465515e-03,1.186117995468692010e+00,1.575134068636032003e+00,2.780042319879534318e+00,1.924107902294216466e+00,1.432388920967147206e+00,1.943705623249532666e+00,1.574633325037454457e+00
3.100000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.722665442525087368e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.747502401860479115e-01,4.307243926144056941e-03,0.000000000000000000e+00,1.722697280580840276e-02,0.000000000000000000e+00,4.306991684324825570e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.306250197545232090e-03,0.000000000000000000e+00,1.447252219584887367e+00,2.197008905286755187e+00,3.767949789165697450e+00,2.515125193507973478e+00,1.947154862837892297e+00,2.437496053375501237e+00,1.546030307244316226e+00
3.300000000000000266e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.601234908571540168e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.029412605194069852e-01,7.602259169522323362e-03,0.000000000000000000e+00,2.280412618051629384e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.600505244626968443e-03,7.600228292444064296e-03,1.900588772659674186e+00,2.170755737697484200e+00,4.085250824042813811e+00,2.740281844113906740e+00,2.174559502422801494e+00,2.861776245131622431e+00,2.056051686051714622e+00
3.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.378786137270375911e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.933956047105748643e-01,2.027544855767053969e-02,0.000000000000000000e+00,1.689424291755696472e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.013538539422236678e-02,1.013501607441806909e-02,2.112052539802713458e+00,2.832209747501439168e+00,4.557521822460997463e+00,2.946340927938326359e+00,2.484100436791627065e+00,3.145552400489781242e+00,2.202880323450451705e+00
3.700000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.721123674913655463e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.717501932328950209e-01,6.047756320837130786e-03,0.000000000000000000e+00,4.232937280959836457e-02,0.000000000000000000e+00,6.047402150726777746e-03,0.000000000000000000e+00,0.000000000000000000e+00,6.046361036864875832e-03,3.023070357802723745e-03,2.304224231303544368e+00,2.945679003710113264e+00,4.988222525170091792e+00,3.610072371043443695e+00,2.870073986102465557e+00,3.691543369869775937e+00,2.482170060458181116e+00
3.900000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.177110927363000090e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.253268475184026398e-01,1.088702145749298467e-02,0.000000000000000000e+00,3.265726746622583943e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.360563712721350391e-02,1.088411308488485517e-02,2.686406439804624124e+00,3.370015560552581668e+00,5.850394256341777677e+00,3.888916420044322919e+00,3.037916786653600543e+00,4.008481256065367759e+00,2.909047952556529371e+00
4.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.477448593252088209e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.590732365348604072e-01,1.970196904520137710e-02,0.000000000000000000e+00,2.708705815282841378e-02,0.000000000000000000e+00,7.387805720217765527e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.723524563601173606e-02,1.231044114775336172e-02,2.923316541413362391e+00,3.812876825522525603e+00,6.748795485022221818e+00,4.434867523870988926e+00,3.394153305976846280e+00,4.478992829889787863e+00,3.043422195504334127e+00
4.300000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.477439740665421081e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.784597678091686124e-01,1.343412921737504456e-02,0.000000000000000000e+00,3.582017993651868959e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.954019877231758281e-03,1.566896380839493189e-02,3.168255448561033916e+00,4.196527093902512107e+00,7.062447314989073632e+00,4.674509624986655787e+00,3.741944245799055047e+00,4.835485048806139829e+00,3.317649956836183023e+00
4.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.066265102190395345e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.113238596858802110e-01,2.657787841984746158e-02,0.000000000000000000e+00,6.132643544924887974e-02,0.000000000000000000e+00,4.088664916916659453e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.087961017024511340e-03,1.226343617167899823e-02,3.385655538047994018e+00,4.285785294520174205e+00,7.450271120976564632e+00,5.006255797351860437e+00,3.936137702675090555e+00,5.345356487407998181e+00,3.777487295766690512e+00
4.700000000000001066e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.873931478667149875e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.897365528900980536e-01,2.436439186466398191e-02,0.000000000000000000e+00,6.933674615880361380e-02,0.000000000000000000e+00,3.748148466382856137e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.686376435236631999e-02,2.248419981264980494e-02,3.819635164226788060e+00,4.699251962233135238e+00,7.845358088233610694e+00,5.531919731215865887e+00,4.155664785740391665e+00,5.336791442631940718e+00,3.993188030850523873e+00
4.900000000000000355e+00,0.000000000000000000e+00,3.449181018137532223e-03,2.413740279962288404e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.811643607822367219e-01,1.379466016990508331e-02,0.000000000000000000e+00,5.517222606546551972e-02,0.000000000000000000e+00,8.621157702382607757e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.585902048109491036e-02,2.413420633230859216e-02,3.762541034411748253e+00,5.111653328749446779e+00,8.388623646553156732e+00,5.720640994419862402e+00,4.349393417987615251e+00,5.996234648099375342e+00,4.248012735346752500e+00
5.099999999999999645e+00,0.000000000000000000e+00,3.183995393985479018e-03,3.660553694694202581e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.545343300785494201e-01,2.069287407470440585e-02,0.000000000000000000e+00,4.615566048137471900e-02,3.183735775673343735e-03,1.273333061772712396e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.864506153959102408e-02,1.750467751517037485e-02,4.162503727619296434e+00,5.220126809292204406e+00,8.660312961647949948e+00,5.995430540927394247e+00,4.772782928434876837e+00,6.375532005750295106e+00,4.483202925348935608e+00
5.300000000000000711e+00,0.000000000000000000e+00,5.896511640878654946e-03,5.894835235218738589e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.519639820993689661e-01,2.358251824015085429e-02,0.000000000000000000e+00,7.516053832966075599e-02,2.948015423986088436e-03,8.842926448215090995e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.978631827034316559e-02,2.652324567363129396e-02,4.166788765137509287e+00,5.402643975644738639e+00,8.727895054301008315e+00,6.283978427997735317e+00,4.907344908225504732e+00,6.557800946577726720e+00,4.555051471957863640e+00
5.500000000000000000e+00,0.000000000000000000e+00,5.475517861318348299e-03,3.831772802302389064e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.650486134762740420e-01,1.505542158583011644e-02,0.000000000000000000e+00,8.347945030544950962e-02,1.368767848906718909e-03,1.505453990673433738e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.105076763900547543e-02,3.147110838327816379e-02,4.336016125490555595e+00,5.584992228159547878e+00,8.704086898950905038e+00,6.548313624616337592e+00,4.925201313460983776e+00,6.860029186537068391e+00,4.900367428136294556e+00
5.700000000000001066e+00,0.000000000000000000e+00,1.019610178689480187e-02,4.969186456541126867e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.404999236036185595e-01,3.568101780098325432e-02,0.000000000000000000e+00,9.046634847170059723e-02,1.274408801464645830e-03,6.371237185880586178e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.968709450339529182e-02,4.841130233221542511e-02,4.633493488000074656e+00,5.949387054062330371e+00,9.111802445261039551e+00,6.907261580147697089e+00,5.137532620954031515e+00,6.896762213229540528e+00,5.174117413454734304e+00
5.900000000000000355e+00,0.000000000000000000e+00,1.070619975545600289e-02,6.302969605056635283e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.991492028257074054e-01,3.211379452709567373e-02,0.000000000000000000e+00,8.919461456090521656e-02,3.568442262546181205e-03,9.514641147141218377e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.518676480748559654e-02,5.588685679846050469e-02,4.732681507069565363e+00,5.945471284172821669e+00,8.987364057207175350e+00,7.003525392277346384e+00,5.425634374057382026e+00,7.211325111880175776e+00,5.384660987206321359e+00
6.099999999999999645e+00,0.000000000000000000e+00,1.224144126662885662e-02,5.896472102759867800e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.959123794497739546e-01,3.560613825295438212e-02,0.000000000000000000e+00,1.012431845899225136e-01,4.451070224535067302e-03,2.559041314982392346e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.894714484662305437e-02,6.451888532170439727e-02,5.063924367662984594e+00,5.953753522040639012e+00,9.163081472091317181e+00,7.091436979458000778e+00,5.526424003689952791e+00,7.492737508085659748e+00,5.709336370702901675e+00
6.300000000000000711e+00,0.000000000000000000e+00,1.773657629027817692e-02,7.509826037316287561e-02,1.042853368515571193e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.080783865607240379e+00,4.277004961395515503e-02,0.000000000000000000e+00,8.970235772564293109e-02,3.129728836919057084e-03,1.668977362121975075e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.527535733919919370e-02,7.613120853034194280e-02,5.200277743302530453e+00,6.197328485070376480e+00,9.239281208649105182e+00,7.230390352087140649e+00,5.650633560446275183e+00,7.932007907116406464e+00,6.082715442424440511e+00
6.500000000000000000e+00,0.000000000000000000e+00,1.274150760139690884e-02,6.858861224695579628e-02,1.959340156560969003e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.101544392508365888e+00,5.193837556003245981e-02,0.000000000000000000e+00,1.215020729512854558e-01,4.900180260601677898e-03,1.763841529793865048e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.466305519103421329e-02,7.249835943587609743e-02,5.344820273078031647e+00,6.331508360896869192e+00,9.230114386277547212e+00,7.691825846317334126e+00,5.858121031135615553e+00,8.126518840472080285e+00,6.317737963454534977e+00
6.700000000000001066e+00,0.000000000000000000e+00,2.121702187619699254e-02,8.392174216625612748e-02,1.844119084093175966e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.208331538898930635e+00,5.626281411218954365e-02,0.000000000000000000e+00,1.337239287186845205e-01,5.534423966443748934e-03,2.121260561364975497e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.284814523373311923e-02,1.041967146104438718e-01,5.553486525185777012e+00,6.455467925797012896e+00,9.303306393960104614e+00,7.864771338159346037e+00,6.197181369750214941e+00,8.406669131318091459e+00,6.607419759176111462e+00
6.900000000000000355e+00,0.000000000000000000e+00,2.348408364169330201e-02,9.390962803034447193e-02,1.738770360162905518e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.172351852369962533e+00,6.000590257119618048e-02,0.000000000000000000e+00,1.252151515395028281e-01,6.957679639696119460e-03,2.782719466276750708e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.825051115057722606e-02,1.225880003646991206e-01,5.646713643247486480e+00,6.549407788206483616e+00,9.270899593375572678e+00,8.157203762066927766e+00,6.349365581128411762e+00,8.562031917251267998e+00,6.889908209407016315e+00
7.099999999999999645e+00,0.000000000000000000e+00,2.793006485911563724e-02,1.116884968475535117e-01,4.105493887954052290e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.282195232286153175e+00,6.899336713646882224e-02,0.000000000000000000e+00,1.379706930720681901e-01,5.749838599361386214e-03,3.860117090894348707e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.965253109381666141e-02,1.576569969407489724e-01,5.824263562190737709e+00,6.680171288448409683e+00,9.442472206164470805e+00,8.205108091743781529e+00,6.547099896996495971e+00,9.030884801241489512e+00,7.301343020550887353e+00
7.300000000000000711e+00,0.000000000000000000e+00,2.952902808597641579e-02,1.025453562021502452e-01,6.990535477267383578e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.353542617219677391e+00,5.594136769927209735e-02,0.000000000000000000e+00,1.343990492235991041e-01,8.547179569893125980e-03,3.729206109860238455e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.942837583964346526e-02,1.413695703923789904e-01,6.058060380069679063e+00,6.745008212913614187e+00,9.452638761849016191e+00,8.328814179517726402e+00,6.699944323810881563e+00,9.109163479710630895e+00,7.646314486939299826e+00
7.500000000000000000e+00,0.000000000000000000e+00,3.018380843331263524e-02,1.265887573230747853e-01,4.415133175734799881e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.472229587804143713e-03,1.404516278074991353e+00,7.876059425698871130e-02,0.000000000000000000e+00,1.597108606469757885e-01,8.833565060448472436e-03,4.416223281912582538e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.198881229053421094e-02,1.692532470292914815e-01,6.217012825912721752e+00,6.835484275759332817e+00,9.487309967742472594e+00,8.558839261516855146e+00,6.977574826151922593e+00,9.360654087297591630e+00,7.890873785607903201e+00
7.700000000000001066e+00,0.000000000000000000e+00,3.701761588984487511e-02,1.256844620704441196e-01,1.117004534498172198e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.442849787090805691e+00,7.542083877692504212e-02,0.000000000000000000e+00,1.522206617759925273e-01,1.326938401938780425e-02,3.770821098212342320e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.138033375232985617e-01,2.122389813961936544e-01,6.389203336374526643e+00,7.017237550713180561e+00,9.539882868762749268e+00,8.683516003385920001e+00,7.154138881783185688e+00,9.643888820004667295e+00,8.097246251025858044e+00
7.900000000000000355e+00,0.000000000000000000e+00,4.379303043173848886e-02,1.406285292783838736e-01,1.127489128972544372e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.544551049238919616e+00,6.368942439478499085e-02,0.000000000000000000e+00,1.877292892659464529e-01,1.393300987664100599e-02,4.975444890618801325e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.207166766550487880e-01,2.354552673359348869e-01,6.573362280761122278e+00,7.213196453982737566e+00,9.635397015138076782e+00,8.951921658192469877e+00,7.253678544479464030e+00,9.640052234924684882e+00,8.369715605204946840e+00
8.100000000000001421e+00,0.000000000000000000e+00,4.481306908862637411e-02,1.520687207674257524e-01,1.577207111395471581e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.563257689195832523e+00,9.466133521895518654e-02,0.000000000000000000e+00,1.836216415037317806e-01,1.388460749476231638e-02,5.994866803857509807e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.369118039336176540e-01,2.397446530859758673e-01,6.738078857178010139e+00,7.334779154600014728e+00,9.800185490325368676e+00,9.068717399873678531e+00,7.485635007192644075e+00,1.021352735486702556e+01,8.745809590959083835e+00
8.300000000000000711e+00,0.000000000000000000e+00,4.688736704721536280e-02,1.580496367369536859e-01,1.922709179374254909e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.202116630722994050e-03,1.677564808008002117e+00,9.376070598741645390e-02,0.000000000000000000e+00,2.019226593789402169e-01,1.923427442876318380e-02,7.452337614580571701e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.364023710241219767e-01,2.727948014105646135e-01,6.857239690359236306e+00,7.290337475909405285e+00,1.001200337041865041e+01,9.271568124969538971e+00,7.673857000883243629e+00,1.044237040821166929e+01,8.920132460504246907e+00
8.500000000000000000e+00,0.000000000000000000e+00,5.502395287985848565e-02,1.621599118329710154e-01,2.005168974579819505e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.865536367847257120e-03,1.720479367760462841e+00,9.856983461320892315e-02,0.000000000000000000e+00,2.257674420020870099e-01,1.432798601757408023e-02,7.334999973481662328e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.432370544579316674e-01,3.231310199685114015e-01,7.033504907768332259e+00,7.415003033534155463e+00,9.945184663376803513e+00,9.334920372851994941e+00,7.718786571086821091e+00,1.028967294280596256e+01,9.085175174808526322e+00
8.699999999999999289e+00,5.470481937968762901e-04,4.869348037839010823e-02,1.936246219647023148e-01,3.499960658737603925e-02,5.470486624246001560e-04,0.000000000000000000e+00,5.468972228700841147e-04,2.188246126808404517e-03,1.725443436190871260e+00,1.077660746059046215e-01,0.000000000000000000e+00,2.187889271267887681e-01,1.969463325173433782e-02,7.767455040065916749e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.602445434176534289e-01,3.199305188684301582e-01,7.247223198583579773e+00,7.510784168499244906e+00,9.976676167775815784e+00,9.507971275930138688e+00,7.843437162972951349e+00,1.056370069193052963e+01,9.295250412594766587e+00
