# r[A]  g(r)
1.000000000000000056e-01 0.000000000000000000e+00
3.000000000000000444e-01 0.000000000000000000e+00
5.000000000000000000e-01 0.000000000000000000e+00
7.000000000000000666e-01 0.000000000000000000e+00
9.000000000000000222e-01 0.000000000000000000e+00
1.100000000000000089e+00 0.000000000000000000e+00
1.300000000000000266e+00 0.000000000000000000e+00
1.500000000000000000e+00 0.000000000000000000e+00
1.700000000000000178e+00 2.861885715105188036e-02
1.899999999999999911e+00 1.374972398917695959e-01
2.100000000000000089e+00 5.816285560577817426e-01
2.300000000000000266e+00 8.681894360168588287e-01
2.500000000000000000e+00 1.085807983253343378e+00
2.700000000000000178e+00 1.623531547082797122e+00
2.900000000000000355e+00 1.924107902294216466e+00
3.100000000000000089e+00 2.515125193507973478e+00
3.300000000000000266e+00 2.740281844113906740e+00
3.500000000000000000e+00 2.946340927938326359e+00
3.700000000000000178e+00 3.610072371043443695e+00
3.900000000000000355e+00 3.888916420044322919e+00
4.099999999999999645e+00 4.434867523870988926e+00
4.300000000000000711e+00 4.674509624986655787e+00
4.500000000000000000e+00 5.006255797351860437e+00
4.700000000000001066e+00 5.531919731215865887e+00
4.900000000000000355e+00 5.720640994419862402e+00
5.099999999999999645e+00 5.995430540927394247e+00
5.300000000000000711e+00 6.283978427997735317e+00
5.500000000000000000e+00 6.548313624616337592e+00
5.700000000000001066e+00 6.907261580147697089e+00
5.900000000000000355e+00 7.003525392277346384e+00
6.099999999999999645e+00 7.091436979458000778e+00
6.300000000000000711e+00 7.230390352087140649e+00
6.500000000000000000e+00 7.691825846317334126e+00
6.700000000000001066e+00 7.864771338159346037e+00
6.900000000000000355e+00 8.157203762066927766e+00
7.099999999999999645e+00 8.205108091743781529e+00
7.300000000000000711e+00 8.328814179517726402e+00
7.500000000000000000e+00 8.558839261516855146e+00
7.700000000000001066e+00 8.683516003385920001e+00
7.900000000000000355e+00 8.951921658192469877e+00
8.100000000000001421e+00 9.068717399873678531e+00
8.300000000000000711e+00 9.271568124969538971e+00
8.500000000000000000e+00 9.334920372851994941e+00
8.699999999999999289e+00 9.507971275930138688e+00
8.900000000000000355e+00 9.571020630917686844e+00
9.100000000000001421e+00 9.554410758813700610e+00
9.300000000000000711e+00 9.722787971336547486e+00
9.500000000000000000e+00 9.779214425609984218e+00
9.700000000000001066e+00 9.893610291907656062e+00
9.900000000000000355e+00 9.671530789873184375e+00
1.010000000000000142e+01 9.737114475667443259e+00
1.030000000000000071e+01 9.879726191342268038e+00
1.050000000000000000e+01 9.800980846922923817e+00
1.070000000000000107e+01 9.759856825899381860e+00
1.090000000000000036e+01 9.820359622607755412e+00
1.110000000000000142e+01 9.743861458043779677e+00
1.130000000000000071e+01 9.715861445405028718e+00
1.150000000000000000e+01 9.669810950848237496e+00
1.170000000000000107e+01 9.781497220293807970e+00
1.190000000000000036e+01 9.745790597838206892e+00
1.210000000000000142e+01 9.574459379301025308e+00
1.230000000000000071e+01 9.691711533223724473e+00
1.250000000000000000e+01 9.598952485212901564e+00
1.270000000000000107e+01 9.658372205956474943e+00
1.290000000000000036e+01 9.571442748674559908e+00
1.310000000000000142e+01 9.436063672812961656e+00
1.330000000000000071e+01 9.296713974622571541e+00
1.350000000000000000e+01 9.288632294268435174e+00
1.370000000000000107e+01 9.148236136596922918e+00
1.390000000000000036e+01 9.121299414798716754e+00
1.410000000000000142e+01 9.053673632530029991e+00
1.430000000000000071e+01 8.949388320877764258e+00
1.450000000000000000e+01 8.784556296890379201e+00
1.470000000000000107e+01 8.674751371768842034e+00
1.490000000000000036e+01 8.570247718627234335e+00
1.510000000000000142e+01 8.396840633010697275e+00
1.530000000000000071e+01 8.222791651155613835e+00
1.550000000000000000e+01 8.076757196052591681e+00
1.570000000000000107e+01 7.987012637760621203e+00
1.590000000000000036e+01 7.889373376553669992e+00
1.610000000000000142e+01 7.669827218903175314e+00
1.630000000000000071e+01 7.532787816980956563e+00
1.650000000000000000e+01 7.371357172295357252e+00
1.670000000000000284e+01 7.254198234902174747e+00
1.689999999999999858e+01 7.083519185819926456e+00
1.710000000000000142e+01 6.920634324812378502e+00
1.730000000000000071e+01 6.801386083918274039e+00
1.750000000000000000e+01 6.644517651778532041e+00
1.770000000000000284e+01 6.516485272581387100e+00
1.789999999999999858e+01 6.297382360256873035e+00
1.810000000000000142e+01 6.219264585965457393e+00
1.830000000000000071e+01 6.060332130014897345e+00
1.850000000000000000e+01 5.893474931525092053e+00
1.870000000000000284e+01 5.714335293129775728e+00
1.889999999999999858e+01 5.565178245630725051e+00
1.910000000000000142e+01 5.371388480760209916e+00
1.930000000000000426e+01 5.279648501565489482e+00
1.950000000000000000e+01 5.093837459433976811e+00
1.970000000000000284e+01 4.908151207919323689e+00
1.989999999999999858e+01 4.808109645496498885e+00
2.010000000000000142e+01 4.644038364024018151e+00
2.030000000000000426e+01 4.493103162771022063e+00
2.050000000000000000e+01 4.340150609764604539e+00
2.070000000000000284e+01 4.197072906202295783e+00
2.089999999999999858e+01 4.042063928265863026e+00
2.110000000000000142e+01 3.923209831556661698e+00
2.130000000000000426e+01 3.823508163847954222e+00
2.150000000000000000e+01 3.666990324739773932e+00
2.170000000000000284e+01 3.569286945439733127e+00
2.189999999999999858e+01 3.484020255091213158e+00
2.210000000000000142e+01 3.377506408763741863e+00
2.230000000000000426e+01 3.252506604197020312e+00
2.250000000000000000e+01 3.159285078889317866e+00
2.270000000000000284e+01 3.040788561845685134e+00
2.289999999999999858e+01 2.987827678005882781e+00
2.310000000000000142e+01 2.893408577125897718e+00
2.330000000000000426e+01 2.810394685874856968e+00
2.350000000000000000e+01 2.758488787819982857e+00
2.370000000000000284e+01 2.677264297108640001e+00
2.389999999999999858e+01 2.623221775032786862e+00
2.410000000000000142e+01 2.529181728094985537e+00
2.430000000000000426e+01 2.461147400438293165e+00
2.450000000000000000e+01 2.412576841313666343e+00
2.470000000000000284e+01 2.350727920772774482e+00
2.489999999999999858e+01 2.291682019838597206e+00
2.510000000000000142e+01 2.252546813241523171e+00
2.530000000000000426e+01 2.201615588940446955e+00
2.550000000000000000e+01 2.139264706757865397e+00
2.570000000000000284e+01 2.107916299289421147e+00
2.589999999999999858e+01 2.082955464689786762e+00
2.610000000000000142e+01 2.023744916670344729e+00
2.630000000000000426e+01 1.971115580223991692e+00
2.650000000000000000e+01 1.946368643288364009e+00
2.670000000000000284e+01 1.919467717945394947e+00
2.689999999999999858e+01 1.880389587794986994e+00
2.710000000000000142e+01 1.851271573195784947e+00
2.730000000000000426e+01 1.825135013671797646e+00
2.750000000000000000e+01 1.812042304755534960e+00
2.770000000000000284e+01 1.799621690473091951e+00
2.789999999999999858e+01 1.746096128247023538e+00
2.810000000000000142e+01 1.727935807556435721e+00
2.830000000000000426e+01 1.713214304284672140e+00
2.850000000000000000e+01 1.692210017950367407e+00
2.870000000000000284e+01 1.674186234320459654e+00
2.889999999999999858e+01 1.666560376588706260e+00
2.910000000000000142e+01 1.642655529559785332e+00
2.930000000000000426e+01 1.632797430414582252e+00
2.950000000000000000e+01 1.618344872944979418e+00
2.970000000000000284e+01 1.615115241570753257e+00
2.989999999999999858e+01 1.607056964442807212e+00
3.010000000000000142e+01 1.577317839512128117e+00
3.030000000000000426e+01 1.560622560564215000e+00
3.050000000000000000e+01 1.547254521648739667e+00
3.070000000000000284e+01 1.534672297410605513e+00
3.089999999999999858e+01 1.520810848740900445e+00
3.110000000000000142e+01 1.507520324496653297e+00
