frame,CHI_NAP_COM_distance,CHI_PAR_COM_distance
773,17.10438183541814,25.878828855859158
774,21.377619030761906,25.286689971293963
775,32.68151325829154,33.86848227328454
776,18.38200434717422,30.918484081781852
777,21.419338581698184,34.59355251748638
778,27.9085513759053,32.99446893650138
779,19.86268232016931,34.019815951980426
780,19.514868691109157,26.92689906460785
781,19.60998257799408,26.352144123098398
782,19.97647372897541,26.594504807139394
783,25.943894448327743,29.01035799335341
784,26.620247485006775,25.578344921426577
785,27.18657874668288,29.314885907710924
786,29.09847774410786,28.79141377993816
787,15.541842794969767,25.805335686272727
788,19.42010515477621,17.779780350973418
789,23.687314887177077,25.437967684245315
790,21.65469599030858,26.950790173193084
791,23.827332375105506,30.933185553303762
792,22.460876501595216,31.47959374644525
793,24.08020445391112,34.64006083377563
794,29.28985870944561,32.77251016320499
795,22.475604158473725,22.726385781274544
796,17.787728250210115,22.65088580858335
797,15.928105200695558,28.700757825117023
798,15.46380469518659,31.67457461864441
799,18.50818930285361,30.209771514132168
800,11.618183183604527,28.09737991200453
801,23.113323991539826,29.786045741951433
802,23.07173674957443,30.936147870201705
803,18.67412407536882,27.293349270963795
804,22.863715506385304,27.076470484783837
805,22.55497267057632,30.357639216382484
806,22.26906162324559,30.955764997647577
807,20.00079529134514,27.465976776757685
808,12.06796946350426,28.749303044097985
809,16.167803667248766,22.668981814903958
810,20.17994099220146,26.1373594872494
811,16.529112272571254,26.933203089039274
812,15.725915979520815,27.62304628123344
813,16.141994548298012,26.484217957124393
814,20.91515877849979,25.79422683250865
815,24.23985965191546,28.431432059820406
816,27.764977900936344,28.29577614498333
817,19.453405904075147,30.131583560756635
818,25.097540574279932,26.96492722894289
819,20.383959290388468,19.082669556499766
820,13.725868540204381,24.85241064441408
821,14.328783735717,25.21018894248938
822,18.610063408733637,26.128393856053947
823,15.9108435598539,19.097667378928637
824,23.84788313302392,18.930448181312194
825,18.989028306361803,18.64016715111776
826,18.98990128083667,27.036512405518632
827,13.023506988200335,29.792371407256024
828,22.368458219267108,30.083646725564723
829,26.9249261976563,29.479396519926492
830,18.906996824379206,29.876210602538265
831,25.529615504918734,30.14191437315262
832,26.832822572894383,30.91464140978442
833,30.105144442110085,29.767777346464975
834,29.712569198993123,29.05352045581174
835,28.378532746663883,29.455117586151655
836,27.302730838480894,29.744261729243878
837,22.974980374555074,29.64121346059985
838,19.58461653207405,26.38551415346297
839,6.72283311141296,33.873422924005496
840,7.134792191227629,17.32740845214545
841,10.252130188031458,9.27315113946411
842,9.011578689018672,9.063049404919582
843,15.620620669102717,10.214850096831016
844,14.030010338123915,18.97883221682375
845,18.976022509433694,10.142034607215246
846,19.166724907008895,14.184119932773585
847,12.581104395995522,8.140543403833473
848,13.167214736045114,20.072405385943153
849,15.518367884545029,23.407465656416676
850,16.907521250571243,15.482711467080646
851,19.307876376634045,16.585999630440146
852,15.565521202097191,21.127499335843858
853,18.393183333046743,21.038009994647123
854,10.709297869189577,20.21577741160785
855,10.447938157380715,15.185551124667171
856,24.780805661800727,22.938999605251155
857,23.396680242505898,21.167231222428537
858,21.329655676396126,15.708827978625699
859,14.45827557475293,13.009994800441222
860,16.219844577026937,19.97012057028706
861,20.703215097781587,22.858948058290757
862,12.06973538199842,19.61205834657829
863,5.7191327197522694,12.803200611569316
864,10.512894382421965,13.821998673150599
865,14.784691817621864,21.641078538866218
866,14.572738067133303,25.65430813899357
867,13.25356203753554,21.571304922622115
868,16.424089518303642,23.232872018678787
869,9.283543524229078,14.598339369427343
870,7.040756619469886,12.121863100989213
871,2.5580432373409066,15.855122502600869
872,14.715247390555248,24.546429689334847
873,12.755619208525863,9.823617261603136
874,5.95900791685763,7.213280209412987
875,19.72400926304613,29.76559239435161
876,12.078789535859697,22.06304617402937
877,14.433679992099632,19.725053990121612
878,5.367572249766883,29.223328883659146
879,4.741717081780291,11.322602283823091
880,17.56501818499832,22.776754300460134
881,11.844679096442757,30.478430280492333
882,29.205668263424993,27.767106128221364
883,24.197365641465172,27.132447694233964
884,8.638279996548908,28.58298448187283
885,24.976195377932058,28.41822044408953
886,24.232611700468304,27.575800155220875
887,24.350987641954283,28.05923654312954
888,31.159746086689438,25.96029302406333
889,32.21027353083005,25.496901168395087
890,32.37394582697015,25.017540539654334
891,28.316726223614957,25.898372249251416
892,33.08163442125353,24.92205045862785
893,32.95784585624294,27.205209708377005
894,31.342398261977255,26.71777227713061
895,33.56965249504621,27.791506314369624
896,31.246920532220987,25.11170729327823
897,28.96605058287442,24.12121710535462
898,32.926488277997365,27.498586595305248
899,22.118782242056323,28.850527585176575
900,29.93807427145943,28.201350205171714
901,34.183161985103695,28.576790401050058
902,31.28737346988554,26.90353193894408
903,28.81904484256866,29.098026250040935
904,29.492405092255233,28.337936435565336
905,26.850948659837552,30.32688572593846
906,34.387946401150955,30.760375434706667
907,31.705266097168646,27.907074150506645
908,30.94056810677514,30.637944052457566
909,33.42865699612204,29.611096866368047
910,32.66663387471516,29.561274509518565
911,32.15265636407654,28.52985218947592
912,30.81931978370334,28.34199562728569
913,25.11936906573094,31.43560389929174
914,25.033288835316323,27.2603225754675
915,17.71606124593797,27.422663573929647
916,17.577890979514937,22.97978274283544
917,13.974749299071192,27.78885433689066
918,16.798165847411195,26.137789569530476
919,13.113130945331482,19.275226495431465
920,14.75770903442577,21.11334739616521
921,15.14554497709046,17.732942329455266
922,26.247329497464833,20.868965778716184
923,15.331720103675552,17.287686193514865
924,20.656082986431606,14.532261411001262
925,19.729775723119182,18.94658410113054
926,25.56587153105213,18.07507037359897
927,27.43640923388251,21.616296189585366
928,26.121159663380528,29.35941738586312
929,21.53841833614845,25.07264156689812
930,21.68762665220729,24.888777630941824
931,27.48520839418493,25.209074938259874
932,25.745655524170857,29.03786359133188
933,28.169972237688807,26.153819036645558
934,23.077811262245152,26.317331532378905
935,19.15890953885667,27.183003031522745
936,20.86858341670783,25.07865772831079
937,24.039443019691046,22.83989319924531
938,25.151877296563615,23.527791218171217
939,24.268008986546246,24.448812338545935
940,25.491029292042036,24.742512355498967
941,21.385910220876422,25.412577054557417
942,17.792678511396385,27.354422878116278
943,25.320633017955146,24.52146113018471
944,25.349613170935612,24.371397826669206
945,24.378567726863736,21.97239172261372
946,22.689190281092078,20.82892483874014
947,19.556986092658043,16.47014197989077
948,19.573578993056234,18.324590276712225
949,18.705442258799955,17.180669820687307
950,21.34172716782744,19.316598160329473
951,21.470366589257026,19.13551967813593
952,21.154934914611218,19.20924208458657
953,20.38863087162694,18.201468226987263
954,18.730496349809943,16.363818455642523
955,17.77096849525009,16.72380778818408
956,19.447727493288564,19.712808868486338
957,21.756390194071116,19.538164928222184
958,21.36818760600932,19.08831745242071
959,20.17864775471481,19.937408430223186
960,20.4099551099394,19.36476209184623
961,18.412779085571813,17.423869544768145
962,18.748851388803864,16.622693440112144
963,21.742072045588582,18.94891348820975
964,22.357944704884684,19.30980245330148
965,23.115394512284354,19.925821809301407
966,21.631228900462624,18.83539521670543
967,22.114004765737143,18.48302200446491
968,23.39868372942021,20.581377561897895
969,21.19107569334508,19.974095033529476
970,20.4202484321098,19.603152452038493
971,20.389660427503227,19.63763462249984
972,20.587117501865038,20.808221996963624
973,18.82309559434242,18.51138850280931
974,17.370235277858708,17.67682264127752
975,17.385647721550004,15.575765185287304
976,17.866068787498676,16.982793130024433
977,19.060019781406723,18.34715013226601
978,20.425824007712155,19.485770390810128
979,20.876008175731567,19.742251066811992
980,21.57601360782491,19.156022950965752
981,22.150071955423446,20.061994699218317
982,22.79190036840938,20.795809378427638
983,23.26185386466482,21.607091419660975
984,20.87605465195809,18.872724511571615
985,22.373550384328347,20.09518332684527
986,23.54779424402832,20.530613616663675
987,24.455600582616363,20.68855695837918
988,22.602322544002277,18.765601592194024
989,24.803150927062866,20.738198910643877
990,26.558890079351148,22.7635777708567
991,26.73397526671739,23.739768664723723
992,26.228375799309593,22.873844334211153
993,26.210840314996346,23.687070865865216
994,27.709633677837747,24.54507068160538
995,27.61943704624731,24.70709334650247
996,27.276043896023968,24.29791629398835
997,27.497615273845152,25.462131113557373
998,27.652486816379863,26.916141640479033
999,26.589640428180672,26.170005649663047
