# r[A]  g(r)
1.000000000000000056e-01 0.000000000000000000e+00
3.000000000000000444e-01 0.000000000000000000e+00
5.000000000000000000e-01 0.000000000000000000e+00
7.000000000000000666e-01 0.000000000000000000e+00
9.000000000000000222e-01 0.000000000000000000e+00
1.100000000000000089e+00 0.000000000000000000e+00
1.300000000000000266e+00 0.000000000000000000e+00
1.500000000000000000e+00 6.678004280893591778e-04
1.700000000000000178e+00 8.217330428959480904e-02
1.899999999999999911e+00 1.561691960522625933e-01
2.100000000000000089e+00 1.254738496185298646e-01
2.300000000000000266e+00 1.120054390548061440e-01
2.500000000000000000e+00 2.266790885948188339e-01
2.700000000000000178e+00 5.096159647117750602e-01
2.900000000000000355e+00 5.986317552230584482e-01
3.100000000000000089e+00 6.427129906479877031e-01
3.300000000000000266e+00 7.383445112549065215e-01
3.500000000000000000e+00 8.094111784980935198e-01
3.700000000000000178e+00 8.498986157083582293e-01
3.900000000000000355e+00 8.476734391013701631e-01
4.099999999999999645e+00 8.523887278618526020e-01
4.300000000000000711e+00 8.651925089161721649e-01
4.500000000000000000e+00 9.373403317518336220e-01
4.700000000000001066e+00 9.727470402301168217e-01
4.900000000000000355e+00 9.905960962037707596e-01
5.099999999999999645e+00 1.016071529357684078e+00
5.300000000000000711e+00 1.052361877932370460e+00
5.500000000000000000e+00 1.077550291814724392e+00
5.700000000000001066e+00 1.089033702303832341e+00
5.900000000000000355e+00 1.091280276502216928e+00
6.099999999999999645e+00 1.091017214689053327e+00
6.300000000000000711e+00 1.107694276019469681e+00
6.500000000000000000e+00 1.122564090455345331e+00
6.700000000000001066e+00 1.151040413543058083e+00
6.900000000000000355e+00 1.169952501825082702e+00
7.099999999999999645e+00 1.187146048079588123e+00
7.300000000000000711e+00 1.208687531739400578e+00
7.500000000000000000e+00 1.215546990690836715e+00
7.700000000000001066e+00 1.230274447620968603e+00
7.900000000000000355e+00 1.225890133680998861e+00
8.100000000000001421e+00 1.234744264355940757e+00
8.300000000000000711e+00 1.238579677126914413e+00
8.500000000000000000e+00 1.246939165941694627e+00
8.699999999999999289e+00 1.245337458981759848e+00
8.900000000000000355e+00 1.247975795630850149e+00
9.100000000000001421e+00 1.266116818366393115e+00
9.300000000000000711e+00 1.269851286976257265e+00
9.500000000000000000e+00 1.273769580554559910e+00
9.700000000000001066e+00 1.272002446640755347e+00
9.900000000000000355e+00 1.274311293885753704e+00
1.010000000000000142e+01 1.279955301019822356e+00
1.030000000000000071e+01 1.271439141603486034e+00
1.050000000000000000e+01 1.277158748718383308e+00
1.070000000000000107e+01 1.285614357103627592e+00
1.090000000000000036e+01 1.283488966213407245e+00
1.110000000000000142e+01 1.288081591218349420e+00
1.130000000000000071e+01 1.285325741168505065e+00
1.150000000000000000e+01 1.288477602117426679e+00
1.170000000000000107e+01 1.288773977285603500e+00
1.190000000000000036e+01 1.295729001977746764e+00
1.210000000000000142e+01 1.300115786532037632e+00
1.230000000000000071e+01 1.292136211659592915e+00
1.250000000000000000e+01 1.301399661543265474e+00
1.270000000000000107e+01 1.297277712359197865e+00
1.290000000000000036e+01 1.306293133409136997e+00
1.310000000000000142e+01 1.305038311437216825e+00
1.330000000000000071e+01 1.309375431859728600e+00
1.350000000000000000e+01 1.301053017644589582e+00
1.370000000000000107e+01 1.306003592053909035e+00
1.390000000000000036e+01 1.306074961880412166e+00
1.410000000000000142e+01 1.308674583991898954e+00
1.430000000000000071e+01 1.308970523452556600e+00
1.450000000000000000e+01 1.310491449975310640e+00
1.470000000000000107e+01 1.314467755989905173e+00
1.490000000000000036e+01 1.312601827081843808e+00
1.510000000000000142e+01 1.310181523551424698e+00
1.530000000000000071e+01 1.316919826706072660e+00
1.550000000000000000e+01 1.314840523740619105e+00
1.570000000000000107e+01 1.310381790409774982e+00
1.590000000000000036e+01 1.311491573701832891e+00
1.610000000000000142e+01 1.317686073180752038e+00
1.630000000000000071e+01 1.316630759640058823e+00
1.650000000000000000e+01 1.315786292911066413e+00
1.670000000000000284e+01 1.316417261656214199e+00
1.689999999999999858e+01 1.322387473402776958e+00
1.710000000000000142e+01 1.315003943390136598e+00
1.730000000000000071e+01 1.318788154092603859e+00
1.750000000000000000e+01 1.318342246221034797e+00
1.770000000000000284e+01 1.318295284273078405e+00
1.789999999999999858e+01 1.322847732652405073e+00
1.810000000000000142e+01 1.322386066575234720e+00
1.830000000000000071e+01 1.322468715101269288e+00
1.850000000000000000e+01 1.319499578826824671e+00
1.870000000000000284e+01 1.322271048350552869e+00
1.889999999999999858e+01 1.320430412591684144e+00
1.910000000000000142e+01 1.318933352186103303e+00
1.930000000000000426e+01 1.324494051664637961e+00
1.950000000000000000e+01 1.323416489757961223e+00
1.970000000000000284e+01 1.326126381681768329e+00
1.989999999999999858e+01 1.325922258034651913e+00
2.010000000000000142e+01 1.324841623995267836e+00
2.030000000000000426e+01 1.328183425028508280e+00
2.050000000000000000e+01 1.320931260296867027e+00
2.070000000000000284e+01 1.326503480579978245e+00
2.089999999999999858e+01 1.326343928581670939e+00
2.110000000000000142e+01 1.323376554448820297e+00
2.130000000000000426e+01 1.321894844594793339e+00
2.150000000000000000e+01 1.329125971558455133e+00
2.170000000000000284e+01 1.324503687244859895e+00
2.189999999999999858e+01 1.325308958290963179e+00
2.210000000000000142e+01 1.323092327579254990e+00
2.230000000000000426e+01 1.328984301640953936e+00
2.250000000000000000e+01 1.325155088430092221e+00
2.270000000000000284e+01 1.325418156733214392e+00
2.289999999999999858e+01 1.325768343399842175e+00
2.310000000000000142e+01 1.325450910400255200e+00
2.330000000000000426e+01 1.325531038465331379e+00
2.350000000000000000e+01 1.324983201814456724e+00
2.370000000000000284e+01 1.326684126537439168e+00
2.389999999999999858e+01 1.322542155279336384e+00
2.410000000000000142e+01 1.325562004170481201e+00
2.430000000000000426e+01 1.323359889011836987e+00
2.450000000000000000e+01 1.324885773652935805e+00
2.470000000000000284e+01 1.327656458149416352e+00
2.489999999999999858e+01 1.322503043868559658e+00
2.510000000000000142e+01 1.324490983919539344e+00
2.530000000000000426e+01 1.322854015370526160e+00
2.550000000000000000e+01 1.323343023231207782e+00
2.570000000000000284e+01 1.321729232404599275e+00
2.589999999999999858e+01 1.320038681145347059e+00
2.610000000000000142e+01 1.318396946808063630e+00
2.630000000000000426e+01 1.320994580319706957e+00
2.650000000000000000e+01 1.317346964027587664e+00
2.670000000000000284e+01 1.318730136788462515e+00
2.689999999999999858e+01 1.317237851759227141e+00
2.710000000000000142e+01 1.315289289275635598e+00
2.730000000000000426e+01 1.314629172541560198e+00
2.750000000000000000e+01 1.314573331399587763e+00
2.770000000000000284e+01 1.313648560583415614e+00
2.789999999999999858e+01 1.310013110661931046e+00
2.810000000000000142e+01 1.310195335490491164e+00
2.830000000000000426e+01 1.311162219955446462e+00
2.850000000000000000e+01 1.308388243603003875e+00
2.870000000000000284e+01 1.306581540310090883e+00
2.889999999999999858e+01 1.305322730825728694e+00
2.910000000000000142e+01 1.303958980698133319e+00
2.930000000000000426e+01 1.301499328147649237e+00
2.950000000000000000e+01 1.299548247993342009e+00
2.970000000000000284e+01 1.300557802352829695e+00
2.989999999999999858e+01 1.297135428021864545e+00
3.010000000000000142e+01 1.292527920206624215e+00
3.030000000000000426e+01 1.292614601685659670e+00
3.050000000000000000e+01 1.287259490625726199e+00
3.070000000000000284e+01 1.287727783680322036e+00
3.089999999999999858e+01 1.285185770580915987e+00
3.110000000000000142e+01 1.280561234830077888e+00
